municipality,url,status,bytes,filename,year,is_atr
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1218/Composting-101-PDF?bidId=,200,123108,Composting 101 FINAL.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/124/Subdivision-Rules-PDF,200,217490,Subdivision Rules (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1244/Preservation-Restriction-Agreement-Mount-Everett-Academy-Building-Egremont-Free-Library-PDF,200,793641,fullyexecutedperppreservationrestriction.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1244/Preservation-Restriction-Agreement-Mount-Everett-Academy-Building-Egremont-Free-Library-PDF?bidId=,200,793641,fullyexecutedperppreservationrestriction.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1247/Bringing-Climate-Action-Home-Your-Road-to-Energy-Savings-Rebates-and-Tax-Credits-Speakers-Slidedeck,200,2727448,"Egremont Green Committee July 19, 2023.pdf",2023,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1247/Bringing-Climate-Action-Home-Your-Road-to-Energy-Savings-Rebates-and-Tax-Credits-Speakers-Slidedeck?bidId=,200,2727448,"Egremont Green Committee July 19, 2023.pdf",2023,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/125/Zoning-Board-of-Appeals-Information-PDF,200,979206,Zoning Board of Appeals Information (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1256/Attorney-General-Office-Letter-July-31-2023-re-Establish-Housing-Trust-PDF,200,123210,Establishment of Housing Trust AG approval letter 5 2 2023 ATM.pdf,2023,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/126/Planning-Board-Rules-and-Regulations-PDF,200,3012111,Planning Board Rules and Regulations (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1261/Van-Driver-Job-Description-PDF?bidId=,200,154798,Van driverjobdescrip.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/127/Common-Drive-Application-PDF,200,166592,Common Drive Application (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/138/French-Park-Trail-Map-06-2017-PDF,200,1125696,French Park Trail Map 06-2017 (PDF).pdf,2017,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/139/French-Park-Pavilion-Reservation-Form-PDF,200,165144,French Park Pavilion Reservation Form (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1407/Egremont-Comprehensive-Plan-Adopted-August-30-2023-PDF,200,5215239,20230830 Egremont Comp Plan - FINAL - compressed_1.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1408/Comprehensive-Plan-Appendix-of-Comments-August-30-2023-PDF,200,720756,20230827 Appendix of Comments - FINAL_1.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1419/Jug-End-News-1995-PDF,200,796225,Jug End News 1995.pdf,1995,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1448/Zoning-in-MA-An-Overview-PDF,200,114304,Zoning in MA An Overview.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/145/Notice-Proposed-Fiscal-Year-2022RE-Values-PDF,200,745533,Notice Proposed Fiscal Year 2022RE Values.pdf,2022,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/147/Tax-Classification-Fiscal-Year-2022-PDF,200,119059,Tax Classification Fiscal Year 2022 (PDF).pdf,2022,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1474/Egremont-Comprehensive-Emergency-Managemant-Plan-CEMP-May-2023-PDF,200,789689,2023 copy of CEMP 3 (Egremont).pdf,2023,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1565/51124-Household-Hazardous-Waste-Spring-Event-Flyer-PDF,200,219677,5.11.24 HHW Spring Event Lee flyer template.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1565/51124-Household-Hazardous-Waste-Spring-Event-Flyer-PDF?bidId=,200,219677,5.11.24 HHW Spring Event Lee flyer template.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1574/Egremont-and-Area-Hotlines-for-Emergencies-PDF,200,165508,EM Contact List.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/159/Regulations-for-Refuse-and-Recycling-PDF,200,5451366,Regulations for Refuge and Recycling.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/159/Regulations-for-Refuse-and-Recycling-PDF?bidId=,200,5451366,Regulations for Refuge and Recycling.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/160/Restricting-the-Sale-of-Tobacco-Products-11-15-2016-PDF,200,4550274,Restricting the Sale of Tobacco Products 11-15-2016_osrm79e2x7p.pdf,2016,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/160/Restricting-the-Sale-of-Tobacco-Products-11-15-2016-PDF?bidId=,200,4550274,Restricting the Sale of Tobacco Products 11-15-2016_osrm79e2x7p.pdf,2016,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/161/Well-Regulations-2017-PDF,200,14413453,Well Regulations 2017_odmgesy87ej.pdf,2017,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/161/Well-Regulations-2017-PDF?bidId=,200,14413453,Well Regulations 2017_odmgesy87ej.pdf,2017,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1632/Egremont-Annual-Town-Meeting-2024-Fully-Executied-Warrant-PDF,200,602277,Egremont Annual Town Meeting 2024 Fully Executied Warrant.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1632/Egremont-Annual-Town-Meeting-2024-Fully-Executied-Warrant-PDF?bidId=,200,602277,Egremont Annual Town Meeting 2024 Fully Executied Warrant.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1639/Zoning-Bylaw-May-4-2024-FULL-PreWorkshop-Materials-with-Agenda-PDF,200,2192539,20240419 Pre-Workshop Materials lr.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1639/Zoning-Bylaw-May-4-2024-FULL-PreWorkshop-Materials-with-Agenda-PDF?bidId=,200,2192539,20240419 Pre-Workshop Materials lr.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1641/Zoning-Bylaw-March-2-2024-Workshop-Results-PDF,200,6347142,March 2 2024 Workshop Results.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1641/Zoning-Bylaw-March-2-2024-Workshop-Results-PDF?bidId=,200,6347142,March 2 2024 Workshop Results.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1642/Zoning-Bylaw-May-4-2024-Pre-Workshop-Agenda-and-Materials-PDF,200,4618823,May 4 2024 Pre-Workshop Materials.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1642/Zoning-Bylaw-May-4-2024-Pre-Workshop-Agenda-and-Materials-PDF?bidId=,200,4618823,May 4 2024 Pre-Workshop Materials.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1643/Zoning-Bylaw-May-4-2024-Workshop-Appendices-PDF,200,408419,May 4 2024 Pre-Workshop Appendices.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1643/Zoning-Bylaw-May-4-2024-Workshop-Appendices-PDF?bidId=,200,408419,May 4 2024 Pre-Workshop Appendices.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1644/Fire-Department-Application-2024-PDF,200,214579,Fire Dept. application 2024.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1644/Fire-Department-Application-2024-PDF?bidId=,200,214579,Fire Dept. application 2024.pdf,2024,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/165/Beaver-Conflict-and-Permit-Application-PDF,200,502099,Beaver Conflict and Permit Application.pdf,,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1020/2025-122-BOS-minutes,200,159108,2025 1.22 BOS minutes.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1020/2025-122-BOS-minutes?bidId=,200,159108,2025 1.22 BOS minutes.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1396/2025-126-Holiday-Stroll,200,446335,2025 12.6 Holiday Stroll.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1396/2025-126-Holiday-Stroll?bidId=,200,446335,2025 12.6 Holiday Stroll.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1440/ATA-Job-Posting,200,133414,ATA Job Posting.pdf,,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1487/2026-114-COA,200,1614466,2026 1.14 COA.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1488/2026-18-HHA-Revised,200,1616678,2026 1.8 HHA Revised.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1489/2026-112-ConCom,200,3198911,2026 1.12 ConCom.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1489/2026-112-ConCom?bidId=,200,3198911,2026 1.12 ConCom.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1493/2026-24-ZBA,200,1583241,2026 2.4 ZBA.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1493/2026-24-ZBA?bidId=,200,1583241,2026 2.4 ZBA.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1498/2026-115-HEA-Neg-Sub-Comm?bidId=,200,1613940,2026 1.15 HEA Neg Sub Comm.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1499/2026-112-Library,200,1517837,2026 1.12 Library.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1499/2026-112-Library?bidId=,200,1517837,2026 1.12 Library.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1500/2026-113-BOH,200,1713721,2026 1.13 BOH.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1500/2026-113-BOH?bidId=,200,1713721,2026 1.13 BOH.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1502/2026-129-HPS-HEA-Neg-Sub-Comm,200,1613939,2026 1.29 HPS HEA Neg Sub Comm.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1502/2026-129-HPS-HEA-Neg-Sub-Comm?bidId=,200,1613939,2026 1.29 HPS HEA Neg Sub Comm.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1508/2026-121-BOS,200,1518547,2026 1.21 BOS.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1508/2026-121-BOS?bidId=,200,1518547,2026 1.21 BOS.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1510/2026-127-Cap-Planning,200,1614453,2026 1.27 Cap Planning.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1510/2026-127-Cap-Planning?bidId=,200,1614453,2026 1.27 Cap Planning.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1512/2026-127-Planning-Bd,200,3197889,2026 1.27 Planning Bd.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1512/2026-127-Planning-Bd?bidId=,200,3197889,2026 1.27 Planning Bd.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1516/2026-23-Town-Forest,200,2742458,2026 2.3 Town Forest.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1516/2026-23-Town-Forest?bidId=,200,2742458,2026 2.3 Town Forest.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1517/2026-22-ConCom,200,2679312,2026 2.2 ConCom.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1517/2026-22-ConCom?bidId=,200,2679312,2026 2.2 ConCom.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1519/Con-Com-Agenda-REV-02022026,200,262436,Con Com Agenda-REV 02022026.pdf,,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1525/2026-210-Cap-Impr,200,1614307,2026 2.10 Cap Impr_1.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1525/2026-210-Cap-Impr?bidId=,200,1614307,2026 2.10 Cap Impr_1.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1530/2026-24-Planning-Bd,200,1515072,2026 2.4 Planning Bd.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1530/2026-24-Planning-Bd?bidId=,200,1515072,2026 2.4 Planning Bd.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1531/2026-24-Town-Forest,200,1613479,2026 2.4 Town Forest.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1531/2026-24-Town-Forest?bidId=,200,1613479,2026 2.4 Town Forest.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1532/2026-25-FinCom,200,1613759,2026 2.5 FinCom.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/1532/2026-25-FinCom?bidId=,200,1613759,2026 2.5 FinCom.pdf,2026,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/400/CALENDAR-JANUARY-2026PDF,200,1148554,August Calendar_202608012014100285.pdf,,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/400/CALENDAR-JANUARY-2026PDF?bidId=,200,1148554,August Calendar_202608012014100285.pdf,,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/491,200,3957956,Proposed Vales by Owner FY 2025.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/927/Hazardous-Waste-Day-Flyer-2025,200,584037,Hazardous Waste Day Flyer 2025.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/927/Hazardous-Waste-Day-Flyer-2025?bidId=,200,584037,Hazardous Waste Day Flyer 2025.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/958/2025-413-Town-forest,200,1516907,2025 4.13 Town forest.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/958/2025-413-Town-forest?bidId=,200,1516907,2025 4.13 Town forest.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/959/2025-417-HPS-SCM,200,136718,2025 4.17 HPS SCM.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/959/2025-417-HPS-SCM?bidId=,200,136718,2025 4.17 HPS SCM.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/966/2025-415-CIP,200,1614007,2025 4.15 CIP_1.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/966/2025-415-CIP?bidId=,200,1614007,2025 4.15 CIP_1.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/970/2025-516-HPS-Food-svc,200,1613978,2025 5.16 HPS Food svc.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/970/2025-516-HPS-Food-svc?bidId=,200,1613978,2025 5.16 HPS Food svc.pdf,2025,no
Holbrook,https://holbrookma.gov/DocumentCenter/View/992/GIC-2025-2026-Guide?bidId=,200,2005425,GIC 2025-2026 Guide.pdf,2026,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/102/Fee-Schedule-PDF,200,768945,Fee Schedule (PDF).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/103/Gioioso-Drive-Ext---Definitive-Plan---Revised-August-26-2023-PDF,200,2061662,"Gioioso Drive Ext - Definitive Plan - Revised August 26, 2023 (PDF).pdf",2023,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/104/Use-Regulations-PDF,200,316067,Use Regulations (PDF).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1046/Region-1_Open_House_Promotional-Flyer_Charles-Watershed-002,200,526104,Region 1_Open_House_Promotional Flyer_Charles Watershed (002).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1049/2025-58-HHA-revised,200,1614480,2025 5.8 HHA revised.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1049/2025-58-HHA-revised?bidId=,200,1614480,2025 5.8 HHA revised.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1060/FinCom-Agenda-51425,200,1613525,FinCom Agenda 5.14.25.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1060/FinCom-Agenda-51425?bidId=,200,1613525,FinCom Agenda 5.14.25.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1064/Agenda---05132025-Posted-REV,200,2664921,Agenda - 05132025-Posted-REV.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1064/Agenda---05132025-Posted-REV?bidId=,200,2664921,Agenda - 05132025-Posted-REV.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1065/2025-514-BOS,200,1516723,2025 5.14 BOS.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1065/2025-514-BOS?bidId=,200,1516723,2025 5.14 BOS.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1067/Holbrook-Annual-Town-Report-2024,200,3010865,Holbrook Annual Town Report 2024.pdf,2024,yes
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1067/Holbrook-Annual-Town-Report-2024?bidId=,200,3010865,Holbrook Annual Town Report 2024.pdf,2024,yes
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1074/2025-520-BHR-DSC-Amended,200,165139,2025 5.20 BHR DSC Amended.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1074/2025-520-BHR-DSC-Amended?bidId=,200,165139,2025 5.20 BHR DSC Amended.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1091/Flyer-Floodplain---Virtual-Open-House,200,468331,Flyer Floodplain - Virtual open house_202505280906363401.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1091/Flyer-Floodplain---Virtual-Open-House?bidId=,200,468331,Flyer Floodplain - Virtual open house_202505280906363401.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1108/2024-529-BOS-minutes?bidId=,200,141855,2024 5.29 BOS minutes.pdf,2024,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/111/Gas-Fitting-Permit-Application-PDF,200,371290,Gas Fitting Permit Application (PDF).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1113/BP-50M26_20250604_112749,200,189829,BP-50M26_20250604_112749.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1113/BP-50M26_20250604_112749?bidId=,200,189829,BP-50M26_20250604_112749.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/112/Plumbing-Permit-Application-PDF,200,548357,Plumbing Permit Application (PDF).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1168/2024-Holbrook-CCR,200,1976700,2024 Holbrook CCR.pdf,2024,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1168/2024-Holbrook-CCR?bidId=,200,1976700,2024 Holbrook CCR.pdf,2024,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1169/2024-Holbrook-CCR-PDF,200,1838448,2025 Holbrook CCR_202606160805116651.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1197/2025-721-ConCom-amended?bidId=,200,3168592,2025 7.21 ConCom amended.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1202/2024-626-Minutes-for-Holbrook-Select-Board-Meeting?bidId=,200,204762,2024 6.26 Minutes for Holbrook Select Board Meeting.pdf,2024,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1204/2025-57-BOS-minutes?bidId=,200,181079,2025 5.7 BOS minutes.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1276/Open-Space-ADDENDUM-Rev,200,460405,Open Space ADDENDUM-Rev.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1276/Open-Space-ADDENDUM-Rev?bidId=,200,460405,Open Space ADDENDUM-Rev.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1292/COA-Outreach-Support-Assistant-91125,200,513884,COA Outreach Support Assistant 9.11.25_1.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1293/2025-1014-Sen-Keenan,200,150747,2025 10.14 Sen. Keenan.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1293/2025-1014-Sen-Keenan?bidId=,200,150747,2025 10.14 Sen. Keenan.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1314/2025-925-HSC,200,1619901,2025 9.25 HSC.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1314/2025-925-HSC?bidId=,200,1619901,2025 9.25 HSC.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1315/Assistant-Director-Job-Description-91825,200,189423,Assistant Director Job Description 9.18.25.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1316/Assistant-Director-Job-Posting-91825,200,164291,Assistant Director Job Posting 9.18.25.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1323/2025-925-FinCom,200,1613783,2025 9.25 FinCom.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1323/2025-925-FinCom?bidId=,200,1613783,2025 9.25 FinCom.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/133/Direct-Deposit-Form-PDF,200,244505,Direct Deposit Form (PDF).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1339/2025-1022-ZBA,200,3233315,2025 10.22 ZBA.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1339/2025-1022-ZBA?bidId=,200,3233315,2025 10.22 ZBA.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1341/2025-930-Cap-Impr,200,1613978,2025 9.30 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1341/2025-930-Cap-Impr?bidId=,200,1613978,2025 9.30 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1342/2025-109-Sub-Comm,200,1613748,2025 10.9 Sub Comm.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1342/2025-109-Sub-Comm?bidId=,200,1613748,2025 10.9 Sub Comm.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1344/2025-1008-COA,200,1614941,2025 10.08 COA.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1344/2025-1008-COA?bidId=,200,1614941,2025 10.08 COA.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1346/2025-101-BOS,200,1522128,2025 10.1 BOS.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1346/2025-101-BOS?bidId=,200,1522128,2025 10.1 BOS.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1347/2025-101-BOS-Amended,200,1521812,2025 10.1 BOS Amended.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1347/2025-101-BOS-Amended?bidId=,200,1521812,2025 10.1 BOS Amended.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/135/Employee-Emergency-Contract-Form-PDF,200,139880,Employee Emergency Contract Form (PDF).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1350/2025-108-HCC,200,1614770,2025 10.8 HCC.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1350/2025-108-HCC?bidId=,200,1614770,2025 10.8 HCC.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1351/2025-106-ConCom,200,2679099,2025 10.6 ConCom.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1351/2025-106-ConCom?bidId=,200,2679099,2025 10.6 ConCom.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1353/h2O-flushing-memo,200,66375,h2O flushing memo.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1357/2025-1014-Cap-Impr,200,1614048,2025 10.14 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1357/2025-1014-Cap-Impr?bidId=,200,1614048,2025 10.14 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/136/Employee-GIC-Acknowledgement-form-PDF,200,709270,Employee GIC Acknowledgement form (PDF).pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1360/Hazardous-Waste-Day-Flyer,200,200068,Hazardous Waste Day Flyer.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1360/Hazardous-Waste-Day-Flyer?bidId=,200,200068,Hazardous Waste Day Flyer.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1361/2025-1014-Planning-Bd,200,2679926,2025 10.14 Planning Bd.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1361/2025-1014-Planning-Bd?bidId=,200,2679926,2025 10.14 Planning Bd.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1362/2025-1015-BOS,200,1522000,2025 10.15 BOS.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1362/2025-1015-BOS?bidId=,200,1522000,2025 10.15 BOS.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1363/2025-1016-HSC,200,1617977,2025 10.16 HSC.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1363/2025-1016-HSC?bidId=,200,1617977,2025 10.16 HSC.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1366/Opioid-Settlemt-Committee-Meeting-102025,200,29315,Opioid Settlemt Committee Meeting 10.20.25.pdf,,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1367/2025-1020-Library-Trustees,200,1517452,2025 10.20 Library Trustees.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1367/2025-1020-Library-Trustees?bidId=,200,1517452,2025 10.20 Library Trustees.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1370/2025-1021-BHR-DSC-Meeting,200,105670,2025 10.21 BHR DSC Meeting.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1370/2025-1021-BHR-DSC-Meeting?bidId=,200,105670,2025 10.21 BHR DSC Meeting.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1372/2025-1021-Cap-Impr,200,1757641,2025 10.21 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1372/2025-1021-Cap-Impr?bidId=,200,1757641,2025 10.21 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1373/2025-1023-Cap-Impr,200,1613617,2025 10.23 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1373/2025-1023-Cap-Impr?bidId=,200,1613617,2025 10.23 Cap Impr.pdf,2025,no
Holbrook,https://www.holbrookma.gov/DocumentCenter/View/1374/2025-1021-BOH,200,1710498,2025 10.21 BOH.pdf,2025,no
