municipality,url,status,bytes,filename,year,is_atr
Dracut,https://www.dracutma.gov/DocumentCenter/View/174/FY25-Exemption-Requirements-PDF?bidId=,200,259459,FY27 Exemption Requirements (PDF)_202606151053391555.pdf,2027,no
Dracut,https://www.dracutma.gov/DocumentCenter/View/175/FY25-Exemptions-Types--Allowances-PDF?bidId=,200,103333,FY27 Exemptions Types & Allowances (PDF)_202606151034114381.pdf,2027,no
Dracut,https://www.dracutma.gov/DocumentCenter/View/1758/Zoning-Map-PDF,200,1361689,Town of Dracut Zoning Map June 3rd 2024_202409261444469531.pdf,2024,no
Dracut,https://www.dracutma.gov/DocumentCenter/View/1758/Zoning-Map-PDF?bidId=,200,1361689,Town of Dracut Zoning Map June 3rd 2024_202409261444469531.pdf,2024,no
Dracut,https://www.dracutma.gov/DocumentCenter/View/177/Building-Permit-Fees-PDF,200,254491,BUILDING DEPARTMENT PERMIT FEES_202308091508012732.pdf,,no
Dracut,https://www.dracutma.gov/DocumentCenter/View/1887/Vote-By-Mail-Application-2023-PDF,200,71051,Vote By Mail Application_202412021408190820.pdf,,no
Dracut,https://www.dracutma.gov/DocumentCenter/View/1887/Vote-By-Mail-Application-2023-PDF?bidId=,200,71051,Vote By Mail Application_202412021408190820.pdf,,no
Dracut,https://www.dracutma.gov/DocumentCenter/View/1887/Vote-By-Mail-Application-PDF,200,71051,Vote By Mail Application_202412021408190820.pdf,,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/172,200,2569645,issue 122.pdf,,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/173,200,1959027,Newsletter Issue 123 Jan 2023.pdf,2023,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/174,200,2018627,Newsletter Issue 124.pdf,,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/175,200,1876869,Newsletterissue125July2023.pdf,2023,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/177,200,1297689,NewsletterIssue126.pdf,,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/178,200,1211148,Egremont Newsletter 127 Jan 2024.pdf,2024,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/179,200,1856513,Issue 128 Newsletter.pdf,,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/180,200,1311951,Newsletter Issue 129 July 2024.pdf,2024,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/181,200,1642864,Egremont Newsletter Issue 130.pdf,,no
Egremont,https://egremont-ma.gov/ArchiveCenter/ViewFile/Item/182,200,1093875,Newsletter Issue 131.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1012/Alford-Egremont-Cultural-Council-2022-2023-Grant-Recipients-Press-Release-PDF,200,329857,Alford-Egremont 2022-2023 Grant Recipients_Press Release.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1012/Alford-Egremont-Cultural-Council-2022-2023-Grant-Recipients-Press-Release-PDF?bidId=,200,329857,Alford-Egremont 2022-2023 Grant Recipients_Press Release.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1024/Detect-and-Chase-Down-Household-Leaks-PDF,200,2167520,detect-and-chase-down-leaks-checklist (1).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1024/Detect-and-Chase-Down-Household-Leaks-PDF?bidId=,200,2167520,detect-and-chase-down-leaks-checklist (1).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1025/Council-of-Aging-Spring-Newsletter-2023?bidId=,200,428168,COA Newsletter 2023 0317.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1031/Open-Meeting-Law-Guide-and-Educational-Materials-January-2018-PDF,200,1070195,2025 Open Meeting Law Guide with ed materials (Updated 7-31-25)_202606121344049949.pdf,2025,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1031/Open-Meeting-Law-Guide-and-Educational-Materials-January-2018-PDF?bidId=,200,1070195,2025 Open Meeting Law Guide with ed materials (Updated 7-31-25)_202606121344049949.pdf,2025,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1045/Egremont-April-2023-Newsletter-Issue-124-PDF,200,2001368,Egremont April 2023 Newsletter Issue 124.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1078/Annual-Town-Meeting-Warrant-for-May-2-2023-PDF,200,974284,AnnualTownMeeting5223signed.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1078/Annual-Town-Meeting-Warrant-for-May-2-2023-PDF?bidId=,200,974284,AnnualTownMeeting5223signed.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1092/Housing-Trust-Q-and-A-PDF,200,152887,Housing Trust Q and A.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1092/Housing-Trust-Q-and-A-PDF?bidId=,200,152887,Housing Trust Q and A.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1102/Egremont-Three-Transportation--Options-Explained-in-a-Grid-PDF?bidId=,200,141179,Egremont Three Transportation Options Explained in a Grid.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1110/Finance-Committee-Recommendations-for-May-2-2023-Annual-Town-Meeting-PDF,200,199035,FINANCE COMMITTEE RECOMMENDATIONS TOWN MEETING 5.2.2023 (FY2024).pdf,2024,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1110/Finance-Committee-Recommendations-for-May-2-2023-Annual-Town-Meeting-PDF?bidId=,200,199035,FINANCE COMMITTEE RECOMMENDATIONS TOWN MEETING 5.2.2023 (FY2024).pdf,2024,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1134/How-to-Reduce-Reuse-Recycle-Household-items-and-Dispose-of-Household-Hazardous-Materials-PDF--,200,250620,How to RRR 2017 (PDF).pdf,2017,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1137/Draft-Goals-Objectives-and-Action-Plan-for-Open-Space-and-Recreatioh-Plan-2023-to-2030-PDF,200,145243,Draft OSRP Egremont 2023 05 12 action plan.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1137/Draft-Goals-Objectives-and-Action-Plan-for-Open-Space-and-Recreatioh-Plan-2023-to-2030-PDF?bidId=,200,145243,Draft OSRP Egremont 2023 05 12 action plan.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1141/2022-Consumer-Confidence-Report-Drinking-Water-Quality-Information-PDF-,200,158440,2022 Consumer Confidence Report Drinking Water Quality Information .pdf,2022,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1152/Signed-Survey-of-French-Park-North-Egremont-May-8-2023-PDF,200,5854937,FRENCH-PARK-22-078-SIGNED-1-1.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1184/Planning-Board-Special-Permit-Application-PDF,200,647522,PB Special Permit Application_1.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1204/Annual-Town-Meeting-May-2-2023-Certified-Minutes-Corrected-July-5-2023-PDF,200,868412,Certified ATM23 minutes corrected.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1207/Tick-Bite-What-to-Do--Common-Questions-After-a-Tick-Bite-PDF,200,555082,tick advisory 1_adobe_express.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1288/Household-Hazardous-Waste-What-to-Bring-and-What-Not-to-Bring-PDF?bidId=,200,222350,10.14.2023 HHW Fall Event GB.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1293/Egremont-Endorsed-2035-Comprehensive-Plan-with-Appendices-PDF?bidId=,200,5215239,20230830 Egremont Comp Plan - FINAL - compressed.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1294/Appendix-of-Final-Public-Comments-Received-August-2023-PDF?bidId=,200,720756,20230827 Appendix of Comments - FINAL.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1314/Draft-Open-Space-and-Recreation-Plan-2023-2030-Submitted-August-2023-PDF,200,15341536,NewV2PDF __ Draft_OSRP_Egremont_2023_08_22red.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1314/Draft-Open-Space-and-Recreation-Plan-2023-2030-Submitted-August-2023-PDF?bidId=,200,15341536,NewV2PDF __ Draft_OSRP_Egremont_2023_08_22red.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1336/Egremont-October-2023-Newsletter-Issue-126-PDF,200,1297689,NewsletterIssue126.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1343/Signed-Warrant-for-Special-Town-Meeting-October-21-2023-PDF,200,124238,fullysignedwarrantstm102123.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1343/Signed-Warrant-for-Special-Town-Meeting-October-21-2023-PDF?bidId=,200,124238,fullysignedwarrantstm102123.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1374/Fact-Sheet-on-Cllmate-Resilient-Household-Emergency-Preparedness-for-Egremont-PDF,200,640444,Emergency Preparedness-Egremont-fact sheet.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1388/Save-Energy-Save-Money-30-Tips-for-Winter-Season-PDF,200,167309,Flyer NOVEMBER Tips PDF.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1407/Egremont-Comprehensive-Plan-Adopted-August-30-2023-PDF?bidId=,200,5215239,20230830 Egremont Comp Plan - FINAL - compressed_1.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1416/MA-Attorney-General-Letter-of-Approval-of-Bylaw-21-PDF,200,123210,AGhousingtrustapprEgremont10946A__App.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1417/MA-Housing-Partnership-Municipal-Affordable-Housing-Trust-Guide-PDF,200,6156314,MAHTGuidebook_2018.pdf,2018,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1418/Egremont-Municipal-Housing-Trust-QA-PDF,200,193403,Housing Trust Q and A.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1419/Jug-End-News-1995-PDF?bidId=,200,796225,Jug End News 1995.pdf,1995,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1420/Commonwealth-Veterans-Day-2023-Proclmation-PDF,200,145588,Commonwealth Veteras Day 2023 Proclmation.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1442/Egremont-FY-2024-Tax-Classification-Hearing-PDF,200,115807,EgremontTaxClassificationHearing_FY2024.pdf,2024,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1482/Town-of-Egremont-Buy-Recycle-Policy-PDF,200,141249,buy recycle policy on letterhead.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1632/Egremont-Annual-Town-Meeting-May-7-2024-Fully-Executied-Warrant-PDF,200,602277,Egremont Annual Town Meeting 2024 Fully Executied Warrant.pdf,2024,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/167/Form-4-Septic-System-Pumping-Record-PDF,200,386516,Septic System Pumping Record.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/167/Form-4-Septic-System-Pumping-Record-PDF?bidId=,200,386516,Septic System Pumping Record.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1698/Annual-Town-Meeting-May-7-2024-Certified-Minutes-PDF,200,548685,Certified 2024 ATM minutes.pdf,2024,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1887/Egremont-General-Bylaws-July-31-2023-PDF-,200,197778,"GENBYLREFORMAT July 31, 2023 .pdf",2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/1911/Zoning-Bylaws-as-Amended-June-8-2021-PDF,200,779384,ZONING BYLAW as Amended June 8 2021.pdf,2021,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/2054/Egrermont-Tax-Classification-Hearing-FY2025-PDF,200,419126,EgremontTaxClassificationHearingDocument_FY2025.pdf,2025,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/2060/Notes-to-Pro-Forma-Model-of-Professional-Firefighters--Emergency-Medical-Response-Services-PDF,200,123722,Fire Dept Study Work Group Model Notes NOV2024.pdf,2024,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/2061/Pro-Forma-Modal-of-Professional-Firefighting-and-EM-Response-Services-Seven-Year-Forecast-PDF,200,128452,Pro-Forma Modal of Professional Firefighting and EM Response Services.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/207/Notary-Services-Guidelines-PDF,200,56511,Notary Services Guidelines (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/2108/Seasonal-Communities-Overlook-PDF?bidId=,200,1901718,Seasonal Communities Intial Researh  Revised 1.4.2025.pdf,2025,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/2148/Affordable-Housing-Property-Tax-Exemption-DLS-Application-and-Info-for-Taxpayers-PDF,200,3757847,Application for Affordable Housing Exemption3725_202503081311054860.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/260/General-Bylaws-PDF,200,718557,General Bylaws (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/285/Dog-License-Application-PDF,200,94176,Dog license application 1222_202212121240032406.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/290/Pollinator-Pathway-Toolkit-for-Habitat-Creation-and-Connectivity-PDF,200,8627037,Pollinator Pathway (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/290/Pollinator-Pathway-Toolkit-for-Habitat-Creation-and-Connectivity-PDF?bidId=,200,8627037,Pollinator Pathway (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/293/American-Rescue-Plan-Act-ARPA-2021-10-19-Presentation-PDF,200,81934,American Rescue Plan Act (ARPA) 2021-10-19 Presentation.pdf,2021,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/296/French-Park-Reservation-Form-PDF?bidId=,200,165144,French Park Reservation Form (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/309/Project-Overview-Image-PDF,200,7921826,Project Overview (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/309/Project-Overview-Image-PDF?bidId=,200,7921826,Project Overview (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/345/Implementation-of-Review-Fees-for-Outside-Consultants-PDF,200,94282,Consultant Fees (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/580/Chapter-61-Programs-Revised-2018-PDF?bidId=,200,888681,Chapter 61 Programs Revised 2018.pdf,2018,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/592/Senior---Surviving-Spouse-or-Minor-Veteran-Blind-Fiscal-Year-Application-for-Statutory-Exemption-PDF,200,420818,"Seniors Surviving Spoues of Minors, Veterans Blind Tax Exemption Application.pdf",,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/663/Killea-Herman-Amended-Special-Permit-PDF,200,347794,Killea Herman Amended Special Permit.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/666/Kenver-Real-Estate-LLC-Special-Permit-72022-PDF,200,323265,Kenver Real Estate LLC Special Permit 72022.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/674/New-Green-Special-Permit-PDF,200,277487,New Green Special Permit.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/731/Employment-Application-PDF,200,499605,Employment Application (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/732/Tag-Sale-Application-PDF,200,931869,Tag Sale Application (PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/760/Egremont-Newsletter-Issue-122-October-2022-PDF,200,2569645,Egremont Newsletter issue 122 October 2022.pdf,2022,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/760/Egremont-Newsletter-Issue-122-October-2022-PDF?bidId=,200,2569645,Egremont Newsletter issue 122 October 2022.pdf,2022,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/762/2022-Annual-Town-Meeting-Corrected-Minutes-PDF,200,553783,ATM 22 0503 corrected 22 1007.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/766/Mass-Fishing--Hunting-2022-Hunting--Bag-Limits-PDF,200,2257792,2022-MA-hunting-season-summary.pdf,2022,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/766/Mass-Fishing--Hunting-2022-Hunting--Bag-Limits-PDF?bidId=,200,2257792,2022-MA-hunting-season-summary.pdf,2022,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/793/ZBA-Special-Permit-Decision-56-Lakeside-Drive-PDF,200,239533,Randlettspecialpermitsigned.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/794/Certified-Water-Operator-Trainee-Job-Description-PDF,200,133899,CERTIFIED WATER OPERATOR trainee - draft.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/817/Egremont-Police-Department-Application-Form-PDF,200,248142,EPD APPLICATION - revised.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/817/Egremont-Police-Department-Application-Form-PDF?bidId=,200,248142,EPD APPLICATION - revised.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/818/Town-of-Egremont-November-8-Unofficial-Election-Results-PDF,200,140043,Town of Egremont November 8 Unofficial Election Results.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/818/Town-of-Egremont-November-8-Unofficial-Election-Results-PDF?bidId=,200,140043,Town of Egremont November 8 Unofficial Election Results.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/827/Fiscal-Year-2023-Valuation,200,315769,FY2023Valuation.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/827/Fiscal-Year-2023-Valuation?bidId=,200,315769,FY2023Valuation.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/828/2022-Annual-Town-Report-PDF,200,3835390,2022annreport.pdf,2022,yes
Egremont,https://egremont-ma.gov/DocumentCenter/View/828/2022-Annual-Town-Report-PDF?bidId=,200,3835390,2022annreport.pdf,2022,yes
Egremont,https://egremont-ma.gov/DocumentCenter/View/884/Special-Town-Meeting-11-8-22-minutes,200,173529,STM 11 8 22 minutes.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/895/Massachusetts-Vote-by-Mail-Application-PDF,200,209238,Vote-by-Mail-Paper-Application-2023-print.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/899/How-to-Retrieve-a-Property-Record-Card-PDF?bidId=,200,37535,How to Retrieve a Property Record Card.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/917/Egremont-Newsletter-Issue-123-January-2023,200,1959027,Newsletter Issue 123 Jan 2023.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/930/Town-of-Egremont-2022-Municipal-Vulnerability-Preparedness-MVP-Hazard-Mitigation-Plan-HMP-Final-PDF,200,41583359,Egremont_Final MVP-HM-10.18.22.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/930/Town-of-Egremont-2022-Municipal-Vulnerability-Preparedness-MVP-Hazard-Mitigation-Plan-HMP-Final-PDF?bidId=,200,41583359,Egremont_Final MVP-HM-10.18.22.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/933/Egremont-Vision-2035-Public-Workshop-1-Presentationn-Slide-Deck-PDF,200,661055,Egremont Vision 2035 Public Workshop 1 Presentationn Slide Deck.pdf,2035,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/955/Notice-of-Public-Disclosure-Fiscal-Year-2022-PDF,200,116864,Notice of Public Disclosure Fiscal Year 2022_1.pdf,2022,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/966/Egremont-Public-Board-Commission-Handbook-March-2021PDF,200,9993829,Egremont Public Board Commission Handbook(PDF).pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/970/Comprehensive-and-Open-Space-and-Recreation-Comments-on-Boards-from-January-14-2023-Public-Workshop-PDF?bidId=,200,185468,CP OSRP Comments on Boards from Jan 14 2023 Public Workshop.pdf,2023,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/994/Full-Time-Police-Officer-Job-Description-PDF,200,90922,Police Officer.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/996/Comprehensive-and-Open-Space-and-Recretion-Plans-Public-Workshop-2-Discussion-Boards-PDF,200,274371,20230311 Public Workshop 2 Discussion Boards.pdf,,no
Egremont,https://egremont-ma.gov/DocumentCenter/View/996/Comprehensive-and-Open-Space-and-Recretion-Plans-Public-Workshop-2-Discussion-Boards-PDF?bidId=,200,274371,20230311 Public Workshop 2 Discussion Boards.pdf,,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/129,200,1368170,July 2020 Issue 113 (PDF).pdf,2020,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/130,200,2602663,July 2019 Issue 107 (PDF).pdf,2019,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/131,200,2025459,July 2018 Issue 101 (PDF).pdf,2018,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/132,200,708988,July 2017 Issue 95 (PDF).pdf,2017,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/133,200,1314255,January 2109 Issue 104 (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/134,200,1298511,January 2021 Issue 115 (PDF).pdf,2021,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/135,200,1420840,January 2020 Issue 110 (PDF).pdf,2020,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/136,200,986164,January 2018 Issue 98 (PDF).pdf,2018,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/137,200,2077148,October 2021 Issue 118 (PDF).pdf,2021,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/138,200,1300662,July 2021 Issue 117 (PDF).pdf,2021,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/139,200,1305927,April 2021 Issue116 (PDF).pdf,2021,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/140,200,1409317,January 2022 Issue 119 (PDF).pdf,2022,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/141,200,1993932,April 2022 Issue 120 (PDF).pdf,2022,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/142,200,2110989,September 2019 Issue 108 (PDF).pdf,2019,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/143,200,3081185,September 2018 Issue 102 (PDF).pdf,2018,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/144,200,1473263,September 2017 Issue 96 (PDF).pdf,2017,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/145,200,1372056,October 2020 Issue 114 (PDF).pdf,2020,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/146,200,1220879,November 2019 Issue 109 (PDF).pdf,2019,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/147,200,6845227,November 2018 Issue 103 (PDF).pdf,2018,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/148,200,1017680,November 2017 Issue 97 (PDF).pdf,2017,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/149,200,1555107,May 2020 Issue 112 (PDF).pdf,2020,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/150,200,1871074,May 2019 Issue 106 (PDF).pdf,2019,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/151,200,877731,May 2018 Issue 100 (PDF).pdf,2018,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/152,200,9886266,May 2017 Issue 93 (PDF).pdf,2017,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/153,200,1327119,March 2020 Issue 111 (PDF).pdf,2020,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/154,200,786666,March 2019 Issue 105 (PDF).pdf,2019,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/155,200,1322527,March 2018 Issue 99 (PDF).pdf,2018,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/156,200,293430,March 2017 Issue 92 (PDF).pdf,2017,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/157,200,151360,2021 CCR.pdf,2021,no
Egremont,https://www.egremont-ma.gov/ArchiveCenter/ViewFile/Item/171,200,1429188,Newsletter 121 July 2022.pdf,2022,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/100/04-27-2016-Building-Permit-Fees-PDF,200,174591,04-27-2016 Bldg Permit Fees (PDF).pdf,2016,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/100/04-27-2016-Building-Permit-Fees-PDF?bidId=,200,174591,04-27-2016 Bldg Permit Fees (PDF).pdf,2016,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/101/Construction-And-Demolition-Fees-2021-PDF,200,134339,Construction And Demolition Fees 2021 (PDF).pdf,2021,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/101/Construction-And-Demolition-Fees-2021-PDF?bidId=,200,134339,Construction And Demolition Fees 2021 (PDF).pdf,2021,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1025/Council-of-Aging-Spring-Newsletter-2023,200,428168,COA Newsletter 2023 0317.pdf,2023,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1030/Map-of-Open-Space-and-Chapter-61-Lands-as-of-January-2023-PDF,200,512414,OpenSpaceInventory_11x17_EgremontMA board).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1045/Egremont-April-2023-Newsletter-Issue-124-PDF?bidId=,200,2001368,Egremont April 2023 Newsletter Issue 124.pdf,2023,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/107/House-Number-Application-PDF,200,402927,House Number Application (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1084/Federal-and-Massachusetts-Clean-Energy-Incentives-Spring-2023-PDF?bidId=,200,3963851,Fed and MA Clean Energy Incentives.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1091/Comprehensive-and-Open-Space-and-Recreation-Plans-March-11-Workshop-Handouts-PDF,200,7455234,March 11 Workshop Handouts.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1154/Tabulated-Results-and-All-Responses-from-the-Comprehensive-and-Open-Space-and-Recreation-Plans-Second-Community-Wide-Survey-PDF,200,258174,All responses - no addresses.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/117/Tax-Abatement-Application-PDF,200,186862,Tax Abatement (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/117/Tax-Abatement-Application-PDF?bidId=,200,186862,Tax Abatement (PDF).pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1186/Planning-Board-Rules-and-Regulations-PDF,200,3118754,Planning Board Rules and Regulations (PDF)_1.pdf,,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1203/Egremont-July-2023-Newsletter-Issue-125-PDF?bidId=,200,1876869,Newsletterissue125July2023.pdf,2023,no
Egremont,https://www.egremont-ma.gov/DocumentCenter/View/1218/Composting-101-PDF,200,123108,Composting 101 FINAL.pdf,,no
