stem,layer,check,verdict,evidence
Abington2021,0,document_self_identifies,PASS,...of the By-Laws of the Town of Abington. The polls were open from 8:0...
Abington2021,0,carries_the_year,PASS,"...ANNUAL TOWN ELECTION April 24, 2021 The Annual Town Election was held at Be..."
Abington2021,0,document_supports_record,PASS,16/16 names and 34/34 figures located in pdftext
Abington2021,1,names_grounded,PASS,16/16 names located in pdftext
Abington2021,1,figures_grounded,PASS,34/34 figures located in pdftext
Abington2021,2,ballots_derivable,PASS,5 of 5 contests agree on 1116
Abington2021,2,marks_exceed_ballots,FAIL,SELECTMAN: 2236 marks > 1116 ballots x 2 seats = 2232
Abington2021,2,contest_closes,PASS,ASSESSOR: 1116 == 1116 x 1
Abington2021,2,contest_closes,PASS,BOARD OF PUBLIC HEALTH: 2232 == 1116 x 2
Abington2021,2,contest_closes,PASS,TRUSTEE OF PUBLIC LIBRARY: 3348 == 1116 x 3
Abington2021,2,contest_closes,PASS,SCHOOL COMMITTEE: 2232 == 1116 x 2
Abington2021,2,contest_closes,PASS,SEWER COMMISSIONER: 1116 == 1116 x 1
Abington2021,2,contest_closes,PASS,WATER COMMISSIONER: 1116 == 1116 x 1
Abington2021,2,contest_closes,PASS,PLANNING BOARD: 1116 == 1116 x 1
Abington2021,2,contest_closes,PASS,HOUSING AUTHORITY: 1116 == 1116 x 1
Abington2021,3,office_count_consistent,PASS,9 contests; median 10 in other years
Abington2022,0,document_self_identifies,PASS,"...# Abington, MA — Annual Town Election, S..."
Abington2022,0,carries_the_year,PASS,"...nnual Town Election, Saturday April 30, 2022 (results reported) Source: ABINGTON NEW..."
Abington2022,0,document_supports_record,PASS,19/19 names and 8/8 figures located in markdown
Abington2022,1,names_grounded,PASS,19/19 names located in markdown
Abington2022,1,figures_grounded,PASS,8/8 figures located in markdown
Abington2022,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Abington2022,3,office_count_consistent,PASS,12 contests; median 9 in other years
Abington2023,0,document_held,FAIL,no document of any kind held
Abington2023,1,grounded,UNKNOWN,no document text held
Abington2023,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Abington2023,3,office_count_consistent,FAIL,3 contests; this town's other years median 10
Abington2024,0,document_held,FAIL,no document of any kind held
Abington2024,1,grounded,UNKNOWN,no document text held
Abington2024,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Abington2024,3,office_count_consistent,PASS,10 contests; median 9 in other years
Abington2025,0,document_self_identifies,PASS,...# [Town of Abington](\) [Phone Directory](\o\toa\...
Abington2025,0,carries_the_year,PASS,...Town of Abington](\) - [News](\news) - [2025 Annual Election Results](\article\21719...
Abington2025,0,document_supports_record,PASS,16/16 names and 42/42 figures located in markdown
Abington2025,1,names_grounded,PASS,16/16 names located in markdown
Abington2025,1,figures_grounded,PASS,42/42 figures located in markdown
Abington2025,2,ballots_derivable,PASS,5 of 5 contests agree on 466
Abington2025,2,contest_closes,PASS,SELECTMEN: 466 == 466 x 1
Abington2025,2,contest_closes,PASS,ASSESSOR: 466 == 466 x 1
Abington2025,2,contest_closes,PASS,BOARD OF PUBLIC HEALTH: 932 == 466 x 2
Abington2025,2,contest_closes,PASS,SCHOOL COMMITTEE: 466 == 466 x 1
Abington2025,2,contest_closes,PASS,SEWER COMMISSIONER: 932 == 466 x 2
Abington2025,2,contest_closes,PASS,TRUSTEE OF PUBLIC LIBRARY: 1398 == 466 x 3
Abington2025,2,contest_closes,PASS,WATER COMMISSIONER: 466 == 466 x 1
Abington2025,2,contest_closes,PASS,HOUSING AUTHORITY: 466 == 466 x 1
Abington2025,2,contest_closes,PASS,PLANNING BOARD: 466 == 466 x 1
Abington2025,3,office_count_consistent,PASS,13 contests; median 9 in other years
Abington2026,0,document_self_identifies,PASS,"...# Abington, MA — Annual Town Election, S..."
Abington2026,0,carries_the_year,PASS,"...nnual Town Election, Saturday April 25, 2026 Source: WATD 95.9 FM, ""New Members Elec..."
Abington2026,0,document_supports_record,PASS,4/4 names and 3/3 figures located in markdown
Abington2026,1,names_grounded,PASS,4/4 names located in markdown
Abington2026,1,figures_grounded,PASS,3/3 figures located in markdown
Abington2026,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Abington2026,3,office_count_consistent,FAIL,2 contests; this town's other years median 10
Acton2021,0,document_self_identifies,PASS,"...ELECTION MARCH 30, 2021 Final ACTON HOUSING AUTHORITY BLANK 56 84..."
Acton2021,0,carries_the_year,PASS,"...ANNUAL TOWN ELECTION MARCH 30, 2021 Final PCT 1 PCT 2 PCT 3 PCT4 PCT5 PCT6..."
Acton2021,0,document_supports_record,PASS,11/11 names and 25/25 figures located in markdown+pdftext
Acton2021,1,names_grounded,PASS,11/11 names located in markdown+pdftext
Acton2021,1,figures_grounded,PASS,25/25 figures located in markdown+pdftext
Acton2021,2,ballots_derivable,PASS,6 of 6 contests agree on 2369
Acton2021,2,contest_closes,PASS,MODERATOR: 2369 == 2369 x 1
Acton2021,2,contest_closes,PASS,BOARD OF SELECTMEN: 2369 == 2369 x 1
Acton2021,2,contest_closes,PASS,SCHOOL COMMITTEE: 4738 == 2369 x 2
Acton2021,2,contest_closes,PASS,LIBRARY TRUSTEE: 2369 == 2369 x 1
Acton2021,2,contest_closes,PASS,ACTON HOUSING AUTHORITY: 2369 == 2369 x 1
Acton2021,2,contest_closes,PASS,WATER DISTRICT MODERATOR: 2369 == 2369 x 1
Acton2021,2,contest_closes,PASS,WATER DISTRICT COMMISSIONER: 2369 == 2369 x 1
Acton2021,3,office_count_consistent,PASS,7 contests; median 6 in other years
Acton2022,0,document_self_identifies,PASS,...TOWN OF ACTON ANNUAL TOWN ELECTION MARCH 29...
Acton2022,0,carries_the_year,PASS,"...OF ACTON ANNUAL TOWN ELECTION MARCH 29, 2022 FINAL PCT 1 PCT 2 PCT 3 PCT 4 PCT 5 PCT..."
Acton2022,0,document_supports_record,PASS,13/13 names and 25/25 figures located in markdown+pdftext
Acton2022,1,names_grounded,PASS,13/13 names located in markdown+pdftext
Acton2022,1,figures_grounded,PASS,25/25 figures located in markdown+pdftext
Acton2022,2,ballots_derivable,PASS,4 of 4 contests agree on 934
Acton2022,2,contest_closes,PASS,MODERATOR: 934 == 934 x 1
Acton2022,2,contest_closes,PASS,SELECT BOARD: 1868 == 934 x 2
Acton2022,2,contest_closes,PASS,SCHOOL COMMITTEE: 1868 == 934 x 2
Acton2022,2,contest_closes,PASS,LIBRARY TRUSTEE: 934 == 934 x 1
Acton2022,2,contest_closes,PASS,ACTON HOUSING AUTHORITY: 934 == 934 x 1
Acton2022,2,contest_closes,PASS,WATER DISTRICT COMMISSIONER: 934 == 934 x 1
Acton2022,3,office_count_consistent,PASS,6 contests; median 7 in other years
Acton2023,0,document_self_identifies,PASS,...TOWN OF ACTON ANNUAL TOWN ELECTION APRIL 25...
Acton2023,0,carries_the_year,PASS,"...OF ACTON ANNUAL TOWN ELECTION APRIL 25, 2023 FINAL PCT 1 PCT 2 PCT 3 PCT 4 PCT 5 PCT..."
Acton2023,0,document_supports_record,PASS,22/22 names and 36/36 figures located in markdown+pdftext
Acton2023,1,names_grounded,PASS,22/22 names located in markdown+pdftext
Acton2023,1,figures_grounded,PASS,36/36 figures located in markdown+pdftext
Acton2023,2,ballots_derivable,PASS,5 of 5 contests agree on 2247
Acton2023,2,contest_closes,PASS,MODERATOR: 2247 == 2247 x 1
Acton2023,2,contest_closes,PASS,SELECT BOARD: 4494 == 2247 x 2
Acton2023,2,contest_closes,PASS,SCHOOL COMMITTEE: 6741 == 2247 x 3
Acton2023,2,contest_closes,PASS,LIBRARY TRUSTEE - 3 YR TERM: 2247 == 2247 x 1
Acton2023,2,contest_closes,PASS,LIBRARY TRUSTEE - 1 YR TERM: 2247 == 2247 x 1
Acton2023,2,contest_closes,PASS,WATER DISTRICT - CLERK: 2247 == 2247 x 1
Acton2023,2,contest_closes,PASS,WATER DISTRICT - COMMISSIONER: 2247 == 2247 x 1
Acton2023,3,office_count_consistent,PASS,7 contests; median 6 in other years
Acton2024,0,document_self_identifies,PASS,"...TOWN OF ACTON, MASSACHUSETTS ANNUAL TOWN EL..."
Acton2024,0,carries_the_year,PASS,"...CHUSETTS ANNUAL TOWN ELECTION APRIL 30, 2024 OFFICIAL RESULTS PCT 1 PCT 2 PCT 3 PCT..."
Acton2024,0,document_supports_record,PASS,8/8 names and 20/20 figures located in markdown+pdftext
Acton2024,1,names_grounded,PASS,8/8 names located in markdown+pdftext
Acton2024,1,figures_grounded,PASS,20/20 figures located in markdown+pdftext
Acton2024,2,ballots_derivable,PASS,5 of 5 contests agree on 6390
Acton2024,2,contest_closes,PASS,MODERATOR: 6390 == 6390 x 1
Acton2024,2,contest_closes,PASS,SELECT BOARD: 6390 == 6390 x 1
Acton2024,2,contest_closes,PASS,SCHOOL COMMITTEE: 12780 == 6390 x 2
Acton2024,2,contest_closes,PASS,MEMORIAL LIBRARY TRUSTEE: 6390 == 6390 x 1
Acton2024,2,contest_closes,PASS,WATER DISTRICT - MODERATOR: 6390 == 6390 x 1
Acton2024,2,contest_closes,PASS,WATER DISTRICT - COMMISSIONER: 6390 == 6390 x 1
Acton2024,3,office_count_consistent,PASS,6 contests; median 7 in other years
Acton2025,0,document_self_identifies,PASS,...6 279 251 82 196 2230 100.00% ACTON HOUSING AUTHORITY BLANK 30 10...
Acton2025,0,carries_the_year,PASS,"...Annual Town Election April 29, 2025 VOTE COUNT PCT 1 PCT 2 PCT 3 PCT4 PCT5..."
Acton2025,0,document_supports_record,PASS,11/11 names and 23/23 figures located in markdown+pdftext
Acton2025,1,names_grounded,PASS,11/11 names located in markdown+pdftext
Acton2025,1,figures_grounded,PASS,23/23 figures located in markdown+pdftext
Acton2025,2,ballots_derivable,PASS,4 of 4 contests agree on 2230
Acton2025,2,contest_closes,PASS,MODERATOR: 2230 == 2230 x 1
Acton2025,2,contest_closes,PASS,SELECT BOARD: 4460 == 2230 x 2
Acton2025,2,contest_closes,PASS,SCHOOL COMMITTEE: 4460 == 2230 x 2
Acton2025,2,contest_closes,PASS,MEMORIAL LIBRARY TRUSTEE: 2230 == 2230 x 1
Acton2025,2,contest_closes,PASS,WATER DISTRICT COMMISSIONER: 2230 == 2230 x 1
Acton2025,2,contest_closes,PASS,ACTON HOUSING AUTHORITY: 2230 == 2230 x 1
Acton2025,3,office_count_consistent,PASS,6 contests; median 7 in other years
Acton2026,0,document_self_identifies,NOTE,document never prints 'Acton'; identity rests on the citation alone
Acton2026,0,carries_the_year,PASS,"...ual Town Election PRELIMINARY April 28, 2026 po CMACHINE TOTAL - FINAL] 128 | _ 326..."
Acton2026,0,document_supports_record,PASS,16/16 names and 32/32 figures located in raw_ocr+pdftext
Acton2026,1,names_grounded,PASS,16/16 names located in raw_ocr+pdftext
Acton2026,1,figures_grounded,PASS,32/32 figures located in raw_ocr+pdftext
Acton2026,2,ballots_derivable,PASS,6 of 6 contests agree on 1984
Acton2026,2,contest_closes,PASS,MODERATOR: 1984 == 1984 x 1
Acton2026,2,contest_closes,PASS,SELECT BOARD: 3968 == 1984 x 2
Acton2026,2,contest_closes,PASS,SCHOOL COMMITTEE: 5952 == 1984 x 3
Acton2026,2,contest_closes,PASS,MEMORIAL LIBRARY TRUSTEE (3 YEAR TERM): 1984 == 1984 x 1
Acton2026,2,contest_closes,PASS,MEMORIAL LIBRARY TRUSTEE: 1984 == 1984 x 1
Acton2026,2,contest_closes,PASS,HOUSING AUTHORITY MEMBER: 1984 == 1984 x 1
Acton2026,2,contest_closes,PASS,WATER DISTRICT COMMISSIONER: 1984 == 1984 x 1
Acton2026,2,contest_closes,PASS,WATER DISTRICT CLERK: 1984 == 1984 x 1
Acton2026,3,office_count_consistent,PASS,8 contests; median 6 in other years
Acushnet2021,0,document_self_identifies,NOTE,document never prints 'Acushnet'; identity rests on the citation alone
Acushnet2021,0,carries_the_year,FAIL,"'2021' does not appear in raw_ocr+pdftext, in that spelling or as a date ending 21"
Acushnet2021,0,document_supports_record,PASS,42/42 names and 63/63 figures located in raw_ocr+pdftext
Acushnet2021,1,names_grounded,PASS,42/42 names located in raw_ocr+pdftext
Acushnet2021,1,figures_grounded,PASS,63/63 figures located in raw_ocr+pdftext
Acushnet2021,2,ballots_derivable,PASS,10 of 10 contests agree on 1852
Acushnet2021,2,contest_closes,PASS,"SELECTMAN, MEMBER OF BOARD OF PUBLIC WELFARE: 1852 == 1852 x 1"
Acushnet2021,2,contest_closes,PASS,ASSESSOR: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,TREE WARDEN: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,MEMBER OF SCHOOL COMMITTEE: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,BOARD OF HEALTH: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,COMMISSIONER OF TRUST FUNDS: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,TRUSTEE FREE PUBLIC LIBRARY: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,CEMETERY BOARD: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,MODERATOR: 1852 == 1852 x 1
Acushnet2021,2,contest_closes,PASS,PARK COMMISSIONER: 1852 == 1852 x 1
Acushnet2021,3,office_count_consistent,PASS,15 contests; median 10 in other years
Acushnet2023,0,document_self_identifies,PASS,"...ALTH OF MASSACHUSETTS TOWN OF ACUSHNET 130 MAIN STREET, ACUSHNET, MA..."
Acushnet2023,0,carries_the_year,PASS,"...TOWN CLERK ANNUAL TOWN ELECTION MAY 13, 2023 FINAL RESULTS RESULTS BY PRECINCT Regis..."
Acushnet2023,0,document_supports_record,PASS,18/18 names and 18/18 figures located in markdown+pdftext
Acushnet2023,1,names_grounded,PASS,18/18 names located in markdown+pdftext
Acushnet2023,1,figures_grounded,PASS,18/18 figures located in markdown+pdftext
Acushnet2023,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Acushnet2023,3,office_count_consistent,PASS,14 contests; median 10 in other years
Acushnet2024,0,document_self_identifies,PASS,"...Annual Town Election -- Acushnet, Massachusetts -- 2024-05-18..."
Acushnet2024,0,carries_the_year,PASS,"...Election -- Acushnet, Massachusetts -- 2024-05-18 Ballots cast: 498 Selectboard (vo..."
Acushnet2024,0,document_supports_record,PASS,10/10 names and 10/10 figures located in raw_ocr+pdftext
Acushnet2024,1,names_grounded,PASS,10/10 names located in raw_ocr+pdftext
Acushnet2024,1,figures_grounded,PASS,10/10 figures located in raw_ocr+pdftext
Acushnet2024,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Acushnet2024,3,office_count_consistent,PASS,10 contests; median 12 in other years
Acushnet2025,0,document_self_identifies,PASS,"...# Acushnet, Massachusetts -- Annual Town..."
Acushnet2025,0,carries_the_year,PASS,"...Massachusetts -- Annual Town Election, 2025-04-22 **Source: the town clerk's tally..."
Acushnet2025,0,document_supports_record,PASS,7/11 names and 7/7 figures located in markdown+pdftext
Acushnet2025,1,names_grounded,FAIL,7/11 names located in markdown+pdftext
Acushnet2025,1,figures_grounded,PASS,7/7 figures located in markdown+pdftext
Acushnet2025,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Acushnet2025,3,office_count_consistent,PASS,11 contests; median 12 in other years
Acushnet2026,0,document_self_identifies,PASS,"...Cr nN TOWN OF ACUSHNET Sea iN 130 MAIN STREET, ACUSH..."
Acushnet2026,0,carries_the_year,PASS,...egistered Voters: 565 TOWN ELECTION --- 4/28/26 Voter Turnout (%): 15.72 OFFICE PREC |...
Acushnet2026,0,document_supports_record,PASS,10/10 names and 10/10 figures located in raw_ocr+pdftext
Acushnet2026,1,names_grounded,PASS,10/10 names located in raw_ocr+pdftext
Acushnet2026,1,figures_grounded,PASS,10/10 figures located in raw_ocr+pdftext
Acushnet2026,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Acushnet2026,3,office_count_consistent,PASS,9 contests; median 12 in other years
Adams2021,0,document_self_identifies,PASS,"...RepoRt 2021 *Elected Official Adams Town election Results may 3,..."
Adams2021,0,carries_the_year,PASS,...8 RepoRt 2021 *Elected Official Adams Town election R...
Adams2021,0,document_supports_record,PASS,17/17 names and 43/43 figures located in markdown+pdftext
Adams2021,1,names_grounded,PASS,17/17 names located in markdown+pdftext
Adams2021,1,figures_grounded,PASS,43/43 figures located in markdown+pdftext
Adams2021,2,ballots_derivable,PASS,5 of 5 contests agree on 899
Adams2021,2,contest_closes,PASS,MODERATOR: 899 == 899 x 1
Adams2021,2,contest_closes,PASS,TOWN CLERK: 899 == 899 x 1
Adams2021,2,contest_closes,PASS,SELECTMEN: 1798 == 899 x 2
Adams2021,2,contest_closes,PASS,ASSESSORS: 899 == 899 x 1
Adams2021,2,contest_closes,PASS,BOARD OF HEALTH: 899 == 899 x 1
Adams2021,2,contest_closes,PASS,LIBRARY TRUSTEES: 1798 == 899 x 2
Adams2021,2,contest_closes,PASS,PLANNING BOARD MEMBER: 899 == 899 x 1
Adams2021,2,contest_closes,PASS,CEMETERY COMMISSIONER: 899 == 899 x 1
Adams2021,2,regional_exempt,NOTE,NORTHERN BERKSHIRE REGIONAL VOCATIONAL SCHOO: spans several towns; ballot arithmetic does not apply
Adams2021,2,regional_exempt,NOTE,HOOSAC VALLEY REGIONAL SCHOOL DISTRICT COMMI: spans several towns; ballot arithmetic does not apply
Adams2021,3,office_count_consistent,PASS,17 contests; median 16 in other years
Adams2022,0,document_self_identifies,PASS,"...RepoRt 2021 *Elected Official Adams Town election Results may 2,..."
Adams2022,0,carries_the_year,PASS,"...cial Adams Town election Results may 2, 2022 modeRAToR for a term of one Year myra l..."
Adams2022,0,document_supports_record,PASS,19/19 names and 45/45 figures located in markdown+pdftext
Adams2022,1,names_grounded,PASS,19/19 names located in markdown+pdftext
Adams2022,1,figures_grounded,PASS,45/45 figures located in markdown+pdftext
Adams2022,2,ballots_derivable,PASS,6 of 6 contests agree on 373
Adams2022,2,contest_closes,PASS,Moderator: 373 == 373 x 1
Adams2022,2,contest_closes,PASS,Selectmen: 746 == 373 x 2
Adams2022,2,contest_closes,PASS,Treasurer-Collector: 373 == 373 x 1
Adams2022,2,contest_closes,PASS,Assessor: 373 == 373 x 1
Adams2022,2,contest_closes,PASS,Library Trustees: 746 == 373 x 2
Adams2022,2,contest_closes,PASS,Planning Board Member: 373 == 373 x 1
Adams2022,2,contest_closes,PASS,Cemetery Commissioner: 373 == 373 x 1
Adams2022,2,contest_closes,PASS,Housing Authority Member: 373 == 373 x 1
Adams2022,2,contest_closes,PASS,Redevelopment Authority Member: 373 == 373 x 1
Adams2022,2,regional_exempt,NOTE,Northern Berkshire Regional Vocational Schoo: spans several towns; ballot arithmetic does not apply
Adams2022,2,regional_exempt,NOTE,Hoosac Valley Regional School District Commi: spans several towns; ballot arithmetic does not apply
Adams2022,2,regional_exempt,NOTE,Hoosac Valley Regional School District Commi: spans several towns; ballot arithmetic does not apply
Adams2022,3,office_count_consistent,PASS,16 contests; median 17 in other years
Adams2023,0,document_self_identifies,PASS,"...Town of Adams, Massachusetts The Adams Stat..."
Adams2023,0,carries_the_year,PASS,...rojects debt will be totally retired in 2023. David E. Hinkell Director of Business...
Adams2023,0,document_supports_record,PASS,9/12 names and 8/12 figures located in pdftext
Adams2023,1,names_grounded,FAIL,9/12 names located in pdftext
Adams2023,1,figures_grounded,FAIL,8/12 figures located in pdftext
Adams2023,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Adams2023,3,office_count_consistent,PASS,11 contests; median 17 in other years
Adams2024,0,document_self_identifies,PASS,...DEDICATION DEDICATION ADAMS BEAUTIFICATION GROUP With sin...
Adams2024,0,carries_the_year,PASS,...angner Mark Phillips Julie Wilk-Chaffee 2024 REPORT 7 Adams Town Election Results Ma...
Adams2024,0,document_supports_record,PASS,22/22 names and 48/48 figures located in markdown+pdftext
Adams2024,1,names_grounded,PASS,22/22 names located in markdown+pdftext
Adams2024,1,figures_grounded,PASS,48/48 figures located in markdown+pdftext
Adams2024,2,ballots_derivable,PASS,7 of 7 contests agree on 1468
Adams2024,2,contest_closes,PASS,MODERATOR: 1468 == 1468 x 1
Adams2024,2,contest_closes,PASS,TOWN CLERK: 1468 == 1468 x 1
Adams2024,2,contest_closes,PASS,SELECTMEN: 2936 == 1468 x 2
Adams2024,2,contest_closes,PASS,ASSESSOR: 1468 == 1468 x 1
Adams2024,2,contest_closes,PASS,BOARD OF HEALTH MEMBER: 1468 == 1468 x 1
Adams2024,2,contest_closes,PASS,LIBRARY TRUSTEES: 2936 == 1468 x 2
Adams2024,2,contest_closes,PASS,PARK COMMISSIONERS: 4404 == 1468 x 3
Adams2024,2,contest_closes,PASS,PLANNING BOARD MEMBER: 1468 == 1468 x 1
Adams2024,2,contest_closes,PASS,CEMETERY COMMISSIONER: 1468 == 1468 x 1
Adams2024,2,contest_closes,PASS,REDEVELOPMENT AUTHORITY MEMBER: 1468 == 1468 x 1
Adams2024,2,regional_exempt,NOTE,NORTHERN BERKSHIRE REGIONAL VOCATIONAL SCHOO: spans several towns; ballot arithmetic does not apply
Adams2024,2,regional_exempt,NOTE,HOOSAC VALLEY REGIONAL SCHOOL DISTRICT COMMI: spans several towns; ballot arithmetic does not apply
Adams2024,2,regional_exempt,NOTE,HOOSAC VALLEY REGIONAL SCHOOL DISTRICT COMMI: spans several towns; ballot arithmetic does not apply
Adams2024,3,office_count_consistent,PASS,13 contests; median 17 in other years
Adams2025,0,document_self_identifies,PASS,...OL DISTRICT COMMITTEE MEMBER (ADAMS REP.) | Vote 1 | | | John F....
Adams2025,0,carries_the_year,PASS,"...TOWN ELECTION PRECINCT TALLY SHEET May5,2025 | TOWN ELECTION PRECINCT TALLY SHEET Ma..."
Adams2025,0,document_supports_record,PASS,76/76 names and 97/97 figures located in markdown
Adams2025,1,names_grounded,PASS,76/76 names located in markdown
Adams2025,1,figures_grounded,PASS,97/97 figures located in markdown
Adams2025,2,ballots_derivable,UNKNOWN,only 1 qualifying contest(s); cannot derive
Adams2025,3,office_count_consistent,PASS,21 contests; median 16 in other years
Adams2026,0,document_self_identifies,PASS,...1 DISTRICT COMMITTEE MEMBER (ADAMS REP.) Kyle L. Malloy ee ee: e...
Adams2026,0,carries_the_year,PASS,"...TOWN ELECTION May 4, 2026 UNOFFICIAL RESULTS 05/06/2026 Offices a..."
Adams2026,0,document_supports_record,PASS,60/65 names and 1/73 figures located in raw_ocr
Adams2026,1,names_grounded,FAIL,60/65 names located in raw_ocr
Adams2026,1,figures_grounded,FAIL,1/73 figures located in raw_ocr
Adams2026,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Adams2026,3,office_count_consistent,PASS,24 contests; median 16 in other years
Agawam2021,0,document_self_identifies,PASS,"...headquarters ue §@ 0 @O= vit AGAWAM, Mass. (WWLP) - Agawam Mayor..."
Agawam2021,0,carries_the_year,PASS,"...es . 22 by: iar a — BONS Posted: Nov 2, 2021 / 09:20 AM EDT = = Updated: Nov 2, 2021..."
Agawam2021,0,document_supports_record,PASS,26/26 names and 26/26 figures located in raw_ocr+pdftext
Agawam2021,1,names_grounded,PASS,26/26 names located in raw_ocr+pdftext
Agawam2021,1,figures_grounded,PASS,26/26 figures located in raw_ocr+pdftext
Agawam2021,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Agawam2021,3,office_count_consistent,PASS,3 contests; median 2 in other years
Agawam2023,0,document_held,FAIL,no document of any kind held
Agawam2023,1,grounded,UNKNOWN,no document text held
Agawam2023,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Agawam2023,3,office_count_consistent,FAIL,1 contests; this town's other years median 3
Agawam2025,0,document_self_identifies,NOTE,document never prints 'Agawam'; identity rests on the citation alone
Agawam2025,0,carries_the_year,FAIL,"'2025' does not appear in markdown+pdftext, in that spelling or as a date ending 25"
Agawam2025,0,document_supports_record,PASS,32/32 names and 38/38 figures located in markdown+pdftext
Agawam2025,1,names_grounded,PASS,32/32 names located in markdown+pdftext
Agawam2025,1,figures_grounded,PASS,38/38 figures located in markdown+pdftext
Agawam2025,2,ballots_derivable,UNKNOWN,only 1 qualifying contest(s); cannot derive
Agawam2025,3,office_count_consistent,PASS,3 contests; median 2 in other years
Alford2021,0,document_self_identifies,NOTE,document never prints 'Alford'; identity rests on the citation alone
Alford2021,0,carries_the_year,PASS,"...RESULTS OF ANNUAL TOWN ELECTION MAY 18,2021 TOTAL ACTIVE VOTERS-379 TOTAL BALLOTS C..."
Alford2021,0,document_supports_record,PASS,7/7 names and 7/7 figures located in raw_ocr+pdftext
Alford2021,1,names_grounded,PASS,7/7 names located in raw_ocr+pdftext
Alford2021,1,figures_grounded,PASS,7/7 figures located in raw_ocr+pdftext
Alford2021,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Alford2021,3,office_count_consistent,PASS,6 contests; median 7 in other years
Alford2022,0,document_self_identifies,PASS,"...# Alford, MA -- Annual Town Election,..."
Alford2022,0,carries_the_year,PASS,"...-- Annual Town Election, Tuesday 17 May 2022 Source: Town of Alford, `news/election_..."
Alford2022,0,document_supports_record,PASS,8/8 names and 8/8 figures located in markdown
Alford2022,1,names_grounded,PASS,8/8 names located in markdown
Alford2022,1,figures_grounded,PASS,8/8 figures located in markdown
Alford2022,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Alford2022,3,office_count_consistent,PASS,6 contests; median 7 in other years
Alford2023,0,document_self_identifies,PASS,...lerk\pages\ada-compliance) - [ALFORD ANNUAL TOWN ELECTION RESULTS...
Alford2023,0,carries_the_year,PASS,"...ULTS OF THE ANNUAL TOWN ELECTION MAY 16,2023 Posted on: May 16, 2023 - 7:34pm DAVID..."
Alford2023,0,document_supports_record,PASS,9/9 names and 9/9 figures located in markdown
Alford2023,1,names_grounded,PASS,9/9 names located in markdown
Alford2023,1,figures_grounded,PASS,9/9 figures located in markdown
Alford2023,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Alford2023,3,office_count_consistent,PASS,7 contests; median 6 in other years
Alford2024,0,document_self_identifies,NOTE,document never prints 'Alford'; identity rests on the citation alone
Alford2024,0,carries_the_year,PASS,"...lts of the Annual Town Election May 21, 2024 | | | | Total Voters 383 Total Ballots..."
Alford2024,0,document_supports_record,PASS,10/10 names and 17/17 figures located in markdown
Alford2024,1,names_grounded,PASS,10/10 names located in markdown
Alford2024,1,figures_grounded,PASS,17/17 figures located in markdown
Alford2024,2,ballots_derivable,PASS,6 of 6 contests agree on 117
Alford2024,2,contest_closes,PASS,Assessor: 117 == 117 x 1
Alford2024,2,contest_closes,PASS,Planning Board: 234 == 117 x 2
Alford2024,2,contest_closes,PASS,Select Board: 117 == 117 x 1
Alford2024,2,contest_closes,PASS,Moderator: 117 == 117 x 1
Alford2024,2,contest_closes,PASS,Constable: 117 == 117 x 1
Alford2024,2,contest_closes,PASS,Library Trustee: 117 == 117 x 1
Alford2024,2,contest_closes,PASS,Finance Committee: 117 == 117 x 1
Alford2024,3,office_count_consistent,PASS,7 contests; median 6 in other years
Alford2025,0,document_self_identifies,PASS,...e Vote for 1 | ## TOWN HALL 5 ALFORD CENTER ROAD---VOTING HOURS 12...
Alford2025,0,carries_the_year,PASS,"...ion COMMONWEALTHOFMASSACHUSETTS May 20, 2025 --TOWN CLERK ## Town of Alford Official..."
Alford2025,0,document_supports_record,PASS,8/9 names and 1/9 figures located in raw_ocr+markdown
Alford2025,1,names_grounded,FAIL,8/9 names located in raw_ocr+markdown
Alford2025,1,figures_grounded,FAIL,1/9 figures located in raw_ocr+markdown
