stem,layer,check,verdict,evidence
Ayer2022,0,carries_the_year,PASS,"...on Results Annual Town Election May 10, 2022 Election Turnout Precinct 1 Precinct 2..."
Ayer2022,0,document_supports_record,PASS,8/17 names and 31/31 figures located in markdown+pdftext
Ayer2022,1,names_grounded,FAIL,8/17 names located in markdown+pdftext
Ayer2022,1,figures_grounded,PASS,31/31 figures located in markdown+pdftext
Ayer2022,2,ballots_derivable,PASS,13 of 13 contests agree on 397
Ayer2022,2,contest_closes,PASS,Select Board: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Commissioner of Trust Funds: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Constable: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Assessor: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Assessor: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Park Commissioner: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Park Commissioner: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Planning Board: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Board of Health: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Library Trustee: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Library Trustee: 397 == 397 x 1
Ayer2022,2,regional_exempt,NOTE,Regional School District Committee: spans several towns; ballot arithmetic does not apply
Ayer2022,2,contest_closes,PASS,Housing Authority: 397 == 397 x 1
Ayer2022,2,contest_closes,PASS,Moderator: 397 == 397 x 1
Ayer2022,3,office_count_consistent,PASS,14 contests; median 10 in other years
Ayer2023,0,document_self_identifies,PASS,...-b4cb-431b-90ee-10648f8df655) Ayer MA Logo <!-- image --> 1. [Ab...
Ayer2023,0,carries_the_year,PASS,...on-Voting-Town-Meeting-Information) 4. [2023 Elections](\184\2023Elections) 5. Elect...
Ayer2023,0,document_supports_record,PASS,10/10 names and 16/16 figures located in markdown
Ayer2023,1,names_grounded,PASS,10/10 names located in markdown
Ayer2023,1,figures_grounded,PASS,16/16 figures located in markdown
Ayer2023,2,ballots_derivable,PASS,4 of 4 contests agree on 354
Ayer2023,2,contest_closes,PASS,Select Board: 354 == 354 x 1
Ayer2023,2,contest_closes,PASS,Commissioner of Trust Funds: 354 == 354 x 1
Ayer2023,2,contest_closes,PASS,Constable: 354 == 354 x 1
Ayer2023,2,contest_closes,PASS,Assessor: 354 == 354 x 1
Ayer2023,2,contest_closes,PASS,Park Commissioner: 708 == 354 x 2
Ayer2023,2,contest_closes,PASS,Planning Board: 708 == 354 x 2
Ayer2023,3,office_count_consistent,PASS,7 contests; median 11 in other years
Ayer2024,0,document_self_identifies,PASS,...Town of Ayer Annual Town Election Official...
Ayer2024,0,carries_the_year,PASS,...lection Official Election Results 05/14/2024 ELECTION TURNOUT Precinct 1 Precinct 2...
Ayer2024,0,document_supports_record,PASS,47/47 names and 58/58 figures located in markdown+pdftext
Ayer2024,1,names_grounded,PASS,47/47 names located in markdown+pdftext
Ayer2024,1,figures_grounded,PASS,58/58 figures located in markdown+pdftext
Ayer2024,2,ballots_derivable,PASS,5 of 7 contests agree on 482
Ayer2024,2,contest_closes,PASS,Select Board: 482 == 482 x 1
Ayer2024,2,marks_exceed_ballots,FAIL,Commissioner of Trust Funds: 513 marks > 482 ballots x 1 seats = 482
Ayer2024,2,contest_closes,PASS,Constable: 482 == 482 x 1
Ayer2024,2,marks_exceed_ballots,FAIL,Assessor: 515 marks > 482 ballots x 1 seats = 482
Ayer2024,2,contest_closes,PASS,Park Commissioner: 964 == 482 x 2
Ayer2024,2,contest_closes,PASS,Planning Board: 964 == 482 x 2
Ayer2024,2,contest_closes,PASS,Board of Health: 482 == 482 x 1
Ayer2024,2,contest_closes,PASS,Library Trustee 3 Year Term: 482 == 482 x 1
Ayer2024,2,contest_closes,PASS,Library Trustee 1 Year Term: 482 == 482 x 1
Ayer2024,2,regional_exempt,NOTE,Regional School District Committee: spans several towns; ballot arithmetic does not apply
Ayer2024,3,office_count_consistent,PASS,10 contests; median 11 in other years
Ayer2025,0,document_self_identifies,PASS,...Town of Ayer Unofficial Election Results A...
Ayer2025,0,carries_the_year,PASS,"...on Results Annual Town Election May 13, 2025 ELECTION TURNOUT Precinct 1 Precinct 2..."
Ayer2025,0,document_supports_record,PASS,22/22 names and 29/29 figures located in markdown+pdftext
Ayer2025,1,names_grounded,PASS,22/22 names located in markdown+pdftext
Ayer2025,1,figures_grounded,PASS,29/29 figures located in markdown+pdftext
Ayer2025,2,ballots_derivable,PASS,10 of 10 contests agree on 203
Ayer2025,2,contest_closes,PASS,Select Board: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Commissioner of Trust Funds: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Constable: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Assessor: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Park Commissioner: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Planning Board: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Board of Health: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Library Trustee: 203 == 203 x 1
Ayer2025,2,regional_exempt,NOTE,Regional School District Committee: spans several towns; ballot arithmetic does not apply
Ayer2025,2,contest_closes,PASS,Housing Authority: 203 == 203 x 1
Ayer2025,2,contest_closes,PASS,Moderator: 203 == 203 x 1
Ayer2025,3,office_count_consistent,PASS,11 contests; median 10 in other years
Ayer2026,0,document_self_identifies,PASS,...Town of Ayer Official Election Results Ann...
Ayer2026,0,carries_the_year,PASS,"...on Results Annual Town Election May 12, 2026 [ELECTIONTURNOUT | Precinct 1_ | Precin..."
Ayer2026,0,document_supports_record,PASS,12/12 names and 22/22 figures located in raw_ocr+pdftext
Ayer2026,1,names_grounded,PASS,12/12 names located in raw_ocr+pdftext
Ayer2026,1,figures_grounded,PASS,22/22 figures located in raw_ocr+pdftext
Ayer2026,2,ballots_derivable,PASS,7 of 7 contests agree on 269
Ayer2026,2,contest_closes,PASS,Select Board: 269 == 269 x 1
Ayer2026,2,contest_closes,PASS,Commissioner of Trust Funds: 269 == 269 x 1
Ayer2026,2,contest_closes,PASS,Constable: 269 == 269 x 1
Ayer2026,2,contest_closes,PASS,Constable 1 Year: 269 == 269 x 1
Ayer2026,2,contest_closes,PASS,Assessor: 269 == 269 x 1
Ayer2026,2,contest_closes,PASS,Park Commissioner: 538 == 269 x 2
Ayer2026,2,contest_closes,PASS,Planning Board: 538 == 269 x 2
Ayer2026,2,contest_closes,PASS,Board of Health: 269 == 269 x 1
Ayer2026,2,contest_closes,PASS,Library Trustee 3 year: 269 == 269 x 1
Ayer2026,2,regional_exempt,NOTE,Regional School District Committee: spans several towns; ballot arithmetic does not apply
Ayer2026,3,office_count_consistent,PASS,10 contests; median 11 in other years
Barnstable2021,0,document_self_identifies,PASS,"...ry Report ## General Election BARNSTABLE ## November 02, 2021 Summary..."
Barnstable2021,0,carries_the_year,PASS,"...ral Election BARNSTABLE ## November 02, 2021 Summary for: All Contests, All District..."
Barnstable2021,0,document_supports_record,PASS,12/14 names and 19/23 figures located in markdown
Barnstable2021,1,names_grounded,FAIL,12/14 names located in markdown
Barnstable2021,1,figures_grounded,FAIL,19/23 figures located in markdown
Barnstable2021,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Barnstable2021,3,office_count_consistent,PASS,9 contests; median 12 in other years
Barnstable2023,0,document_self_identifies,PASS,...TOWN OF BARNSTABLE ELECTION RESULTS DATE 11/7/20...
Barnstable2023,0,carries_the_year,PASS,...F BARNSTABLE ELECTION RESULTS DATE 11/7/2023 Town Election PRECINCTS Member of the S...
Barnstable2023,0,document_supports_record,PASS,27/27 names and 44/44 figures located in markdown+pdftext
Barnstable2023,1,names_grounded,PASS,27/27 names located in markdown+pdftext
Barnstable2023,1,figures_grounded,PASS,44/44 figures located in markdown+pdftext
Barnstable2023,2,ballots_derivable,UNKNOWN,only 1 qualifying contest(s); cannot derive
Barnstable2023,3,office_count_consistent,PASS,15 contests; median 9 in other years
Barnstable2025,0,document_self_identifies,PASS,"...Official Results TOWN OF BARNSTABLE ELECTION RESULTS November 4,..."
Barnstable2025,0,carries_the_year,PASS,"...BARNSTABLE ELECTION RESULTS November 4, 2025 Town Election PRECINCTS Member of the S..."
Barnstable2025,0,document_supports_record,PASS,17/17 names and 34/34 figures located in markdown+pdftext
Barnstable2025,1,names_grounded,PASS,17/17 names located in markdown+pdftext
Barnstable2025,1,figures_grounded,PASS,34/34 figures located in markdown+pdftext
Barnstable2025,2,ballots_derivable,UNKNOWN,only 1 qualifying contest(s); cannot derive
Barnstable2025,3,office_count_consistent,PASS,9 contests; median 12 in other years
Barre2021,0,document_self_identifies,PASS,...: TOTAL REGISTERED VOTERS FOR BARRE: TOTAL ALL VOTES CAST PRECINC...
Barre2021,0,carries_the_year,PASS,"...2 - Paul Cranston (2) MONDAY, APRIL 5, 2021, ANNUAL TOWN ELECTION 464 % of Turnout..."
Barre2021,0,document_supports_record,PASS,24/24 names and 39/39 figures located in markdown+pdftext
Barre2021,1,names_grounded,PASS,24/24 names located in markdown+pdftext
Barre2021,1,figures_grounded,PASS,39/39 figures located in markdown+pdftext
Barre2021,2,ballots_derivable,PASS,10 of 10 contests agree on 464
Barre2021,2,contest_closes,PASS,MODERATOR (1) FOR A TERM OF One year: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,SELECTMAN (1) FOR A TERM OF Three years: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,BOARD OF ASSESSORS (1) FOR A TERM OF Three y: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,BOARD OF HEALTH (1) FOR A TERM OF Three year: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,WATER COMMISSIONER (1) FOR A TERM OF Three y: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,SEWER COMMISSIONER (1) FOR A TERM OF Three y: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,BARRE HOUSING AUTHORITY MEMBER (1) FOR A TER: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 464 == 464 x 1
Barre2021,2,contest_closes,PASS,LIBRARY TRUSTEES (2) FOR A TERM OF Three yea: 928 == 464 x 2
Barre2021,2,contest_closes,PASS,PLANNING BOARD ASSOCIATE MEMBER (1) FOR A TE: 464 == 464 x 1
Barre2021,2,contest_closes,PASS,PLANNING BOARD MEMBER (1) FOR A TERM OF Five: 464 == 464 x 1
Barre2021,2,regional_exempt,NOTE,QUABBIN REGIONAL SCHOOL COMMITTEE MEMBERS (2: spans several towns; ballot arithmetic does not apply
Barre2021,3,office_count_consistent,PASS,12 contests; median 14 in other years
Barre2022,0,document_self_identifies,PASS,...: TOTAL REGISTERED VOTERS FOR BARRE: TOTAL ALL VOTES CAST PRECINC...
Barre2022,0,carries_the_year,PASS,"...xson, 460 Worcester Rd MONDAY, APRIL 4, 2022, ANNUAL TOWN ELECTION 329 % of Turnout..."
Barre2022,0,document_supports_record,PASS,26/26 names and 54/54 figures located in markdown+pdftext
Barre2022,1,names_grounded,PASS,26/26 names located in markdown+pdftext
Barre2022,1,figures_grounded,PASS,54/54 figures located in markdown+pdftext
Barre2022,2,ballots_derivable,PASS,12 of 12 contests agree on 329
Barre2022,2,contest_closes,PASS,MODERATOR (1) FOR A TERM OF Three years: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,SELECTBOARD (1) FOR A TERM OF Three years: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,TOWN CLERK (1) FOR A TERM OF Three years: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,BOARD OF ASSESSORS (1) FOR A TERM OF Three y: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,BOARD OF HEALTH (1) FOR A TERM OF Three year: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,WATER COMMISSIONER (1) FOR A TERM OF Three y: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,SEWER COMMISSIONER (1) FOR A TERM OF Three y: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,BARRE HOUSING AUTHORITY MEMBER (1) FOR A TER: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,CONSTABLE (3) FOR A TERM OF Three years: 987 == 329 x 3
Barre2022,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 329 == 329 x 1
Barre2022,2,contest_closes,PASS,LIBRARY TRUSTEES (2) FOR A TERM OF Three yea: 658 == 329 x 2
Barre2022,2,contest_closes,PASS,LIBRARY TRUSTEES (1) FOR A TERM OF One year: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,PLANNING BOARD ASSOCIATE MEMBER (1) FOR A TE: 329 == 329 x 1
Barre2022,2,contest_closes,PASS,PLANNING BOARD MEMBER (1) FOR A TERM OF Five: 329 == 329 x 1
Barre2022,2,regional_exempt,NOTE,QUABBIN REGIONAL SCHOOL COMMITTEE MEMBERS (2: spans several towns; ballot arithmetic does not apply
Barre2022,3,office_count_consistent,PASS,15 contests; median 12 in other years
Barre2023,0,document_self_identifies,PASS,"...ALTH OF MASSACHUSETTS TOWN OF BARRE MONDAY, APRIL 3, 2023, ANNUAL..."
Barre2023,0,carries_the_year,PASS,"...CHUSETTS TOWN OF BARRE MONDAY, APRIL 3, 2023, ANNUAL TOWN ELECTION UN-OFFICIAL RESUL..."
Barre2023,0,document_supports_record,PASS,15/15 names and 35/35 figures located in raw_ocr+pdftext
Barre2023,1,names_grounded,PASS,15/15 names located in raw_ocr+pdftext
Barre2023,1,figures_grounded,PASS,35/35 figures located in raw_ocr+pdftext
Barre2023,2,ballots_derivable,PASS,9 of 9 contests agree on 412
Barre2023,2,contest_closes,PASS,SELECTBOARD (1) FOR A TERM OF Three years: 412 == 412 x 1
Barre2023,2,contest_closes,PASS,BOARD OF ASSESSOR (1) FOR A TERM OF Three ye: 412 == 412 x 1
Barre2023,2,contest_closes,PASS,BOARD OF ASSESSORS (1) FOR A TERM OF Two yea: 412 == 412 x 1
Barre2023,2,contest_closes,PASS,BOARD OF HEALTH (1) FOR A TERM OF Three year: 412 == 412 x 1
Barre2023,2,contest_closes,PASS,WATER COMMISSIONER (1) FOR A TERM OF Three y: 412 == 412 x 1
Barre2023,2,contest_closes,PASS,SEWER COMMISSIONER (1) FOR A TERM OF Three y: 412 == 412 x 1
Barre2023,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 412 == 412 x 1
Barre2023,2,contest_closes,PASS,LIBRARY TRUSTEES (2) FOR A TERM OF Three yea: 824 == 412 x 2
Barre2023,2,contest_closes,PASS,PLANNING BOARD ASSOCIATE MEMBER (1) FOR A TE: 412 == 412 x 1
Barre2023,2,contest_closes,PASS,PLANNING BOARD MEMBER (1) FOR A TERM OF Five: 412 == 412 x 1
Barre2023,2,regional_exempt,NOTE,QUABBIN REGIONAL SCHOOL COMMITTEE MEMBER (1): spans several towns; ballot arithmetic does not apply
Barre2023,3,office_count_consistent,PASS,11 contests; median 14 in other years
Barre2024,0,document_self_identifies,PASS,"...ALTH OF MASSACHUSETTS TOWN OF BARRE MONDAY, APRIL 1, 2024, ANNUAL..."
Barre2024,0,carries_the_year,PASS,"...CHUSETTS TOWN OF BARRE MONDAY, APRIL 1, 2024, ANNUAL TOWN ELECTION RESULTS Pursuant..."
Barre2024,0,document_supports_record,PASS,15/15 names and 39/39 figures located in raw_ocr+pdftext
Barre2024,1,names_grounded,PASS,15/15 names located in raw_ocr+pdftext
Barre2024,1,figures_grounded,PASS,39/39 figures located in raw_ocr+pdftext
Barre2024,2,ballots_derivable,PASS,10 of 10 contests agree on 908
Barre2024,2,contest_closes,PASS,SELECT BOARD (1) FOR A TERM OF Three years: 908 == 908 x 1
Barre2024,2,contest_closes,PASS,BOARD OF ASSESSOR (1) FOR A TERM OF Three ye: 908 == 908 x 1
Barre2024,2,contest_closes,PASS,BOARD OF HEALTH (1) FOR A TERM OF Three year: 908 == 908 x 1
Barre2024,2,contest_closes,PASS,WATER COMMISSIONER (1) FOR A TERM OF Three y: 908 == 908 x 1
Barre2024,2,contest_closes,PASS,SEWER COMMISSIONER (1) FOR A TERM OF Three y: 908 == 908 x 1
Barre2024,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 908 == 908 x 1
Barre2024,2,contest_closes,PASS,LIBRARY TRUSTEES (2) FOR A TERM OF Three yea: 1816 == 908 x 2
Barre2024,2,contest_closes,PASS,LIBRARY TRUSTEES (1) FOR A TERM OF Two years: 908 == 908 x 1
Barre2024,2,contest_closes,PASS,PLANNING BOARD MEMBER (1) FOR A TERM OF Five: 908 == 908 x 1
Barre2024,2,contest_closes,PASS,PLANNING BOARD MEMBER (1) FOR A TERM OF One : 908 == 908 x 1
Barre2024,2,contest_closes,PASS,ASSOCIATE PLANNING BOARD MEMBER (1) FOR A TE: 908 == 908 x 1
Barre2024,2,regional_exempt,NOTE,QUABBIN REGIONAL SCHOOL COMMITTEE MEMBER (2): spans several towns; ballot arithmetic does not apply
Barre2024,3,office_count_consistent,PASS,12 contests; median 14 in other years
Barre2025,0,document_self_identifies,PASS,"...ALTH OF MASSACHUSETTS TOWN OF BARRE MONDAY, APRIL 7, 2025, ANNUAL..."
Barre2025,0,carries_the_year,PASS,"...CHUSETTS TOWN OF BARRE MONDAY, APRIL 7, 2025, ANNUAL TOWN ELECTION UN-OFFICIAL RESUL..."
Barre2025,0,document_supports_record,PASS,22/22 names and 50/50 figures located in raw_ocr+pdftext
Barre2025,1,names_grounded,PASS,22/22 names located in raw_ocr+pdftext
Barre2025,1,figures_grounded,PASS,50/50 figures located in raw_ocr+pdftext
Barre2025,2,ballots_derivable,PASS,11 of 11 contests agree on 722
Barre2025,2,contest_closes,PASS,MODERATOR (1) FOR A TERM OF Three years: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,SELECTBOARD (1) FOR A TERM OF Three years: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,TOWN CLERK (1) FOR A TERM OF Three years: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,BOARD OF ASSESSORS (1) FOR A TERM OF Three y: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,BOARD OF HEALTH (1) FOR A TERM OF Three year: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,WATER COMMISSIONER (1) FOR A TERM OF Three y: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,SEWER COMMISSIONER (1) FOR A TERM OF Three y: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,BARRE HOUSING AUTHORITY MEMBER (1) FOR A TER: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,(3) CONSTABLES FOR A TERM OF Three years: 2166 == 722 x 3
Barre2025,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 722 == 722 x 1
Barre2025,2,contest_closes,PASS,(2) LIBRARY TRUSTEES FOR A TERM OF Three yea: 1444 == 722 x 2
Barre2025,2,contest_closes,PASS,(1) PLANNING BOARD ASSOCIATE MEMBER FOR A TE: 722 == 722 x 1
Barre2025,2,contest_closes,PASS,(1) PLANNING BOARD MEMBER FOR A TERM OF Five: 722 == 722 x 1
Barre2025,2,regional_exempt,NOTE,(2) QUABBIN REGIONAL SCHOOL COMMITTEE MEMBER: spans several towns; ballot arithmetic does not apply
Barre2025,3,office_count_consistent,PASS,14 contests; median 12 in other years
Barre2026,0,document_self_identifies,PASS,"...alth of Massachusetts Town of Barre Monday, April 6, 2026 Annual..."
Barre2026,0,carries_the_year,PASS,"...chusetts Town of Barre Monday, April 6, 2026 Annual Town Election Results Pursuant t..."
Barre2026,0,document_supports_record,PASS,45/45 names and 66/66 figures located in raw_ocr+pdftext
Barre2026,1,names_grounded,PASS,45/45 names located in raw_ocr+pdftext
Barre2026,1,figures_grounded,PASS,66/66 figures located in raw_ocr+pdftext
Barre2026,2,ballots_derivable,PASS,10 of 12 contests agree on 282
Barre2026,2,contest_closes,PASS,SELECT BOARD (1) FOR A TERM OF Three years: 282 == 282 x 1
Barre2026,2,tally_incomplete,NOTE,BOARD OF ASSESSOR (1) FOR A TERM OF Three ye: 278 of 282; 4 marks not tallied
Barre2026,2,contest_closes,PASS,BOARD OF HEALTH (1) FOR A TERM OF Three year: 282 == 282 x 1
Barre2026,2,contest_closes,PASS,WATER COMMISSIONER (1) FOR A TERM OF Three y: 282 == 282 x 1
Barre2026,2,contest_closes,PASS,SEWER COMMISSIONER (1) FOR A TERM OF Three y: 282 == 282 x 1
Barre2026,2,contest_closes,PASS,CONSTABLE (1) FOR A TERM OF Two years: 282 == 282 x 1
Barre2026,2,tally_incomplete,NOTE,BARRE HOUSING AUTHORITY MEMBER (1) FOR A TER: 279 of 282; 3 marks not tallied
Barre2026,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 282 == 282 x 1
Barre2026,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 282 == 282 x 1
Barre2026,2,contest_closes,PASS,FELTON FIELD COMMISSIONER (1) FOR A TERM OF : 282 == 282 x 1
Barre2026,2,contest_closes,PASS,LIBRARY TRUSTEES (2) FOR A TERM OF Three yea: 564 == 282 x 2
Barre2026,2,contest_closes,PASS,PLANNING BOARD MEMBER (1) FOR A TERM OF Five: 282 == 282 x 1
Barre2026,2,contest_closes,PASS,ASSOCIATE PLANNING BOARD MEMBER (1) FOR A TE: 282 == 282 x 1
Barre2026,2,regional_exempt,NOTE,QUABBIN REGIONAL SCHOOL COMMITTEE MEMBER (1): spans several towns; ballot arithmetic does not apply
Barre2026,3,office_count_consistent,PASS,14 contests; median 12 in other years
Becket2021,0,document_self_identifies,NOTE,document never prints 'Becket'; identity rests on the citation alone
Becket2021,0,carries_the_year,PASS,"...st Voting Annual Town Election, May 15, 2021 1691 102 6% Registered Voters/ % of Vot..."
Becket2021,0,document_supports_record,PASS,7/7 names and 15/15 figures located in raw_ocr+pdftext
Becket2021,1,names_grounded,PASS,7/7 names located in raw_ocr+pdftext
Becket2021,1,figures_grounded,PASS,15/15 figures located in raw_ocr+pdftext
Becket2021,2,ballots_derivable,PASS,2 of 2 contests agree on 102
Becket2021,2,contest_closes,PASS,Cemetery Commissioner: 102 == 102 x 1
Becket2021,2,contest_closes,PASS,"Member, Finance Committee: 204 == 102 x 2"
Becket2021,2,contest_closes,PASS,"Member, Planning Board: 102 == 102 x 1"
Becket2021,2,contest_closes,PASS,Constable: 204 == 102 x 2
Becket2021,3,office_count_consistent,PASS,4 contests; median 7 in other years
Becket2022,0,document_self_identifies,NOTE,document never prints 'Becket'; identity rests on the citation alone
Becket2022,0,carries_the_year,FAIL,"'2022' does not appear in markdown, in that spelling or as a date ending 22"
Becket2022,0,document_supports_record,PASS,17/17 names and 23/23 figures located in markdown
Becket2022,1,names_grounded,PASS,17/17 names located in markdown
Becket2022,1,figures_grounded,PASS,23/23 figures located in markdown
Becket2022,2,ballots_derivable,PASS,4 of 4 contests agree on 79
Becket2022,2,contest_closes,PASS,"For Member, Board of Selectmen (3-year term): 79 == 79 x 1"
Becket2022,2,contest_closes,PASS,"For Member, Board of Health (3-year term): 79 == 79 x 1"
Becket2022,2,contest_closes,PASS,For Cemetery Commissioner (3-year term): 79 == 79 x 1
Becket2022,2,contest_closes,PASS,"For Member, Finance Committee (3-year term): 158 == 79 x 2"
Becket2022,2,contest_closes,PASS,"For Member, Planning Board (5-year term): 79 == 79 x 1"
Becket2022,3,office_count_consistent,PASS,5 contests; median 7 in other years
Becket2023,0,document_self_identifies,PASS,"...tate Election was held in the Becket Town Hall, 557 Main Street, o..."
Becket2023,0,carries_the_year,PASS,"...own Hall, 557 Main Street, on May 20th, 2023. The polling hours were 10:00 a.m. to 7..."
Becket2023,0,document_supports_record,PASS,10/10 names and 20/20 figures located in markdown+pdftext
Becket2023,1,names_grounded,PASS,10/10 names located in markdown+pdftext
Becket2023,1,figures_grounded,PASS,20/20 figures located in markdown+pdftext
Becket2023,2,ballots_derivable,PASS,7 of 7 contests agree on 195
Becket2023,2,contest_closes,PASS,"Member, Select Board: 195 == 195 x 1"
Becket2023,2,contest_closes,PASS,"Member, Board of Health: 195 == 195 x 1"
Becket2023,2,contest_closes,PASS,Cemetery Commissioner: 195 == 195 x 1
Becket2023,2,contest_closes,PASS,"Member, Finance Committee: 195 == 195 x 1"
Becket2023,2,contest_closes,PASS,Moderator: 195 == 195 x 1
Becket2023,2,contest_closes,PASS,"Member, Planning Board: 195 == 195 x 1"
Becket2023,2,contest_closes,PASS,Town Clerk: 195 == 195 x 1
Becket2023,3,office_count_consistent,PASS,7 contests; median 5 in other years
Becket2024,0,document_self_identifies,PASS,"...he inhabitants of the Town of Becket, who are qualified to vote in..."
Becket2024,0,carries_the_year,PASS,"...in Street, Becket on Saturday, May 18th 2024 then and there to bring in their votes..."
Becket2024,0,document_supports_record,PASS,34/34 names and 34/34 figures located in markdown+pdftext
Becket2024,1,names_grounded,PASS,34/34 names located in markdown+pdftext
Becket2024,1,figures_grounded,PASS,34/34 figures located in markdown+pdftext
Becket2024,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Becket2024,3,office_count_consistent,PASS,8 contests; median 5 in other years
Becket2025,0,document_self_identifies,NOTE,document never prints 'Becket'; identity rests on the citation alone
Becket2025,0,carries_the_year,PASS,...ANNUAL TOWN ELECTION 05/17/25 Boad of Health Dr. Howard Lerner 185 Wr...
Becket2025,0,document_supports_record,PASS,8/8 names and 15/15 figures located in raw_ocr
Becket2025,1,names_grounded,PASS,8/8 names located in raw_ocr
Becket2025,1,figures_grounded,PASS,15/15 figures located in raw_ocr
Becket2025,2,ballots_derivable,PASS,4 of 4 contests agree on 233
Becket2025,2,contest_closes,PASS,Board of Health: 233 == 233 x 1
Becket2025,2,contest_closes,PASS,Finance Committee vote 2: 466 == 233 x 2
Becket2025,2,contest_closes,PASS,Select Board: 233 == 233 x 1
Becket2025,2,contest_closes,PASS,Cemetery Commission: 233 == 233 x 1
Becket2025,2,contest_closes,PASS,Planning Board: 233 == 233 x 1
Becket2025,3,office_count_consistent,PASS,5 contests; median 7 in other years
Becket2026,0,document_self_identifies,NOTE,document never prints 'Becket'; identity rests on the citation alone
Becket2026,0,carries_the_year,PASS,"...ET ne Ys bg ee . : Dp May 9, 2026 Annual Town Election Results pa = % é c..."
Becket2026,0,document_supports_record,PASS,9/9 names and 22/22 figures located in raw_ocr+pdftext
Becket2026,1,names_grounded,PASS,9/9 names located in raw_ocr+pdftext
Becket2026,1,figures_grounded,PASS,22/22 figures located in raw_ocr+pdftext
Becket2026,2,ballots_derivable,PASS,8 of 8 contests agree on 196
Becket2026,2,contest_closes,PASS,Board of Health: 196 == 196 x 1
Becket2026,2,contest_closes,PASS,Finance Committee: 196 == 196 x 1
Becket2026,2,contest_closes,PASS,Select Board: 196 == 196 x 1
Becket2026,2,contest_closes,PASS,Moderator: 196 == 196 x 1
Becket2026,2,contest_closes,PASS,Cemetery Commissioner: 196 == 196 x 1
Becket2026,2,contest_closes,PASS,Planning Board: 196 == 196 x 1
Becket2026,2,contest_closes,PASS,Planning Board: 196 == 196 x 1
Becket2026,2,contest_closes,PASS,Town Clerk: 196 == 196 x 1
Becket2026,3,office_count_consistent,PASS,8 contests; median 5 in other years
Bedford2021,0,document_held,FAIL,no document of any kind held
Bedford2021,1,grounded,UNKNOWN,no document text held
Bedford2021,2,ballots_derivable,UNKNOWN,only 0 qualifying contest(s); cannot derive
Bedford2021,3,office_count_consistent,PASS,6 contests; median 8 in other years
Bedford2022,0,document_self_identifies,PASS,"...results ANNUAL TOWN ELECTION BEDFORD, NEW HAMPSHIRE MARCH 8, 2022..."
