stem,bucket,priority,size,worst_verdict,layer,findings,summary,status,resolution
Norwell2025,ungrounded-names-1,1767.8,8736,FAIL,1,2,names_grounded: 3/21 names located in data/markdown/Norwell2025.md,open,
Hanson2022,ungrounded-names-1,1764.2,8142,FAIL,1,3,names_grounded: 59/72 names located in data/raw_ocr/Hanson2022.txt,open,
Salisbury2025,ungrounded-names-1,1763.8,7689,FAIL,1,3,names_grounded: 2/6 names located in data/raw_ocr/Salisbury2025.txt,open,
Salisbury2026,ungrounded-names-1,1763.8,7689,FAIL,1,3,names_grounded: 0/5 names located in data/raw_ocr/Salisbury2026.txt,open,
Dudley2021,ungrounded-names-1,1763.3,8115,FAIL,1,3,names_grounded: 28/31 names located in data/markdown/Dudley2021.md,open,
Groveland2024,ungrounded-names-1,1762.6,5576,FAIL,1,3,names_grounded: 3/18 names located in data/raw_ocr/Groveland2024.txt,open,
Groveland2025,ungrounded-names-1,1761.9,5562,FAIL,1,3,names_grounded: 4/17 names located in data/raw_ocr/Groveland2025.txt,open,
Groveland2026,ungrounded-names-1,1761.9,5562,FAIL,1,3,names_grounded: 0/19 names located in data/raw_ocr/Groveland2026.txt,open,
Lancaster2026,ungrounded-names-1,1755.5,5434,FAIL,1,3,names_grounded: 21/39 names located in data/raw_ocr/Lancaster2026.txt,open,
Blackstone2026,ungrounded-names-1,1742.2,7911,FAIL,1,2,names_grounded: 27/32 names located in data/raw_ocr/Blackstone2026.txt,open,
Plainville2026,ungrounded-names-1,1741.6,7464,FAIL,1,3,names_grounded: 3/16 names located in data/raw_ocr/Plainville2026.txt,open,
Mendon2024,ungrounded-names-1,1734.2,4783,FAIL,1,4,names_grounded: 6/9 names located in data/raw_ocr/Mendon2024.txt,open,
Middleton2026,ungrounded-names-1,1732.3,7200,FAIL,1,3,names_grounded: 9/13 names located in data/raw_ocr/Middleton2026.txt,open,
Westminster2026,ungrounded-names-1,1731.9,6804,FAIL,1,4,names_grounded: 4/16 names located in data/raw_ocr/Westminster2026.txt,open,
Southborough2026,ungrounded-names-1,1729.8,7538,FAIL,1,2,names_grounded: 11/14 names located in data/raw_ocr/Southborough2026.txt,open,
Pelham2025,ungrounded-names-2,1728.8,1043,FAIL,1,4,names_grounded: 8/35 names located in data/raw_ocr/Pelham2025.txt,open,
Adams2026,ungrounded-names-2,1728.2,6709,FAIL,1,3,names_grounded: 60/65 names located in data/raw_ocr/Adams2026.txt,open,
Plainville2025,ungrounded-names-2,1727.3,7464,FAIL,1,2,names_grounded: 11/12 names located in data/raw_ocr/Plainville2025.txt,open,
Mendon2025,ungrounded-names-2,1726.6,4887,FAIL,1,3,names_grounded: 1/14 names located in data/raw_ocr/Mendon2025.txt,open,
Freetown2021,ungrounded-names-2,1725.9,6651,FAIL,1,4,names_grounded: 14/27 names located in data/raw_ocr/Freetown2021.txt,open,
Plainville2021,ungrounded-names-2,1724.9,6998,FAIL,1,3,names_grounded: 16/17 names located in data/raw_ocr/Plainville2021.txt,open,
Montague2026,ungrounded-names-2,1718.5,7215,FAIL,1,2,names_grounded: 38/60 names located in data/raw_ocr/Montague2026.txt,open,
Newbury2025,ungrounded-names-2,1715.3,6054,FAIL,1,5,names_grounded: 11/12 names located in data/raw_ocr/Newbury2025.txt,open,
Templeton2024,ungrounded-names-2,1713.2,6335,FAIL,1,4,names_grounded: 13/20 names located in data/raw_ocr/Templeton2024.txt,open,
Blackstone2022,ungrounded-names-2,1709.9,6978,FAIL,1,2,names_grounded: 85/88 names located in data/raw_ocr/Blackstone2022.txt,open,
Ayer2025,ungrounded-names-2,1709.5,6594,FAIL,1,3,names_grounded: 21/22 names located in data/markdown/Ayer2025.md,open,
Newbury2024,ungrounded-names-2,1707.0,5865,FAIL,1,5,names_grounded: 14/15 names located in data/raw_ocr/Newbury2024.txt,open,
Upton2021,ungrounded-names-2,1704.8,6134,FAIL,1,4,names_grounded: 11/12 names located in data/raw_ocr/Upton2021.txt,open,
Blackstone2021,ungrounded-names-2,1703.4,6803,FAIL,1,2,names_grounded: 59/69 names located in data/raw_ocr/Blackstone2021.txt,open,
Boxford2021,ungrounded-names-2,1703.1,6431,FAIL,1,3,names_grounded: 29/36 names located in data/raw_ocr/Boxford2021.txt,open,
Hamilton2026,ungrounded-names-2,1702.5,5765,FAIL,1,5,names_grounded: 1/17 names located in data/raw_ocr/Hamilton2026.txt,open,
NorthBrookfield2025,impossible-arithmetic-1,1699.0,4010,FAIL,2,6,marks_exceed_ballots: Selectman for 2 years to fill a term: 760 marks > 759 ballots x 1 seats = 759,open,
Manchester2024,ungrounded-names-2,1696.5,4375,FAIL,1,3,names_grounded: 0/7 names located in data/raw_ocr/Manchester2024.txt,open,
Cohasset2024,ungrounded-names-2,1690.5,6469,FAIL,1,2,names_grounded: 2/14 names located in data/raw_ocr/Cohasset2024.txt,open,
Needham2022,ungrounded-figures-1,1690.2,23910,FAIL,1,2,figures_grounded: 327/329 figures located in data/markdown/Needham2022.md,open,
Boxford2022,ungrounded-names-2,1690.1,6458,FAIL,1,2,names_grounded: 12/15 names located in data/raw_ocr/Boxford2022.txt,open,
Bourne2026,ungrounded-figures-1,1689.4,16418,FAIL,1,7,figures_grounded: 94/95 figures located in data/markdown/Bourne2026.md,open,
Ashburnham2026,ungrounded-names-2,1688.8,4936,FAIL,1,7,names_grounded: 0/15 names located in data/raw_ocr/Ashburnham2026.txt,open,
Cohasset2025,ungrounded-names-2,1686.6,6372,FAIL,1,2,names_grounded: 0/21 names located in data/raw_ocr/Cohasset2025.txt,open,
Cohasset2026,ungrounded-names-2,1686.6,6372,FAIL,1,2,names_grounded: 1/25 names located in data/raw_ocr/Cohasset2026.txt,open,
Rockport2026,ungrounded-names-2,1681.5,6247,FAIL,1,2,names_grounded: 3/11 names located in data/raw_ocr/Rockport2026.txt,open,
Templeton2022,ungrounded-names-2,1676.0,5792,FAIL,1,3,names_grounded: 11/12 names located in data/raw_ocr/Templeton2022.txt,open,
Williamsburg2025,ungrounded-figures-1,1672.1,2165,FAIL,1,5,figures_grounded: 21/40 figures located in data/raw_ocr/Williamsburg2025.txt,open,
Williamsburg2022,ungrounded-figures-1,1671.7,2078,FAIL,1,6,figures_grounded: 47/56 figures located in data/raw_ocr/Williamsburg2022.txt,open,
Stow2026,ungrounded-names-2,1670.9,5678,FAIL,1,3,names_grounded: 9/13 names located in data/raw_ocr/Stow2026.txt,open,
Carlisle2022,ungrounded-names-2,1670.8,3980,FAIL,1,3,names_grounded: 12/15 names located in data/markdown/Carlisle2022.md,open,
Mattapoisett2025,ungrounded-names-2,1669.6,5962,FAIL,1,2,names_grounded: 18/19 names located in data/raw_ocr/Mattapoisett2025.txt,open,
Taunton2025,ungrounded-figures-1,1668.6,42300,FAIL,1,3,figures_grounded: 12/76 figures located in data/raw_ocr/Taunton2025.txt,open,
Newbury2022,ungrounded-names-2,1668.5,5625,FAIL,1,3,names_grounded: 2/12 names located in data/raw_ocr/Newbury2022.txt,open,
Orleans2022,ungrounded-names-2,1667.2,5597,FAIL,1,3,names_grounded: 0/10 names located in data/raw_ocr/Orleans2022.txt,open,
Orleans2023,ungrounded-names-2,1667.2,5598,FAIL,1,3,names_grounded: 13/19 names located in data/raw_ocr/Orleans2023.txt,open,
Rowley2024,ungrounded-names-2,1665.7,5010,FAIL,1,5,names_grounded: 17/19 names located in data/raw_ocr/Rowley2024.txt,open,
Weymouth2023,ungrounded-figures-1,1664.3,41405,FAIL,1,3,figures_grounded: 0/5 figures located in data/markdown/Weymouth2023.md,open,
Taunton2023,ungrounded-figures-1,1662.0,40921,FAIL,1,3,figures_grounded: 7/59 figures located in data/markdown/Taunton2023.md,open,
Topsfield2025,ungrounded-names-2,1661.2,5188,FAIL,1,4,names_grounded: 1/14 names located in data/raw_ocr/Topsfield2025.txt,open,
Topsfield2026,ungrounded-names-2,1661.2,5188,FAIL,1,3,names_grounded: 2/16 names located in data/raw_ocr/Topsfield2026.txt,open,
WestNewbury2026,ungrounded-names-2,1657.2,3785,FAIL,1,3,names_grounded: 0/17 names located in data/raw_ocr/WestNewbury2026.txt,open,
Orleans2026,ungrounded-names-2,1656.8,5673,FAIL,1,2,names_grounded: 4/14 names located in data/raw_ocr/Orleans2026.txt,open,
Mendon2026,ungrounded-names-2,1645.7,4887,FAIL,1,3,names_grounded: 4/13 names located in data/raw_ocr/Mendon2026.txt,open,
Topsfield2021,ungrounded-names-2,1644.2,5120,FAIL,1,3,names_grounded: 0/14 names located in data/raw_ocr/Topsfield2021.txt,open,
Harvard2026,ungrounded-names-2,1639.7,4776,FAIL,1,3,names_grounded: 1/8 names located in data/raw_ocr/Harvard2026.txt,open,
Avon2026,ungrounded-names-2,1639.6,3546,FAIL,1,3,names_grounded: 0/13 names located in data/raw_ocr/Avon2026.txt,open,
Rowley2025,ungrounded-names-2,1638.0,4998,FAIL,1,3,names_grounded: 15/16 names located in data/raw_ocr/Rowley2025.txt,open,
Lancaster2022,ungrounded-names-2,1637.8,5266,FAIL,1,2,names_grounded: 1/11 names located in data/raw_ocr/Lancaster2022.txt,open,
GreatBarrington2026,ungrounded-names-2,1637.0,5250,FAIL,1,2,names_grounded: 11/12 names located in data/raw_ocr/GreatBarrington2026.txt,open,
Royalston2021,ungrounded-names-2,1633.7,1002,FAIL,1,3,names_grounded: 8/21 names located in data/raw_ocr/Royalston2021.txt,open,
Eastham2026,ungrounded-names-2,1629.2,4830,FAIL,1,3,names_grounded: 0/12 names located in data/raw_ocr/Eastham2026.txt,open,
Barre2026,ungrounded-names-2,1624.1,4273,FAIL,1,5,names_grounded: 36/45 names located in data/raw_ocr/Barre2026.txt,open,
Lee2025,ungrounded-names-2,1613.3,4784,FAIL,1,2,names_grounded: 8/10 names located in data/markdown/Lee2025.md,open,
Billerica2026,ungrounded-figures-1,1612.5,31927,FAIL,1,3,figures_grounded: 0/9 figures located in data/markdown/Billerica2026.md,open,
Bolton2026,ungrounded-names-2,1611.1,4502,FAIL,1,3,names_grounded: 4/12 names located in data/raw_ocr/Bolton2026.txt,open,
Deerfield2024,ungrounded-names-2,1609.5,4041,FAIL,1,5,names_grounded: 14/15 names located in data/raw_ocr/Deerfield2024.txt,open,
Dover2022,ungrounded-names-2,1607.6,4442,FAIL,1,3,names_grounded: 20/21 names located in data/raw_ocr/Dover2022.txt,open,
Hopedale2026,ungrounded-names-2,1606.2,4653,FAIL,1,2,names_grounded: 7/14 names located in data/raw_ocr/Hopedale2026.txt,open,
Dover2024,ungrounded-names-2,1606.0,4414,FAIL,1,3,names_grounded: 17/18 names located in data/raw_ocr/Dover2024.txt,open,
Leominster2023,ungrounded-figures-1,1605.1,30750,FAIL,1,3,figures_grounded: 8/17 figures located in data/markdown/Leominster2023.md,open,
Mendon2022,ungrounded-names-2,1601.1,4561,FAIL,1,2,names_grounded: 1/14 names located in data/raw_ocr/Mendon2022.txt,open,
Mendon2023,ungrounded-names-2,1601.1,4561,FAIL,1,2,names_grounded: 1/16 names located in data/raw_ocr/Mendon2023.txt,open,
Wenham2026,ungrounded-names-2,1598.0,3040,FAIL,1,3,names_grounded: 6/13 names located in data/raw_ocr/Wenham2026.txt,open,
Norton2021,ungrounded-figures-1,1588.7,13893,FAIL,1,3,figures_grounded: 22/23 figures located in data/markdown/Norton2021.md,open,
Hampden2024,ungrounded-names-2,1585.6,4292,FAIL,1,2,names_grounded: 9/13 names located in data/raw_ocr/Hampden2024.txt,open,
Hampden2026,ungrounded-names-2,1579.2,4185,FAIL,1,2,names_grounded: 6/12 names located in data/raw_ocr/Hampden2026.txt,open,
Hubbardston2026,ungrounded-names-2,1578.4,3768,FAIL,1,4,names_grounded: 0/14 names located in data/raw_ocr/Hubbardston2026.txt,open,
NorthBrookfield2023,ungrounded-names-2,1578.0,3762,FAIL,1,3,names_grounded: 9/17 names located in data/raw_ocr/NorthBrookfield2023.txt,open,
Boylston2025,ungrounded-names-2,1576.5,4142,FAIL,1,2,names_grounded: 9/10 names located in data/raw_ocr/Boylston2025.txt,open,
Norton2022,ungrounded-figures-1,1573.3,13915,FAIL,1,2,figures_grounded: 32/34 figures located in data/markdown/Norton2022.md,open,
Hawley2024,undated-1,1571.9,260,FAIL,0,2,carries_the_year: '2024' does not appear in data/markdown/Hawley2024.md,open,
NorthBrookfield2021,ungrounded-names-2,1566.7,3601,FAIL,1,3,names_grounded: 14/30 names located in data/raw_ocr/NorthBrookfield2021.txt,open,
Hubbardston2025,ungrounded-names-2,1565.4,3768,FAIL,1,3,names_grounded: 9/17 names located in data/raw_ocr/Hubbardston2025.txt,open,
Wendell2026,ungrounded-names-2,1563.7,776,FAIL,1,4,names_grounded: 19/31 names located in data/raw_ocr/Wendell2026.txt,open,
Bellingham2022,ungrounded-figures-1,1562.3,12309,FAIL,1,3,figures_grounded: 23/27 figures located in data/markdown/Bellingham2022.md,open,
Tisbury2026,ungrounded-names-2,1554.4,3796,FAIL,1,2,names_grounded: 5/24 names located in data/raw_ocr/Tisbury2026.txt,open,
Hubbardston2022,ungrounded-names-2,1552.6,3409,FAIL,1,4,names_grounded: 8/13 names located in data/raw_ocr/Hubbardston2022.txt,open,
Wakefield2021,impossible-arithmetic-1,1549.7,19730,FAIL,2,9,marks_exceed_ballots: TOWN COUNCIL: 11051 marks > 5507 ballots x 2 seats = 11014,open,
Ashland2021,ungrounded-figures-1,1547.3,12334,FAIL,1,2,figures_grounded: 29/30 figures located in data/markdown/Ashland2021.md,open,
Paxton2025,ungrounded-names-2,1546.9,3686,FAIL,1,2,names_grounded: 1/18 names located in data/raw_ocr/Paxton2025.txt,open,
Sherborn2026,ungrounded-names-2,1532.9,3317,FAIL,1,3,names_grounded: 0/18 names located in data/raw_ocr/Sherborn2026.txt,open,
Princeton2024,ungrounded-names-2,1516.8,3115,FAIL,1,3,names_grounded: 0/11 names located in data/raw_ocr/Princeton2024.txt,open,
Wellfleet2023,ungrounded-names-2,1514.8,3090,FAIL,1,3,names_grounded: 3/11 names located in data/raw_ocr/Wellfleet2023.txt,open,
Granville2024,ungrounded-figures-1,1514.4,1258,FAIL,1,5,figures_grounded: 17/25 figures located in data/raw_ocr/Granville2024.txt,open,
Wayland2023,ungrounded-figures-1,1510.0,10372,FAIL,1,2,figures_grounded: 27/49 figures located in data/markdown/Wayland2023.md,open,
Essex2026,ungrounded-names-2,1504.9,2972,FAIL,1,3,names_grounded: 10/11 names located in data/raw_ocr/Essex2026.txt,open,
Wellfleet2022,ungrounded-names-2,1499.3,3054,FAIL,1,2,names_grounded: 0/10 names located in data/raw_ocr/Wellfleet2022.txt,open,
Princeton2022,ungrounded-names-2,1499.0,3050,FAIL,1,2,names_grounded: 7/8 names located in data/raw_ocr/Princeton2022.txt,open,
Berlin2025,ungrounded-names-2,1496.7,3022,FAIL,1,2,names_grounded: 7/10 names located in data/raw_ocr/Berlin2025.txt,open,
Berlin2026,ungrounded-names-2,1496.7,3022,FAIL,1,2,names_grounded: 7/11 names located in data/raw_ocr/Berlin2026.txt,open,
Brookfield2024,ungrounded-names-2,1496.2,2736,FAIL,1,3,names_grounded: 8/13 names located in data/raw_ocr/Brookfield2024.txt,open,
Ashby2023,ungrounded-names-2,1495.8,2486,FAIL,1,6,names_grounded: 25/28 names located in data/raw_ocr/Ashby2023.txt,open,
Brookfield2026,ungrounded-names-2,1490.0,2803,FAIL,1,3,names_grounded: 9/13 names located in data/raw_ocr/Brookfield2026.txt,open,
Millville2021,ungrounded-names-2,1489.3,2315,FAIL,1,7,names_grounded: 0/34 names located in data/raw_ocr/Millville2021.txt,open,
Wrentham2021,ungrounded-figures-1,1488.8,9398,FAIL,1,2,figures_grounded: 19/33 figures located in data/markdown/Wrentham2021.md,open,
Brimfield2021,ungrounded-names-2,1484.4,2878,FAIL,1,2,names_grounded: 22/26 names located in data/raw_ocr/Brimfield2021.txt,open,
Plympton2025,ungrounded-names-2,1477.1,2539,FAIL,1,3,names_grounded: 2/15 names located in data/markdown/Plympton2025.md,open,
WestTisbury2023,impossible-arithmetic-1,1471.2,2731,FAIL,2,3,marks_exceed_ballots: Board of Assessors: 369 marks > 368 ballots x 1 seats = 368,open,
Millville2022,ungrounded-names-2,1470.1,2357,FAIL,1,5,names_grounded: 10/17 names located in data/raw_ocr/Millville2022.txt,open,
Ashby2022,ungrounded-names-2,1469.6,2586,FAIL,1,3,names_grounded: 15/17 names located in data/raw_ocr/Ashby2022.txt,open,
Weston2025,ungrounded-figures-1,1466.5,8471,FAIL,1,2,figures_grounded: 31/33 figures located in data/markdown/Weston2025.md,open,
Ludlow2022,ungrounded-figures-1,1460.3,14845,FAIL,1,3,figures_grounded: 10/22 figures located in data/markdown/Ludlow2022.md,open,
Southbridge2026,ungrounded-figures-1,1458.8,14738,FAIL,1,3,figures_grounded: 3/6 figures located in data/markdown/Southbridge2026.md,open,
Holland2025,ungrounded-names-2,1458.7,2362,FAIL,1,3,names_grounded: 7/19 names located in data/markdown/Holland2025.md,open,
Ashby2021,ungrounded-names-2,1453.8,2548,FAIL,1,2,names_grounded: 14/17 names located in data/raw_ocr/Ashby2021.txt,open,
Holland2024,ungrounded-names-2,1452.5,2305,FAIL,1,3,names_grounded: 23/31 names located in data/raw_ocr/Holland2024.txt,open,
Holland2023,ungrounded-names-2,1437.4,2172,FAIL,1,3,names_grounded: 11/14 names located in data/markdown/Holland2023.md,open,
Greenfield2023,ungrounded-figures-1,1434.8,13054,FAIL,1,3,figures_grounded: 0/2 figures located in data/markdown/Greenfield2023.md,open,
Holland2021,ungrounded-names-2,1431.9,2125,FAIL,1,3,names_grounded: 12/24 names located in data/raw_ocr/Holland2021.txt,open,
Rockland2023,ungrounded-figures-1,1428.6,12657,FAIL,1,3,figures_grounded: 13/14 figures located in data/markdown/Rockland2023.md,open,
Truro2026,ungrounded-names-2,1428.5,2303,FAIL,1,2,names_grounded: 10/14 names located in data/raw_ocr/Truro2026.txt,open,
Springfield2023,ungrounded-figures-1,1422.3,115669,FAIL,1,3,figures_grounded: 13/32 figures located in data/markdown/Springfield2023.md,open,
Ipswich2024,ungrounded-figures-1,1421.6,12215,FAIL,1,3,figures_grounded: 0/2 figures located in data/markdown/Ipswich2024.md,open,
Northborough2026,ungrounded-figures-1,1419.8,12107,FAIL,1,3,figures_grounded: 4/6 figures located in data/markdown/Northborough2026.md,open,
Swampscott2021,ungrounded-figures-1,1415.1,11820,FAIL,1,3,figures_grounded: 4/8 figures located in data/markdown/Swampscott2021.md,open,
Boxford2023,ungrounded-figures-1,1409.6,6496,FAIL,1,2,figures_grounded: 3/18 figures located in data/raw_ocr/Boxford2023.txt,open,
Pittsfield2023,impossible-arithmetic-1,1395.7,30743,FAIL,2,2,marks_exceed_ballots: COUNCIL AT-LARGE: 38386 marks > 9595 ballots x 4 seats = 38380,open,
Hardwick2022,ungrounded-names-2,1385.3,1936,FAIL,1,2,names_grounded: 11/12 names located in data/raw_ocr/Hardwick2022.txt,open,
Russell2022,ungrounded-names-2,1381.8,1288,FAIL,1,4,names_grounded: 13/15 names located in data/raw_ocr/Russell2022.txt,open,
NewMarlborough2024,ungrounded-names-2,1380.9,1232,FAIL,1,4,names_grounded: 11/14 names located in data/raw_ocr/NewMarlborough2024.txt,open,
NewMarlborough2023,ungrounded-names-2,1379.9,1227,FAIL,1,4,names_grounded: 11/16 names located in data/raw_ocr/NewMarlborough2023.txt,open,
Groveland2021,ungrounded-figures-1,1372.9,5469,FAIL,1,2,figures_grounded: 58/62 figures located in data/raw_ocr/Groveland2021.txt,open,
NewMarlborough2025,ungrounded-names-2,1366.9,1267,FAIL,1,3,names_grounded: 1/10 names located in data/raw_ocr/NewMarlborough2025.txt,open,
Otis2022,ungrounded-names-2,1364.9,1257,FAIL,1,3,names_grounded: 10/21 names located in data/raw_ocr/Otis2022.txt,open,
Stockbridge2024,ungrounded-names-2,1363.3,1692,FAIL,1,3,names_grounded: 2/10 names located in data/raw_ocr/Stockbridge2024.txt,open,
Granby2025,ungrounded-figures-1,1357.5,5087,FAIL,1,2,figures_grounded: 50/51 figures located in data/raw_ocr/Granby2025.txt,open,
Hull2022,ungrounded-figures-1,1356.1,8772,FAIL,1,3,figures_grounded: 8/9 figures located in data/markdown/Hull2022.md,open,
Norwell2026,ungrounded-figures-1,1355.3,8736,FAIL,1,3,figures_grounded: 2/3 figures located in data/markdown/Norwell2026.md,open,
Holbrook2022,impossible-arithmetic-1,1353.0,8023,FAIL,2,5,marks_exceed_ballots: BOARD OF HEALTH 1 YR (1): 1029 marks > 995 ballots x 1 seats = 995,open,
Dalton2021,ungrounded-figures-1,1352.0,4655,FAIL,1,3,figures_grounded: 21/27 figures located in data/markdown/Dalton2021.md,open,
Chilmark2026,ungrounded-names-2,1351.9,1195,FAIL,1,3,names_grounded: 42/136 names located in data/raw_ocr/Chilmark2026.txt,open,
Wales2026,ungrounded-names-2,1351.4,1542,FAIL,1,3,names_grounded: 3/9 names located in data/raw_ocr/Wales2026.txt,open,
Princeton2021,ungrounded-figures-1,1342.0,2956,FAIL,1,3,figures_grounded: 30/47 figures located in data/raw_ocr/Princeton2021.txt,open,
Pelham2024,ungrounded-names-2,1341.9,1060,FAIL,1,4,names_grounded: 9/40 names located in data/raw_ocr/Pelham2024.txt,open,
Quincy2023,ungrounded-figures-1,1332.7,64136,FAIL,1,3,figures_grounded: 16/38 figures located in data/markdown/Quincy2023.md,open,
Wales2022,ungrounded-names-2,1331.4,1423,FAIL,1,3,names_grounded: 11/12 names located in data/markdown/Wales2022.md,open,
Wales2025,ungrounded-names-2,1329.2,1542,FAIL,1,2,names_grounded: 2/12 names located in data/raw_ocr/Wales2025.txt,open,
Wales2023,ungrounded-names-2,1328.5,1406,FAIL,1,3,names_grounded: 4/10 names located in data/raw_ocr/Wales2023.txt,open,
Boylston2023,ungrounded-figures-1,1326.7,4137,FAIL,1,3,figures_grounded: 31/32 figures located in data/raw_ocr/Boylston2023.txt,open,
Blandford2024,ungrounded-names-2,1326.4,998,FAIL,1,4,names_grounded: 13/14 names located in data/raw_ocr/Blandford2024.txt,open,
Granville2025,ungrounded-names-2,1325.7,1275,FAIL,1,6,names_grounded: 9/12 names located in data/raw_ocr/Granville2025.txt,open,
Littleton2023,ungrounded-figures-1,1325.3,7503,FAIL,1,3,figures_grounded: 1/3 figures located in data/markdown/Littleton2023.md,open,
Wales2021,ungrounded-names-2,1323.3,1377,FAIL,1,3,names_grounded: 2/17 names located in data/raw_ocr/Wales2021.txt,open,
Dedham2021,impossible-arithmetic-1,1321.1,19985,FAIL,2,2,marks_exceed_ballots: SCHOOL COMMITTEE: 12619 marks > 4173 ballots x 3 seats = 12519,open,
Shutesbury2021,ungrounded-names-2,1320.7,1489,FAIL,1,2,names_grounded: 13/14 names located in data/raw_ocr/Shutesbury2021.txt,open,
Belmont2023,impossible-arithmetic-1,1315.9,17643,FAIL,2,3,"marks_exceed_ballots: BD OF CEMETERY COMMISSIONERS, 3 YEARS: 6466 marks > 6459 ballots x 1 seats = 6459",open,
Richmond2025,ungrounded-names-2,1313.6,1324,FAIL,1,3,names_grounded: 8/17 names located in data/markdown/Richmond2025.md,open,
Whately2024,ungrounded-names-2,1304.9,1278,FAIL,1,3,names_grounded: 13/15 names located in data/raw_ocr/Whately2024.txt,open,
Granville2022,ungrounded-names-2,1299.3,1196,FAIL,1,5,names_grounded: 6/9 names located in data/raw_ocr/Granville2022.txt,open,
Winchester2024,impossible-arithmetic-1,1291.1,16799,FAIL,2,2,marks_exceed_ballots: PLANNING BOARD: 6804 marks > 3109 ballots x 2 seats = 6218,open,
Otis2023,ungrounded-names-2,1284.1,1281,FAIL,1,2,names_grounded: 8/17 names located in data/raw_ocr/Otis2023.txt,open,
Erving2024,ungrounded-names-2,1283.9,1280,FAIL,1,2,names_grounded: 0/16 names located in data/raw_ocr/Erving2024.txt,open,
Granville2023,ungrounded-names-2,1283.9,1225,FAIL,1,3,names_grounded: 12/22 names located in data/raw_ocr/Granville2023.txt,open,
Paxton2023,ungrounded-figures-1,1280.8,3544,FAIL,1,2,figures_grounded: 37/38 figures located in data/markdown/Paxton2023.md,open,
Otis2021,ungrounded-names-2,1271.0,1213,FAIL,1,2,names_grounded: 4/13 names located in data/raw_ocr/Otis2021.txt,open,
Mattapoisett2021,ungrounded-figures-1,1266.9,5577,FAIL,1,3,figures_grounded: 4/8 figures located in data/markdown/Mattapoisett2021.md,open,
Webster2022,impossible-arithmetic-1,1256.2,12541,FAIL,2,3,marks_exceed_ballots: BOARD OF HEALTH: 722 marks > 704 ballots x 1 seats = 704,open,
Blandford2025,ungrounded-names-2,1248.1,1012,FAIL,1,3,names_grounded: 6/8 names located in data/markdown/Blandford2025.md,open,
Dalton2024,ungrounded-figures-1,1247.0,5039,FAIL,1,3,figures_grounded: 5/6 figures located in data/markdown/Dalton2024.md,open,
Peru2025,ungrounded-names-2,1232.4,687,FAIL,1,4,names_grounded: 5/6 names located in data/raw_ocr/Peru2025.txt,open,
Brookfield2022,ungrounded-figures-1,1224.9,2564,FAIL,1,3,figures_grounded: 40/43 figures located in data/raw_ocr/Brookfield2022.txt,open,
Peru2026,ungrounded-names-2,1213.4,687,FAIL,1,3,names_grounded: 18/24 names located in data/raw_ocr/Peru2026.txt,open,
Braintree2025,ungrounded-figures-1,1210.8,28707,FAIL,1,3,figures_grounded: 21/48 figures located in data/markdown/Braintree2025.md,open,
Peru2021,ungrounded-names-2,1209.9,677,FAIL,1,3,names_grounded: 26/28 names located in data/raw_ocr/Peru2021.txt,open,
Braintree2021,ungrounded-figures-1,1205.7,27746,FAIL,1,3,figures_grounded: 28/51 figures located in data/markdown/Braintree2021.md,open,
Lowell2023,ungrounded-figures-1,1200.6,74534,FAIL,1,2,figures_grounded: 41/55 figures located in data/markdown/Lowell2023.md,open,
Monterey2025,ungrounded-names-2,1200.5,829,FAIL,1,3,names_grounded: 11/19 names located in data/raw_ocr/Monterey2025.txt,open,
Pepperell2022,impossible-arithmetic-1,1197.2,8935,FAIL,2,3,marks_exceed_ballots: Select Board: 1590 marks > 1163 ballots x 1 seats = 1163,open,
Lenox2024,ungrounded-figures-1,1196.2,3885,FAIL,1,3,figures_grounded: 7/8 figures located in data/markdown/Lenox2024.md,open,
Arlington2024,ungrounded-figures-1,1194.4,32471,FAIL,1,2,figures_grounded: 144/154 figures located in data/raw_ocr/Arlington2024.txt,open,
Cambridge2021,ungrounded-figures-1,1189.0,68361,FAIL,1,2,figures_grounded: 34/37 figures located in data/markdown/Cambridge2021.md,open,
Quincy2025,ungrounded-figures-1,1188.0,67869,FAIL,1,2,figures_grounded: 7/31 figures located in data/raw_ocr/Quincy2025.txt,open,
Tisbury2023,ungrounded-figures-1,1186.9,3704,FAIL,1,3,figures_grounded: 3/4 figures located in data/markdown/Tisbury2023.md,open,
Norwell2022,impossible-arithmetic-1,1185.5,8358,FAIL,2,3,marks_exceed_ballots: BOARD OF ASSESSORS-Three Years-Vote for One: 434 marks > 363 ballots x 1 seats = 363,open,
NewBedford2023,ungrounded-figures-1,1185.1,66417,FAIL,1,2,figures_grounded: 5/24 figures located in data/markdown/NewBedford2023.md,open,
Randolph2023,ungrounded-figures-1,1182.8,23850,FAIL,1,3,figures_grounded: 37/39 figures located in data/markdown/Randolph2023.md,open,
NorthAttleborough2024,ungrounded-figures-1,1179.8,23386,FAIL,1,3,figures_grounded: 22/23 figures located in data/markdown/NorthAttleborough2024.md,open,
Newton2021,ungrounded-figures-1,1174.6,61414,FAIL,1,2,figures_grounded: 3/44 figures located in data/markdown/Newton2021.md,open,
Amesbury2025,ungrounded-figures-1,1170.4,14466,FAIL,1,8,figures_grounded: 10/39 figures located in data/markdown/Amesbury2025.md,open,
FallRiver2023,ungrounded-figures-1,1167.8,58376,FAIL,1,2,figures_grounded: 0/30 figures located in data/markdown/FallRiver2023.md,open,
