stem,bucket,priority,size,worst_verdict,layer,findings,summary,status,resolution
Templeton2026,ungrounded-figures-2,900.9,6434,FAIL,1,5,figures_grounded: 54/58 figures located in data/raw_ocr/Templeton2026.txt,open,
Sturbridge2026,ungrounded-figures-2,899.0,7844,FAIL,1,2,figures_grounded: 4/14 figures located in data/markdown/Sturbridge2026.md,open,
Hanson2025,ungrounded-names-2,898.7,8741,FAIL,1,2,names_grounded: 78/80 names located in data/raw_ocr/Hanson2025.txt,open,
Groton2023,ungrounded-figures-2,898.3,8715,FAIL,1,2,figures_grounded: 44/46 figures located in data/markdown/Groton2023.md,open,
Dudley2023,ungrounded-figures-2,897.2,8645,FAIL,1,2,figures_grounded: 32/44 figures located in data/markdown/Dudley2023.md,open,
Weston2024,ungrounded-figures-2,896.8,8616,FAIL,1,2,figures_grounded: 12/37 figures located in data/markdown/Weston2024.md,open,
Southborough2024,ungrounded-figures-2,894.9,7607,FAIL,1,3,figures_grounded: 39/43 figures located in data/markdown/Southborough2024.md,open,
Southborough2025,ungrounded-figures-2,893.7,7538,FAIL,1,3,figures_grounded: 27/43 figures located in data/markdown/Southborough2025.md,open,
Lunenburg2024,ungrounded-figures-2,893.3,9397,FAIL,1,1,figures_grounded: 49/50 figures located in data/markdown/Lunenburg2024.md,open,
Southborough2023,ungrounded-figures-2,892.1,7444,FAIL,1,2,figures_grounded: 3/14 figures located in data/markdown/Southborough2023.md,open,
Carlisle2021,ungrounded-figures-2,888.7,4011,FAIL,1,2,figures_grounded: 23/25 figures located in data/markdown/Carlisle2021.md,open,
Dudley2024,ungrounded-figures-2,888.7,9069,FAIL,1,1,figures_grounded: 30/35 figures located in data/markdown/Dudley2024.md,open,
Freetown2024,ungrounded-names-2,888.7,7260,FAIL,1,3,names_grounded: 23/24 names located in data/markdown/Freetown2024.md,open,
Southwick2025,ungrounded-figures-2,881.7,7677,FAIL,1,2,figures_grounded: 23/47 figures located in data/raw_ocr/Southwick2025.txt,open,
Southwick2026,ungrounded-figures-2,881.7,7677,FAIL,1,2,figures_grounded: 31/47 figures located in data/raw_ocr/Southwick2026.txt,open,
Townsend2023,ungrounded-figures-2,881.7,6886,FAIL,1,2,figures_grounded: 65/66 figures located in data/markdown/Townsend2023.md,open,
Westminster2024,ungrounded-names-2,880.7,6833,FAIL,1,3,names_grounded: 19/20 names located in data/markdown/Westminster2024.md,open,
Norwell2024,ungrounded-figures-2,880.6,8518,FAIL,1,1,figures_grounded: 29/30 figures located in data/raw_ocr/Norwell2024.txt,open,
Weston2023,ungrounded-names-2,880.3,8496,FAIL,1,1,names_grounded: 17/18 names located in data/markdown/Weston2023.md,open,
Westminster2025,ungrounded-figures-2,880.1,6804,FAIL,1,3,figures_grounded: 16/32 figures located in data/raw_ocr/Westminster2025.txt,open,
Southwick2021,ungrounded-figures-2,876.4,7370,FAIL,1,2,figures_grounded: 39/40 figures located in data/raw_ocr/Southwick2021.txt,open,
Westminster2023,ungrounded-names-2,875.3,6561,FAIL,1,3,names_grounded: 24/26 names located in data/markdown/Westminster2023.md,open,
Westminster2022,ungrounded-names-2,873.3,6464,FAIL,1,3,names_grounded: 17/18 names located in data/markdown/Westminster2022.md,open,
Winchendon2024,ungrounded-names-2,872.5,7998,FAIL,1,1,names_grounded: 13/14 names located in data/markdown/Winchendon2024.md,open,
Maynard2021,ungrounded-names-2,872.4,7992,FAIL,1,1,names_grounded: 7/8 names located in data/markdown/Maynard2021.md,open,
Athol2021,ungrounded-figures-2,868.1,7730,FAIL,1,1,figures_grounded: 34/41 figures located in data/raw_ocr/Athol2021.txt,open,
Montague2021,ungrounded-figures-2,868.0,6211,FAIL,1,3,figures_grounded: 85/86 figures located in data/markdown/Montague2021.md,open,
Provincetown2025,ungrounded-figures-2,867.3,3456,FAIL,1,2,figures_grounded: 5/14 figures located in data/markdown/Provincetown2025.md,open,
Townsend2021,ungrounded-figures-2,867.3,6874,FAIL,1,2,figures_grounded: 27/51 figures located in data/markdown/Townsend2021.md,open,
Freetown2022,ungrounded-figures-2,865.9,6804,FAIL,1,2,figures_grounded: 32/34 figures located in data/markdown/Freetown2022.md,open,
Rutland2024,ungrounded-figures-2,863.1,7435,FAIL,1,1,figures_grounded: 10/34 figures located in data/markdown/Rutland2024.md,open,
Dalton2023,ungrounded-figures-2,861.2,4813,FAIL,1,5,figures_grounded: 19/22 figures located in data/markdown/Dalton2023.md,open,
Millis2025,ungrounded-figures-2,859.4,7223,FAIL,1,1,figures_grounded: 24/27 figures located in data/raw_ocr/Millis2025.txt,open,
Ware2022,ungrounded-figures-2,857.9,7137,FAIL,1,1,figures_grounded: 19/21 figures located in data/raw_ocr/Ware2022.txt,open,
Orange2023,ungrounded-figures-2,857.7,5746,FAIL,1,2,figures_grounded: 9/10 figures located in data/markdown/Orange2023.md,open,
Ware2021,ungrounded-figures-2,853.7,6908,FAIL,1,1,figures_grounded: 28/29 figures located in data/raw_ocr/Ware2021.txt,open,
Rutland2021,ungrounded-names-2,852.3,6836,FAIL,1,1,names_grounded: 10/13 names located in data/raw_ocr/Rutland2021.txt,open,
Chatham2024,ungrounded-figures-2,851.7,6099,FAIL,1,2,figures_grounded: 8/14 figures located in data/raw_ocr/Chatham2024.txt,open,
Boxford2025,ungrounded-figures-2,851.5,6791,FAIL,1,1,figures_grounded: 32/35 figures located in data/raw_ocr/Boxford2025.txt,open,
Boxford2026,ungrounded-figures-2,851.5,6791,FAIL,1,1,figures_grounded: 38/40 figures located in data/raw_ocr/Boxford2026.txt,open,
Berkley2026,ungrounded-figures-2,851.1,5467,FAIL,1,2,figures_grounded: 5/13 figures located in data/raw_ocr/Berkley2026.txt,open,
Newbury2026,ungrounded-figures-2,850.7,6054,FAIL,1,2,figures_grounded: 24/34 figures located in data/raw_ocr/Newbury2026.txt,open,
Mattapoisett2024,ungrounded-figures-2,849.3,5990,FAIL,1,2,figures_grounded: 12/39 figures located in data/raw_ocr/Mattapoisett2024.txt,open,
Ayer2022,ungrounded-names-2,846.3,5855,FAIL,1,2,names_grounded: 8/17 names located in data/markdown/Ayer2022.md,open,
Hamilton2025,ungrounded-names-2,844.3,5765,FAIL,1,2,names_grounded: 15/16 names located in data/markdown/Hamilton2025.md,open,
Rowley2021,ungrounded-figures-2,841.9,5097,FAIL,1,3,figures_grounded: 30/31 figures located in data/markdown/Rowley2021.md,open,
WestBrookfield2021,ungrounded-figures-2,841.5,2885,FAIL,1,2,figures_grounded: 19/23 figures located in data/raw_ocr/WestBrookfield2021.txt,open,
Southampton2025,ungrounded-figures-2,841.0,5062,FAIL,1,2,figures_grounded: 3/25 figures located in data/raw_ocr/Southampton2025.txt,open,
Southampton2026,ungrounded-figures-2,841.0,5062,FAIL,1,2,figures_grounded: 2/20 figures located in data/raw_ocr/Southampton2026.txt,open,
Rockport2022,ungrounded-names-2,838.0,6113,FAIL,1,1,names_grounded: 5/8 names located in data/raw_ocr/Rockport2022.txt,open,
Williamstown2024,ungrounded-figures-2,837.7,4939,FAIL,1,2,figures_grounded: 5/6 figures located in data/markdown/Williamstown2024.md,open,
Ashburnham2025,ungrounded-figures-2,837.6,4936,FAIL,1,2,figures_grounded: 19/26 figures located in data/markdown/Ashburnham2025.md,open,
Merrimac2025,ungrounded-figures-2,837.6,6096,FAIL,1,1,figures_grounded: 36/37 figures located in data/markdown/Merrimac2025.md,open,
Southampton2024,ungrounded-names-2,837.1,4916,FAIL,1,2,names_grounded: 13/25 names located in data/raw_ocr/Southampton2024.txt,open,
Williamstown2021,ungrounded-figures-2,835.7,4864,FAIL,1,2,figures_grounded: 8/9 figures located in data/markdown/Williamstown2021.md,open,
Ashburnham2023,ungrounded-figures-2,834.9,4834,FAIL,1,2,figures_grounded: 20/33 figures located in data/raw_ocr/Ashburnham2023.txt,open,
Rochester2023,ungrounded-figures-2,831.7,4718,FAIL,1,2,figures_grounded: 17/23 figures located in data/markdown/Rochester2023.md,open,
Hopkinton2026,impossible-arithmetic-1,827.6,13169,FAIL,2,4,marks_exceed_ballots: CONSTABLE: 1336 marks > 966 ballots x 1 seats = 966,open,
Chelmsford2025,impossible-arithmetic-1,824.5,27159,FAIL,2,2,marks_exceed_ballots: HOUSING AUTHORITY - One for two years: 4472 marks > 4471 ballots x 1 seats = 4471,open,
Dover2021,ungrounded-figures-2,824.3,4461,FAIL,1,3,figures_grounded: 21/48 figures located in data/raw_ocr/Dover2021.txt,open,
Berkley2024,ungrounded-figures-2,823.6,5464,FAIL,1,1,figures_grounded: 21/25 figures located in data/raw_ocr/Berkley2024.txt,open,
Rowley2023,ungrounded-figures-2,823.2,4902,FAIL,1,2,figures_grounded: 30/35 figures located in data/markdown/Rowley2023.md,open,
Groveland2023,ungrounded-figures-2,821.8,5387,FAIL,1,1,figures_grounded: 43/46 figures located in data/markdown/Groveland2023.md,open,
MountWashington2023,ungrounded-names-2,820.4,133,FAIL,1,2,names_grounded: 27/28 names located in data/raw_ocr/MountWashington2023.txt,open,
Dalton2025,ungrounded-figures-2,817.3,5201,FAIL,1,1,figures_grounded: 32/43 figures located in data/raw_ocr/Dalton2025.txt,open,
OakBluffs2022,ungrounded-figures-2,815.8,4181,FAIL,1,2,figures_grounded: 20/21 figures located in data/markdown/OakBluffs2022.md,open,
Dover2025,ungrounded-figures-2,812.3,4504,FAIL,1,2,figures_grounded: 11/48 figures located in data/raw_ocr/Dover2025.txt,open,
Dover2026,ungrounded-figures-2,812.3,4504,FAIL,1,2,figures_grounded: 13/42 figures located in data/raw_ocr/Dover2026.txt,open,
Boylston2022,ungrounded-figures-2,811.7,4054,FAIL,1,3,figures_grounded: 31/35 figures located in data/markdown/Boylston2022.md,open,
Dartmouth2023,impossible-arithmetic-1,810.5,23729,FAIL,2,2,marks_exceed_ballots: SELECT BOARD LOT #4: 2979 marks > 2976 ballots x 1 seats = 2976,open,
Hadley2025,ungrounded-figures-2,810.5,4017,FAIL,1,2,figures_grounded: 47/48 figures located in data/raw_ocr/Hadley2025.txt,open,
Dover2023,ungrounded-figures-2,808.6,4380,FAIL,1,2,figures_grounded: 10/38 figures located in data/raw_ocr/Dover2023.txt,open,
Shirley2021,ungrounded-figures-2,807.3,4334,FAIL,1,2,figures_grounded: 40/42 figures located in data/markdown/Shirley2021.md,open,
Mashpee2022,impossible-arithmetic-1,805.1,12392,FAIL,2,3,marks_exceed_ballots: Moderator: 2184 marks > 1469 ballots x 1 seats = 1469,open,
Charlemont2021,impossible-arithmetic-1,803.3,919,FAIL,2,2,marks_exceed_ballots: SELECT BOARD: 116 marks > 78 ballots x 1 seats = 78,open,
Deerfield2025,ungrounded-figures-2,800.0,4098,FAIL,1,2,figures_grounded: 25/27 figures located in data/raw_ocr/Deerfield2025.txt,open,
Deerfield2026,ungrounded-names-2,800.0,4098,FAIL,1,2,names_grounded: 10/12 names located in data/raw_ocr/Deerfield2026.txt,open,
Warren2023,ungrounded-figures-2,799.7,3698,FAIL,1,2,figures_grounded: 23/24 figures located in data/markdown/Warren2023.md,open,
Hopedale2021,ungrounded-names-2,797.7,4462,FAIL,1,1,names_grounded: 14/16 names located in data/markdown/Hopedale2021.md,open,
Lee2021,ungrounded-names-2,796.9,4432,FAIL,1,1,names_grounded: 116/119 names located in data/raw_ocr/Lee2021.txt,open,
Barre2022,ungrounded-figures-2,795.5,3957,FAIL,1,2,figures_grounded: 53/54 figures located in data/markdown/Barre2022.md,open,
Marion2021,ungrounded-figures-2,794.7,4358,FAIL,1,1,figures_grounded: 26/27 figures located in data/markdown/Marion2021.md,open,
Manchester2026,ungrounded-figures-2,794.6,4353,FAIL,1,1,figures_grounded: 17/24 figures located in data/raw_ocr/Manchester2026.txt,open,
OakBluffs2026,ungrounded-names-2,793.5,4316,FAIL,1,1,names_grounded: 17/18 names located in data/raw_ocr/OakBluffs2026.txt,open,
Warren2021,ungrounded-names-2,791.7,3479,FAIL,1,3,names_grounded: 33/34 names located in data/raw_ocr/Warren2021.txt,open,
Plympton2022,ungrounded-figures-2,790.6,2388,FAIL,1,7,figures_grounded: 28/31 figures located in data/markdown/Plympton2022.md,open,
Hadley2026,ungrounded-figures-2,784.4,4017,FAIL,1,1,figures_grounded: 29/30 figures located in data/raw_ocr/Hadley2026.txt,open,
WestBrookfield2025,ungrounded-names-2,780.6,3197,FAIL,1,3,names_grounded: 43/44 names located in data/raw_ocr/WestBrookfield2025.txt,open,
WestBrookfield2026,ungrounded-figures-2,780.6,3197,FAIL,1,2,figures_grounded: 24/25 figures located in data/raw_ocr/WestBrookfield2026.txt,open,
Cummington2021,impossible-arithmetic-1,778.5,692,FAIL,2,4,marks_exceed_ballots: Finance Committee two for three years: 155 marks > 76 ballots x 2 seats = 152,open,
WestNewbury2023,ungrounded-names-2,774.6,3719,FAIL,1,1,names_grounded: 12/13 names located in data/markdown/WestNewbury2023.md,open,
Brimfield2024,ungrounded-figures-2,771.6,2983,FAIL,1,2,figures_grounded: 25/26 figures located in data/raw_ocr/Brimfield2024.txt,open,
Princeton2025,ungrounded-figures-2,767.3,3179,FAIL,1,2,figures_grounded: 7/21 figures located in data/raw_ocr/Princeton2025.txt,open,
Becket2021,ungrounded-figures-2,764.3,1670,FAIL,1,2,figures_grounded: 14/15 figures located in data/raw_ocr/Becket2021.txt,open,
Sheffield2026,ungrounded-figures-2,759.4,2717,FAIL,1,2,figures_grounded: 2/6 figures located in data/markdown/Sheffield2026.md,open,
Dunstable2021,ungrounded-names-2,755.7,2640,FAIL,1,3,names_grounded: 25/26 names located in data/markdown/Dunstable2021.md,open,
Russell2024,ungrounded-names-2,753.2,1319,FAIL,1,4,names_grounded: 12/13 names located in data/raw_ocr/Russell2024.txt,open,
Northfield2025,ungrounded-figures-2,752.1,2567,FAIL,1,2,figures_grounded: 39/41 figures located in data/raw_ocr/Northfield2025.txt,open,
Millville2023,ungrounded-figures-2,751.1,2324,FAIL,1,4,figures_grounded: 68/70 figures located in data/markdown/Millville2023.md,open,
Wenham2022,ungrounded-names-2,745.9,2965,FAIL,1,1,names_grounded: 17/18 names located in data/markdown/Wenham2022.md,open,
NewMarlborough2022,ungrounded-figures-2,740.5,1205,FAIL,1,3,figures_grounded: 10/11 figures located in data/raw_ocr/NewMarlborough2022.txt,open,
Haverhill2021,thin-years-1,737.2,48419,FAIL,3,3,office_count_consistent: 3 contests; this town's other years median 16,open,
Berlin2023,ungrounded-figures-2,736.9,2759,FAIL,1,1,figures_grounded: 21/25 figures located in data/raw_ocr/Berlin2023.txt,open,
Cheshire2021,ungrounded-figures-2,736.4,2496,FAIL,1,2,figures_grounded: 29/33 figures located in data/raw_ocr/Cheshire2021.txt,open,
Plympton2023,ungrounded-figures-2,733.2,2434,FAIL,1,2,figures_grounded: 31/35 figures located in data/markdown/Plympton2023.md,open,
Dunstable2022,ungrounded-names-2,732.4,2662,FAIL,1,1,names_grounded: 12/14 names located in data/raw_ocr/Dunstable2022.txt,open,
Brookfield2023,ungrounded-names-2,729.0,2592,FAIL,1,1,names_grounded: 9/12 names located in data/raw_ocr/Brookfield2023.txt,open,
Lanesborough2025,ungrounded-figures-2,729.0,2591,FAIL,1,1,figures_grounded: 5/12 figures located in data/markdown/Lanesborough2025.md,open,
Plympton2024,ungrounded-names-2,725.7,2524,FAIL,1,1,names_grounded: 15/16 names located in data/raw_ocr/Plympton2024.txt,open,
Russell2021,ungrounded-names-2,723.3,1241,FAIL,1,2,names_grounded: 15/16 names located in data/raw_ocr/Russell2021.txt,open,
Webster2025,impossible-arithmetic-1,706.7,13738,FAIL,2,6,marks_exceed_ballots: Board of Selectmen: 673 marks > 336 ballots x 2 seats = 672,open,
Chelmsford2023,impossible-arithmetic-1,701.1,26202,FAIL,2,2,marks_exceed_ballots: SCHOOL COMMITTEE: 9164 marks > 3312 ballots x 2 seats = 6624,open,
Granville2021,ungrounded-figures-2,693.2,1161,FAIL,1,7,figures_grounded: 12/29 figures located in data/raw_ocr/Granville2021.txt,open,
Hardwick2021,ungrounded-figures-2,690.8,1908,FAIL,1,1,figures_grounded: 0/27 figures located in data/raw_ocr/Hardwick2021.txt,open,
Shelburne2025,ungrounded-figures-2,687.8,1555,FAIL,1,2,figures_grounded: 12/13 figures located in data/markdown/Shelburne2025.md,open,
Leverett2025,ungrounded-names-2,686.9,1544,FAIL,1,2,names_grounded: 9/13 names located in data/markdown/Leverett2025.md,open,
Shutesbury2022,ungrounded-figures-2,684.5,1514,FAIL,1,3,figures_grounded: 27/30 figures located in data/markdown/Shutesbury2022.md,open,
Conway2024,ungrounded-figures-2,682.9,1495,FAIL,1,2,figures_grounded: 11/12 figures located in data/markdown/Conway2024.md,open,
Conway2025,ungrounded-figures-2,682.8,1494,FAIL,1,2,figures_grounded: 12/14 figures located in data/markdown/Conway2025.md,open,
Wales2024,ungrounded-figures-2,681.8,1482,FAIL,1,2,figures_grounded: 1/19 figures located in data/markdown/Wales2024.md,open,
Georgetown2023,impossible-arithmetic-1,678.9,6642,FAIL,2,2,marks_exceed_ballots: HOUSING AUTHORITY: 1305 marks > 1219 ballots x 1 seats = 1219,open,
Shutesbury2024,ungrounded-figures-2,675.6,1541,FAIL,1,2,figures_grounded: 28/31 figures located in data/markdown/Shutesbury2024.md,open,
WestTisbury2026,impossible-arithmetic-1,674.5,2735,FAIL,2,6,marks_exceed_ballots: Board of Health: 705 marks > 698 ballots x 1 seats = 698,open,
Uxbridge2023,thin-years-1,670.2,11031,FAIL,3,4,office_count_consistent: 5 contests; this town's other years median 12,open,
Shutesbury2025,ungrounded-figures-2,666.2,1562,FAIL,1,1,figures_grounded: 5/22 figures located in data/markdown/Shutesbury2025.md,open,
Whately2025,ungrounded-figures-2,665.4,1301,FAIL,1,2,figures_grounded: 13/17 figures located in data/markdown/Whately2025.md,open,
Gill2024,ungrounded-names-2,662.3,1269,FAIL,1,2,names_grounded: 11/13 names located in data/raw_ocr/Gill2024.txt,open,
Dudley2022,impossible-arithmetic-1,658.2,8318,FAIL,2,6,marks_exceed_ballots: Planning Board 2-Year Term: 573 marks > 571 ballots x 1 seats = 571,open,
Erving2023,ungrounded-figures-2,656.9,1215,FAIL,1,2,figures_grounded: 20/22 figures located in data/markdown/Erving2023.md,open,
Royalston2024,ungrounded-names-2,654.9,1100,FAIL,1,4,names_grounded: 24/25 names located in data/raw_ocr/Royalston2024.txt,open,
Westhampton2022,ungrounded-figures-2,645.9,1322,FAIL,1,1,figures_grounded: 28/29 figures located in data/raw_ocr/Westhampton2022.txt,open,
Southbridge2023,impossible-arithmetic-1,638.6,12935,FAIL,2,2,marks_exceed_ballots: School Committee: 3292 marks > 1098 ballots x 2 seats = 2196,open,
Norwood2024,thin-years-1,638.1,22722,FAIL,3,2,office_count_consistent: 9 contests; this town's other years median 23,open,
Milton2021,thin-years-1,634.3,21702,FAIL,3,2,office_count_consistent: 10 contests; this town's other years median 24,open,
Blandford2022,ungrounded-figures-2,633.9,1009,FAIL,1,2,figures_grounded: 11/12 figures located in data/raw_ocr/Blandford2022.txt,open,
WestStockbridge2025,ungrounded-figures-2,630.8,1167,FAIL,1,1,figures_grounded: 24/25 figures located in data/markdown/WestStockbridge2025.md,open,
Leyden2021,ungrounded-names-2,625.6,592,FAIL,1,2,names_grounded: 25/26 names located in data/raw_ocr/Leyden2021.txt,open,
Egremont2025,ungrounded-figures-2,623.2,1095,FAIL,1,1,figures_grounded: 16/17 figures located in data/markdown/Egremont2025.md,open,
Belchertown2025,impossible-arithmetic-1,620.8,12611,FAIL,2,1,marks_exceed_ballots: HOUSING AUTHORITY 5 YR TERM: 4289 marks > 4284 ballots x 1 seats = 4284,open,
NewSalem2024,ungrounded-figures-2,618.0,885,FAIL,1,2,figures_grounded: 0/8 figures located in data/raw_ocr/NewSalem2024.txt,open,
Bellingham2021,impossible-arithmetic-1,616.5,11994,FAIL,2,1,marks_exceed_ballots: HOUSING AUTHORITY - for 2 years: 473 marks > 471 ballots x 1 seats = 471,open,
Chesterfield2025,ungrounded-figures-2,615.5,1026,FAIL,1,1,figures_grounded: 30/31 figures located in data/raw_ocr/Chesterfield2025.txt,open,
Chesterfield2024,ungrounded-figures-2,613.2,1007,FAIL,1,1,figures_grounded: 26/27 figures located in data/markdown/Chesterfield2024.md,open,
Townsend2022,thin-years-1,612.0,6923,FAIL,3,4,office_count_consistent: 9 contests; this town's other years median 19,open,
Pepperell2024,impossible-arithmetic-1,609.2,9269,FAIL,2,2,marks_exceed_ballots: Lawrence Library Board of Trustees: 5032 marks > 2506 ballots x 2 seats = 5012,open,
Groton2024,impossible-arithmetic-1,606.3,8967,FAIL,2,2,marks_exceed_ballots: Planning Board: 3895 marks > 1298 ballots x 3 seats = 3894,open,
Chester2025,ungrounded-names-2,604.9,938,FAIL,1,1,names_grounded: 17/18 names located in data/markdown/Chester2025.md,open,
Chester2024,ungrounded-figures-2,604.0,931,FAIL,1,1,figures_grounded: 25/27 figures located in data/raw_ocr/Chester2024.txt,open,
Wendell2024,ungrounded-figures-2,599.9,761,FAIL,1,2,figures_grounded: 12/13 figures located in data/markdown/Wendell2024.md,open,
Montague2024,impossible-arithmetic-1,598.6,6984,FAIL,2,3,"marks_exceed_ballots: Trustee, Soldiers Memorial (Veteran): 721 marks > 718 ballots x 1 seats = 718",open,
Windsor2025,ungrounded-figures-2,595.9,736,FAIL,1,2,figures_grounded: 27/28 figures located in data/raw_ocr/Windsor2025.txt,open,
Cummington2025,ungrounded-names-2,584.4,724,FAIL,1,2,names_grounded: 22/23 names located in data/raw_ocr/Cummington2025.txt,open,
Montgomery2024,ungrounded-figures-2,582.0,654,FAIL,1,3,figures_grounded: 56/57 figures located in data/markdown/Montgomery2024.md,open,
Ware2024,impossible-arithmetic-1,578.9,7743,FAIL,2,1,marks_exceed_ballots: SCHOOL COMMITTEE FOR THREE YEARS: 2282 marks > 1126 ballots x 2 seats = 2252,open,
Cummington2022,ungrounded-names-2,578.4,688,FAIL,1,2,names_grounded: 21/22 names located in data/raw_ocr/Cummington2022.txt,open,
Rutland2025,impossible-arithmetic-1,576.5,7531,FAIL,2,1,marks_exceed_ballots: BOARD OF HEALTH - 3 yrs: 733 marks > 730 ballots x 1 seats = 730,open,
Montgomery2025,ungrounded-figures-2,564.9,664,FAIL,1,1,figures_grounded: 37/38 figures located in data/markdown/Montgomery2025.md,open,
Hancock2021,ungrounded-figures-2,562.8,554,FAIL,1,2,figures_grounded: 15/16 figures located in data/markdown/Hancock2021.md,open,
Plainfield2024,ungrounded-figures-2,551.5,543,FAIL,1,2,figures_grounded: 15/16 figures located in data/raw_ocr/Plainfield2024.txt,open,
Florida2026,ungrounded-figures-2,543.9,550,FAIL,1,1,figures_grounded: 27/28 figures located in data/raw_ocr/Florida2026.txt,open,
Hampden2025,impossible-arithmetic-1,539.5,4185,FAIL,2,2,"marks_exceed_ballots: LIBRARY TRUSTEE, 3 YEARS: 180 marks > 172 ballots x 1 seats = 172",open,
Lee2022,impossible-arithmetic-1,532.9,4517,FAIL,2,1,marks_exceed_ballots: SCH 3 YR: 2193 marks > 1092 ballots x 2 seats = 2184,open,
Aquinnah2024,ungrounded-figures-2,532.5,422,FAIL,1,2,figures_grounded: 9/10 figures located in data/raw_ocr/Aquinnah2024.txt,open,
Sherborn2024,impossible-arithmetic-1,532.5,3332,FAIL,2,3,marks_exceed_ballots: Moderator: 810 marks > 808 ballots x 1 seats = 808,open,
Northfield2024,impossible-arithmetic-1,530.9,2488,FAIL,2,5,marks_exceed_ballots: Constable: 1821 marks > 452 ballots x 4 seats = 1808,open,
Tolland2023,ungrounded-figures-2,524.5,392,FAIL,1,2,figures_grounded: 5/10 figures located in data/markdown/Tolland2023.md,open,
Boxborough2025,impossible-arithmetic-1,523.2,4030,FAIL,2,1,marks_exceed_ballots: Board of Health: 776 marks > 739 ballots x 1 seats = 739,open,
Hadley2024,impossible-arithmetic-1,521.7,3958,FAIL,2,1,marks_exceed_ballots: LIBRARY TRUSTEE: 1268 marks > 1265 ballots x 1 seats = 1265,open,
Wareham2022,thin-years-1,521.1,17976,FAIL,3,2,office_count_consistent: 3 contests; this town's other years median 7,open,
Scituate2026,thin-years-1,515.5,16574,FAIL,3,2,office_count_consistent: 1 contests; this town's other years median 10,open,
Aquinnah2022,ungrounded-figures-2,512.5,411,FAIL,1,1,figures_grounded: 13/15 figures located in data/markdown/Aquinnah2022.md,open,
Washington2023,ungrounded-figures-2,510.0,401,FAIL,1,1,figures_grounded: 17/18 figures located in data/markdown/Washington2023.md,open,
Tolland2022,ungrounded-figures-2,505.5,384,FAIL,1,1,figures_grounded: 7/17 figures located in data/markdown/Tolland2022.md,open,
Middlefield2024,ungrounded-figures-2,502.2,372,FAIL,1,1,figures_grounded: 13/22 figures located in data/markdown/Middlefield2024.md,open,
Raynham2026,thin-years-1,498.8,13016,FAIL,3,2,office_count_consistent: 2 contests; this town's other years median 9,open,
Abington2026,thin-years-1,498.3,12916,FAIL,3,2,office_count_consistent: 2 contests; this town's other years median 10,open,
Rockland2021,thin-years-1,496.5,12574,FAIL,3,2,office_count_consistent: 3 contests; this town's other years median 13,open,
Cheshire2022,impossible-arithmetic-1,495.6,2516,FAIL,2,2,marks_exceed_ballots: NBVRSD School Committee Member from Cheshire: 308 marks > 288 ballots x 1 seats = 288,open,
Abington2023,thin-years-1,492.8,11927,FAIL,3,2,office_count_consistent: 3 contests; this town's other years median 10,open,
WestTisbury2021,impossible-arithmetic-1,488.9,2682,FAIL,2,1,marks_exceed_ballots: Selectman: 98 marks > 97 ballots x 1 seats = 97,open,
Hawley2021,ungrounded-names-2,487.6,274,FAIL,1,2,names_grounded: 4/5 names located in data/markdown/Hawley2021.md,open,
Wilbraham2021,thin-years-1,487.5,11042,FAIL,3,2,office_count_consistent: 3 contests; this town's other years median 9,open,
Northfield2022,impossible-arithmetic-1,484.6,2550,FAIL,2,1,marks_exceed_ballots: Board of Library Trustees: 218 marks > 108 ballots x 2 seats = 216,open,
Carver2026,thin-years-1,479.3,9804,FAIL,3,2,office_count_consistent: 2 contests; this town's other years median 11,open,
Carver2023,thin-years-1,475.0,9201,FAIL,3,2,office_count_consistent: 3 contests; this town's other years median 11,open,
Athol2026,thin-years-1,474.8,9176,FAIL,3,2,office_count_consistent: 1 contests; this town's other years median 7,open,
Lunenburg2021,thin-years-1,471.0,8686,FAIL,3,2,office_count_consistent: 1 contests; this town's other years median 15,open,
Norwell2023,thin-years-1,467.8,8292,FAIL,3,2,office_count_consistent: 1 contests; this town's other years median 9,open,
Southborough2021,thin-years-1,461.9,7608,FAIL,3,2,office_count_consistent: 2 contests; this town's other years median 10,open,
Millis2026,thin-years-1,458.4,7223,FAIL,3,2,office_count_consistent: 1 contests; this town's other years median 8,open,
NewAshford2023,ungrounded-figures-2,454.7,193,FAIL,1,2,figures_grounded: 2/6 figures located in data/markdown/NewAshford2023.md,open,
Blandford2023,thin-years-1,449.7,1007,FAIL,3,4,office_count_consistent: 2 contests; this town's other years median 9,open,
Hancock2024,impossible-arithmetic-1,449.0,580,FAIL,2,3,marks_exceed_ballots: SCHOOL COMMITTEE: 189 marks > 94 ballots x 2 seats = 188,open,
Monson2022,thin-years-1,448.2,6228,FAIL,3,2,office_count_consistent: 2 contests; this town's other years median 8,open,
Monson2021,thin-years-1,447.8,6193,FAIL,3,2,office_count_consistent: 3 contests; this town's other years median 8,open,
Oakham2024,impossible-arithmetic-1,443.9,1557,FAIL,2,1,"marks_exceed_ballots: Selectmen, 3 Years: 580 marks > 579 ballots x 1 seats = 579",open,
Mattapoisett2022,thin-years-1,441.5,5650,FAIL,3,2,office_count_consistent: 4 contests; this town's other years median 11,open,
GreatBarrington2021,thin-years-1,434.6,5101,FAIL,3,2,office_count_consistent: 1 contests; this town's other years median 9,open,
