municipality,year,url,kind,pool,prior_status
Norwood,2018,https://www.norwoodma.gov/document_center/document_center/Town Reports/Annual Town Report 2018.pdf?t=201905131423000,atr,nodes,ERROR
Norwood,2019,https://www.norwoodma.gov/departments/town_clerk_and_accountant/voting_and_elections/Clerk/ATE offical Results2.pdf?t=202603061255210,result,catalog,ERROR
Norwood,2019,https://www.norwoodma.gov/departments/town_clerk_and_accountant/voting_and_elections/TCA/Annual Town Election Unofficial Results.pdf?t=201904021026550,result,catalog,ERROR
Norwood,2019,https://www.norwoodma.gov/document_center/document_center/Town Reports/AnnualTownReport2019.pdf?t=202006161536520,atr,nodes,ERROR
Norwood,2020,https://www.norwoodma.gov/departments/town_clerk_and_accountant/voting_and_elections/Clerk/ATE TALLY SHEETS 4 6 20    6 8 2020.xlsx?t=202603061255530,result,catalog,ERROR
Norwood,2020,https://www.norwoodma.gov/document_center/document_center/Town Reports/2020 Annual Report Final.pdf?t=202105101110140,atr,nodes,ERROR
Merrimac,2007,http://www.townofmerrimac.com/DocumentCenter/View/2007/LOCAL-ELECTION-Results-MAY-3,result,catalog,ERROR
Merrimac,2010,https://townofmerrimac.com/wp-content/uploads/2023/05/2010-Annual-Town-Report-of-Merrimac-Massachusetts.pdf,atr,nodes,ERROR
Merrimac,2011,https://townofmerrimac.com/wp-content/uploads/2023/05/2011-Merrimac-Massachusetts-Annual-Report.pdf,atr,nodes,ERROR
Merrimac,2012,https://townofmerrimac.com/wp-content/uploads/2023/05/Merrimac-Annual-Town-Report-2012.pdf,atr,nodes,ERROR
Merrimac,2015,https://townofmerrimac.com/wp-content/uploads/2023/05/Merrimac-Annual-Report-2015.pdf,atr,nodes,ERROR
Merrimac,2017,https://townofmerrimac.com/wp-content/uploads/2023/05/2017-Annual-Town-Report.pdf,atr,nodes,ERROR
Merrimac,2018,https://townofmerrimac.com/wp-content/uploads/2023/05/2018-Annual-Town-Report.pdf,atr,nodes,ERROR
Merrimac,2019,https://townofmerrimac.com/wp-content/uploads/2023/05/2019-Annual-Town-Report.pdf,atr,nodes,ERROR
Merrimac,2019,https://townofmerrimac.com/wp-content/uploads/2023/09/2019-09-20_Annual-Report_Year-1_IFR.pdf,atr,nodes,ERROR
Merrimac,2020,https://townofmerrimac.com/wp-content/uploads/2023/05/2020-Annual-Town-Report.pdf,atr,nodes,ERROR
Merrimac,2020,https://townofmerrimac.com/wp-content/uploads/2023/06/2020-AHBT-Annual-Report.pdf,atr,nodes,ERROR
Hanson,2010,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/hanson_2010_annual_town_report.pdf,atr,nodes,ERROR
Hanson,2014,http://www.hanson-ma.gov/sites/hansonma/files/uploads/election_results_may_17_2014.pdf,result,catalog,ERROR
Hanson,2014,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/election_results_may_17_2014.pdf,result,catalog,ERROR
Hanson,2015,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/hanson_2015_annual_town_report.pdf,atr,nodes,ERROR
Hanson,2016,http://www.hanson-ma.gov/sites/hansonma/files/news/election_results_9-8-2016.pdf,result,catalog,ERROR
Hanson,2016,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/hanson_2016_annual_town_report.pdf,atr,nodes,ERROR
Hanson,2017,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/hanson_2017_annual_town_report.pdf,atr,nodes,ERROR
Hanson,2018,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/annual_town_election_5-19-2018_results.pdf,result,catalog,ERROR
Plainville,2015,https://www.plainville.ma.us/sites/g/files/vyhlif4871/f/uploads/results_tally_apr_6_2015_ate_with_formulas.pdf,result,catalog,ERROR
Plainville,2017,https://www.plainville.ma.us/sites/g/files/vyhlif4871/f/pages/townofplainvilleannualreport2017.pdf,atr,nodes,ERROR
Plainville,2018,https://www.plainville.ma.us/sites/g/files/vyhlif4871/f/uploads/annual_report_for_fy_2018.pdf,atr,nodes,ERROR
Plainville,2020,https://www.plainville.ma.us/sites/g/files/vyhlif4871/f/uploads/tally_results_4-6-2020_ate.pdf,result,catalog,ERROR
East Bridgewater,2013,https://www.eastbridgewaterma.gov/sites/g/files/vyhlif516/f/uploads/2013_annual_town_report.pdf,atr,nodes,ERROR
East Bridgewater,2014,https://www.eastbridgewaterma.gov/sites/g/files/vyhlif516/f/uploads/2014_annual_town_report.pdf,atr,nodes,ERROR
Southbridge,2016,https://www.ci.southbridge.ma.us/sites/g/files/vyhlif5016/f/file/file/fy_2016_annual_report_summary.pdf,atr,nodes,ERROR
Sterling,2012,http://www.sterling-ma.gov:80/Pages/SterlingMA_Clerk/annualrpt/2012TownReport.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/FCSWD.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/acoreport.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/animalinspector.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/artscouncil.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/forestry.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/historic.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/hwaydept2007.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/list.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/parish.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/selectboard2007.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/vetmonument.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/website.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/womens.pdf,atr,nodes,ERROR
Warwick,2007,http://www.warwickma.org/documents/townreport2007/zoningrev.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2007/atm2008.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/WBECfy08rep.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/annreport2008.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/cemcom.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/concom08.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/firedept08.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/forestry08.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/openspace08.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/planboard08.pdf,atr,nodes,ERROR
Warwick,2008,http://www.warwickma.org/documents/townreport2008/police08.pdf,atr,nodes,ERROR
Warwick,2009,http://www.warwickma.org/documents/townreport2009/fy2009report.pdf,atr,nodes,ERROR
Warwick,2009,http://www.warwickma.org/documents/townreport2009/library09.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/2010selectappts.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/FY12broadband.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/FY12transfer.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/acofy10report.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/agcomfy10report.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/agingreportfy10.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/aireportfy10.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/annrep2010.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/boafy2010.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/cemcomfy10report.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/fcswmreportFY10.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/hiwayfy10report.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/libraryfy10report.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/planboardfy10report.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/taxcollfy2010.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/townelection2010.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/trustreportfy10.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/vitalstatsfy10.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/vote2010.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/wbecfy10report.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/websitereportfy10.pdf,atr,nodes,ERROR
Warwick,2010,http://www.warwickma.org/documents/townreport2010/whsreportfy10.pdf,atr,nodes,ERROR
Warwick,2015,http://www.warwickma.org/documents/atm2015/2014annualreport.pdf,atr,nodes,ERROR
Norfolk,2000,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2000.pdf,atr,nodes,ERROR
Norfolk,2001,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2001.pdf,atr,nodes,ERROR
Norfolk,2002,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2002.pdf,atr,nodes,ERROR
Norfolk,2003,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2003.pdf,atr,nodes,ERROR
Norfolk,2004,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2004.pdf,atr,nodes,ERROR
Norfolk,2005,http://norfolk.ma.us/assets/files/departments/fire/annual-reports/annual-report-2005.pdf,atr,nodes,ERROR
Norfolk,2005,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2005.pdf,atr,nodes,ERROR
Norfolk,2006,http://norfolk.ma.us/assets/files/departments/fire/annual-reports/annual-report-2006.pdf,atr,nodes,ERROR
Norfolk,2006,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2006.pdf,atr,nodes,ERROR
Norfolk,2007,http://norfolk.ma.us/assets/files/departments/fire/annual-reports/annual-report-2007.pdf,atr,nodes,ERROR
Norfolk,2007,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2007.pdf,atr,nodes,ERROR
Norfolk,2008,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2008.pdf,atr,nodes,ERROR
Norfolk,2009,http://norfolk.ma.us/assets/files/departments/fire/annual-reports/annual-report-2009.pdf,atr,nodes,ERROR
Norfolk,2009,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2009.pdf,atr,nodes,ERROR
Norfolk,2010,http://norfolk.ma.us/assets/files/departments/fire/annual-reports/annual-report-2010.pdf,atr,nodes,ERROR
Norfolk,2010,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2010.pdf,atr,nodes,ERROR
Norfolk,2011,http://norfolk.ma.us/assets/files/departments/fire/annual-reports/annual-report-2011.pdf,atr,nodes,ERROR
Norfolk,2011,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2011.pdf,atr,nodes,ERROR
Norfolk,2012,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2012.pdf,atr,nodes,ERROR
Norfolk,2013,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2013.pdf,atr,nodes,ERROR
Norfolk,2014,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2014.pdf,atr,nodes,ERROR
Norfolk,2015,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2015.pdf,atr,nodes,ERROR
Norfolk,2016,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2016.pdf,atr,nodes,ERROR
Norfolk,2017,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2017.pdf,atr,nodes,ERROR
Norfolk,2018,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2018.pdf,atr,nodes,ERROR
Norfolk,2019,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2019.pdf,atr,nodes,ERROR
Norfolk,2020,http://norfolk.ma.us/assets/files/town-of-norfolk-year-2-annual-report-2020.pdf,atr,nodes,ERROR
Norfolk,2020,http://www.norfolk.ma.us/assets/files/departments/town-clerk/meeting-minutes/annual-town-reports/annual-town-report-2020.pdf,atr,nodes,ERROR
Methuen,2011,https://cityofmethuen.net/ImageRepository/Document?documentID=164,result,catalog,NOT_PDF
Methuen,2012,https://cityofmethuen.net/ImageRepository/Document?documentID=163,result,catalog,NOT_PDF
Methuen,2013,https://cityofmethuen.net/ImageRepository/Document?documentID=162,result,catalog,NOT_PDF
Methuen,2015,https://cityofmethuen.net/ImageRepository/Document?documentID=161,result,catalog,NOT_PDF
Methuen,2016,https://cityofmethuen.net/ImageRepository/Document?documentID=166,result,catalog,NOT_PDF
Methuen,2017,https://cityofmethuen.net/ImageRepository/Document?documentID=160,result,catalog,NOT_PDF
Methuen,2019,https://www.cityofmethuen.net/sites/methuenma/files/uploads/certified_election_results_nov_5_2019.pdf,result,catalog,ERROR
Heath,2009,http://www.townofheath.org/wp-content/uploads/annualreport2009-10docx.pdf,atr,nodes,ERROR
Heath,2010,http://www.townofheath.org/wp-content/uploads/annualreport2010-11docx.pdf,atr,nodes,ERROR
Heath,2013,http://www.townofheath.org/wp-content/uploads/annualreport2013-web.pdf,atr,nodes,ERROR
Heath,2013,http://www.townofheath.org/wp-content/uploads/annualreport2013-web1.pdf,atr,nodes,ERROR
Heath,2014,http://www.townofheath.org/wp-content/uploads/2014heathannualreport-web2.pdf,atr,nodes,ERROR
Heath,2014,http://www.townofheath.org/wp-content/uploads/heath-annual-report-2014-dedication.pdf,atr,nodes,ERROR
Heath,2015,http://www.townofheath.org/wp-content/uploads/2015heathannualreport-final.pdf,atr,nodes,ERROR
Heath,2017,https://townofheath.org/files/Heath_Annual_Report_2017.pdf,atr,nodes,ERROR
Heath,2018,https://townofheath.org/files/Heath_Annual_Report_2018.pdf,atr,nodes,ERROR
Heath,2019,https://townofheath.org/files/2019HeathAnnualReport-webfinal.pdf,atr,nodes,ERROR
Plainfield,2010,https://plainfield-ma.us/files/2010_Annual_Reports_for_the_Town_of_Plainfield_Massachusetts.pdf,atr,nodes,ERROR
Plainfield,2012,https://plainfield-ma.us/files/2012_Annual_Reports_for_the_Town_of_Plainfield_Massachusetts.pdf,atr,nodes,ERROR
Plainfield,2013,https://plainfield-ma.us/files/2013_Annual_Reports_for_the_Town_of_Plainfield_Massachusetts.pdf,atr,nodes,ERROR
Plainfield,2015,https://plainfield-ma.us/files/2015_Annual_Reports_for_the_Town_of_Plainfield_Massachusetts.pdf,atr,nodes,ERROR
Plainfield,2016,https://plainfield-ma.us/files/2016_Annual_Reports_for_the_Town_of_Plainfield_Massachusetts.pdf,atr,nodes,ERROR
Plainfield,2017,https://plainfield-ma.us/files/2017-05-05_Town_Election_Results.pdf,result,catalog,ERROR
Plainfield,2017,https://plainfield-ma.us/files/2017_Annual_Reports_for_the_Town_of_Plainfield_Massachusetts.pdf,atr,nodes,ERROR
Plainfield,2018,https://plainfield-ma.us/files/2018_Annual_Reports_for_the_Town_of_Plainfield_Massachusetts.pdf,atr,nodes,ERROR
Plainfield,2019,https://plainfield-ma.us/files/2019-03-27_Town_Caucus_Results.pdf,result,catalog,ERROR
Plainfield,2020,https://plainfield-ma.us/files/2020-02-12_PEC_Annual_Report_FY2019.pdf,atr,nodes,ERROR
Plainfield,2020,https://plainfield-ma.us/files/2020_Annual_Report_from_MLP_Department.pdf,atr,nodes,ERROR
Hubbardston,2006,http://hubbardstonma.us/pdfs/2006annualreport.pdf,atr,nodes,ERROR
Hubbardston,2007,http://hubbardstonma.us/pdfs/2007annualreport.pdf,atr,nodes,ERROR
Hubbardston,2008,http://hubbardstonma.us/pdfs/2008annualreport.pdf,atr,nodes,ERROR
Hubbardston,2009,http://hubbardstonma.us/pdfs/cpcannualreport-2009.pdf,atr,nodes,ERROR
Hubbardston,2020,https://www.hubbardstonma.us/sites/g/files/vyhlif3276/f/pages/cpc_town_report_2020.pdf,atr,nodes,ERROR
Ayer,2005,http://www.ayer.ma.us:80/Downloads/decannualreport2005.pdf,atr,nodes,ERROR
Ayer,2014,http://www.ayer.ma.us:80/Pages/AyerMA_Webdocs/2014-11-04%20Election%20Results.pdf,result,catalog,ERROR
Ayer,2016,http://www.ayer.ma.us:80/sites/ayerma/files/uploads/election_results_-_9-8-2016.pdf,result,catalog,ERROR
Chilmark,2004,http://www.chilmarkma.gov:80/Pages/ChilmarkMA_Treasurer/LibraryTresTownReport2004.pdf,atr,nodes,ERROR
Chilmark,2004,http://www.chilmarkma.gov:80/Pages/ChilmarkMA_Treasurer/TreasTownReport2004.pdf,atr,nodes,ERROR
Brockton,2013,http://www.brockton.ma.us:80/docs/documents/2013-election-results.pdf?,result,catalog,ERROR
Sandwich,2013,http://sandwichmass.org:80/PublicDocuments/2013%20Annual%20Town%20Report.pdf,atr,nodes,ERROR
Cambridge,2010,https://www.cambridgema.gov/-/media/Files/electioncommission/electionresults/April13_2010_primary_results.pdf,result,catalog,ERROR
Cambridge,2015,https://www.cambridgema.gov/-/media/Files/glbtcommission/glbtcommannualreport2015.pdf,atr,nodes,ERROR
Cambridge,2017,https://www.cambridgema.gov/-/media/Files/CDD/Climate/NetZero/cambridgenetzeroactionplanfy2017annualreportfinalcomplete22218.pdf,atr,nodes,ERROR
Cambridge,2017,https://www.cambridgema.gov/-/media/Files/glbtcommission/2017lgbtqplusannualreport.pdf,atr,nodes,ERROR
Brookfield,2004,http://www.brookfieldma.us/assets/pdfs/2004annualreport.pdf,atr,nodes,NOT_PDF
Brookfield,2004,http://www.brookfieldma.us/pdfs/2004annualreport.pdf,atr,nodes,NOT_PDF
Brookfield,2004,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/20041231_annual_report_2004.pdf,atr,nodes,NOT_PDF
Brookfield,2004,https://www.brookfieldma.us/wp-content/uploads/2026/01/20041231_annual_report_2004.pdf,atr,nodes,NOT_PDF
Brookfield,2005,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/20051231_annual_report_2005.pdf,atr,nodes,NOT_PDF
Brookfield,2005,https://www.brookfieldma.us/wp-content/uploads/2026/01/20051231_annual_report_2005.pdf,atr,nodes,NOT_PDF
Brookfield,2006,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/20061231_annual_report_2006.pdf,atr,nodes,NOT_PDF
Brookfield,2006,https://www.brookfieldma.us/wp-content/uploads/2026/01/20061231_annual_report_2006.pdf,atr,nodes,NOT_PDF
Brookfield,2007,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/20071231_annual_report_2007.pdf,atr,nodes,NOT_PDF
Brookfield,2007,https://www.brookfieldma.us/wp-content/uploads/2026/01/20071231_annual_report_2007.pdf,atr,nodes,NOT_PDF
Brookfield,2008,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/20081231_annual_report_2008.pdf,atr,nodes,NOT_PDF
Brookfield,2008,https://www.brookfieldma.us/wp-content/uploads/2026/01/20081231_annual_report_2008.pdf,atr,nodes,NOT_PDF
Brookfield,2009,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/20091231_annual_report_2009.pdf,atr,nodes,NOT_PDF
Brookfield,2009,https://www.brookfieldma.us/wp-content/uploads/2026/01/20091231_annual_report_2009.pdf,atr,nodes,NOT_PDF
Brookfield,2010,https://www.brookfieldma.us/wp-content/uploads/2026/01/brookfield-2010.pdf,atr,nodes,NOT_PDF
Brookfield,2012,"http://brookfieldma.us/documents/Town%20Meeting/20120306%20Election%20Results%20Report%20-%20Democrat%20-%20March%206,%202012.pdf",result,catalog,NOT_PDF
Brookfield,2012,"http://brookfieldma.us/documents/Town%20Meeting/20120306%20Election%20Results%20Report%20-%20Green%20Rainbow%20-%20March%206,%202012.pdf",result,catalog,NOT_PDF
Brookfield,2012,"http://brookfieldma.us/documents/Town%20Meeting/20120306%20Election%20Results%20Report%20-%20Republican%20-%20March%206,%202012.pdf",result,catalog,NOT_PDF
Brookfield,2013,"http://brookfieldma.us/documents/Town%20Meeting/20130430%20Annual%20Town%20Election%20Results-certified-april%2030,%202013.pdf",result,catalog,NOT_PDF
Brookfield,2014,"http://brookfieldma.us/documents/Town%20Meeting/20140210%20Election%20Results%20Report%20-%20February%2010,%202014.pdf",result,catalog,NOT_PDF
Brookfield,2014,"http://brookfieldma.us/documents/Town%20Meeting/20140505%20Certified%20Election%20Results%20-%20May%205,%202014.pdf",result,catalog,NOT_PDF
Brookfield,2014,"http://brookfieldma.us/documents/Town%20Meeting/20140909%20Election%20Results%20Report%20-%20Democrat%20-%20September%209,%202014.pdf",result,catalog,NOT_PDF
Brookfield,2014,"http://brookfieldma.us/documents/Town%20Meeting/20140909%20Election%20Results%20Report%20-%20Republican%20-%20September%209,%202014.pdf",result,catalog,NOT_PDF
Brookfield,2014,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/2014townreport.pdf,atr,nodes,NOT_PDF
Brookfield,2014,https://www.brookfieldma.us/wp-content/uploads/2026/01/2014townreport.pdf,atr,nodes,NOT_PDF
Brookfield,2015,"http://brookfieldma.us/documents/Town%20Meeting/20140505%20Annual%20Town%20Election%20Results-certified-may%205,%202015.pdf",result,catalog,NOT_PDF
Brookfield,2015,https://www.brookfieldma.us/sites/g/files/vyhlif2871/f/uploads/annual_report_2015.pdf,atr,nodes,NOT_PDF
Brookfield,2015,https://www.brookfieldma.us/wp-content/uploads/2026/01/annual_report_2015.pdf,atr,nodes,NOT_PDF
Brookfield,2016,"http://brookfieldma.us/documents/Town%20Meeting/20160301%20Election%20Results%20Report%20-%20Democrat%20-%20March%201,%202016.pdf",result,catalog,NOT_PDF
Brookfield,2016,"http://brookfieldma.us/documents/Town%20Meeting/20160301%20Election%20Results%20Report%20-%20Republican%20-%20March%201,%202016.pdf",result,catalog,NOT_PDF
Brookfield,2017,https://www.brookfieldma.us/wp-content/uploads/2026/01/final_red_draft_atr_2017.pdf,atr,nodes,NOT_PDF
Brookfield,2018,https://www.brookfieldma.us/wp-content/uploads/2026/01/final_red_draft_atr_2018.pdf,atr,nodes,NOT_PDF
Brookfield,2019,https://www.brookfieldma.us/wp-content/uploads/2026/01/final_red_draft_atr_2019.pdf,atr,nodes,NOT_PDF
Brookfield,2020,https://www.brookfieldma.us/wp-content/uploads/2026/01/brookfield_2020_tr-web_copy.pdf,atr,nodes,NOT_PDF
Carver,2000,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2000_town_report.pdf,atr,nodes,ERROR
Carver,2001,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2001_town_report.pdf,atr,nodes,ERROR
Carver,2002,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2002_town_report.pdf,atr,nodes,ERROR
Carver,2003,http://www.carverma.gov/sites/carverma/files/uploads/2003_tax_collector_annual_report.pdf,atr,nodes,ERROR
Carver,2003,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2003_town_report.pdf,atr,nodes,ERROR
Carver,2004,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2004_town_report.pdf,atr,nodes,ERROR
Carver,2005,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2005_town_report.pdf,atr,nodes,ERROR
Carver,2006,http://www.carverma.gov/sites/carverma/files/uploads/2006_town_of_carver_annual_report.pdf,atr,nodes,ERROR
Carver,2006,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2006_town_report.pdf,atr,nodes,ERROR
Carver,2007,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2007_town_report.pdf,atr,nodes,ERROR
Carver,2008,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2008_town_report.pdf,atr,nodes,ERROR
Carver,2009,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2009_town_report.pdf,atr,nodes,ERROR
Carver,2010,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2010_town_report.pdf,atr,nodes,ERROR
Carver,2011,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2011_town_report.pdf,atr,nodes,ERROR
Carver,2012,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2012_town_report.pdf,atr,nodes,ERROR
Carver,2013,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2013_town_report.pdf,atr,nodes,ERROR
Carver,2014,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2014_town_report.pdf,atr,nodes,ERROR
Carver,2018,https://www.carverma.gov/sites/g/files/vyhlif4221/f/uploads/fincom_annual_report_2018.pdf,atr,nodes,ERROR
Carver,2019,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2019_town_report.pdf,atr,nodes,ERROR
Carver,2020,https://www.carverma.gov/sites/g/files/vyhlif4221/f/pages/2020_town_report.pdf,atr,nodes,ERROR
Montague,2012,http://montague-ma.gov/Pages/MontagueMA_News/I0183428F.0/Elected%20Officials%20for%20Re-Election%20May%202012.pdf,result,catalog,ERROR
Granby,2006,http://www.granby-ma.gov/Pages/GranbyMA_Selectmen/2006-Annual%20Report.pdf,atr,nodes,ERROR
Granby,2007,http://www.granby-ma.gov/Pages/GranbyMA_Selectmen/2007-Annual%20Report.pdf,atr,nodes,ERROR
Granby,2008,http://www.granby-ma.gov/Pages/GranbyMA_Selectmen/2008-Annual%20Report.pdf,atr,nodes,ERROR
Granby,2011,http://granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/2011-ATR-Final.pdf,atr,nodes,ERROR
Granby,2011,https://www.granby-ma.gov/sites/g/files/vyhlif4466/f/uploads/2011-annual_town_report.pdf,atr,nodes,ERROR
Granby,2012,http://granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/ATR-TOG-2012.pdf,atr,nodes,ERROR
Granby,2013,http://granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/2013-Final.pdf,atr,nodes,ERROR
Granby,2014,http://granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/2014-Town%20Report.pdf,atr,nodes,ERROR
Granby,2014,http://www.granby-ma.gov/Pages/GranbyMA_Selectmen/2014-Town%20Report.pdf,atr,nodes,ERROR
