municipality,year,url,alt_url
Brewster,2023,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPeEh0aFZWMDNoX0Y2RmlJRTd5VTNCNFZsc21WNzZsVV93TlA1aUJYZjlTRnBHamYwRUk0ZUxtWU8wNjhFUGZPdUQ1RkxFdmg3dDB3VVBlY3gtSHkyeGQwMHVkYWVEZF8tZm1wWDdDTTV5SVUzdXZlNmlPbTJhMVBmTUo0SFFDMHhWWldsMEpLRl9mLWdrbW53UGZ0MVJMd3gtZVY4NEVkNmdGM3BVMmY4UzFZRmlXWkVYMWQ3UC14ZnNySHRqNENZb0tLN3lqN0U2Q2ZmZkt1VXA?oc=5,
Brewster,2023,https://news.google.com/rss/articles/CBMizgFBVV95cUxNM0l5NTVWbWN4Qy1LclZOenIzeS1zcUlTRHVjZUxrTkwwSmk2WGIxVzA3b1lqSl9BdDZRbUdUQmdKQ3lqcTI2aXpHejlUVENHQS1XY2ZfbjU2cXE1QXdLZHJrem5tNkswaHcwUkg3eXUtTFNQd2twXzJiTDRCeTQtRDFOQ0NweTFuM3ZJUnJNTmtmMDI2SUxKMTNqU1g4bnNFTmRiRVpyYkxTZW56bkhOWXp0VWRJajNyZjN6UFp2S2g1WTRPZjlReXdSVS1XUQ?oc=5,
Carver,2021,https://news.google.com/rss/articles/CBMia0FVX3lxTE9vUGVQdGx2TmJEVTVldFplbEMwSG9wVE9uak15WGExY24wa2lvYkVpelk2aUVXYTRDUjlhU2lreUc2WEVYZDhjQzA0WVF6SFFLNU9DejRBdFMyMUVpOVp5cFJGc0xrLWVrbVQ4?oc=5,
Conway,2026,https://news.google.com/rss/articles/CBMic0FVX3lxTE0tN0JvYnd5Wm84TmVVMVI0UG1RMUxkdm5YMnQ2OTY2X3hqS0JWQWtyaTk1d0lIcGxfSEZRUHdFV0ZJTERZdnY1OEhtLXpkSnY3dl81NjhOZ0VMLXlTZlI5QThIWWFOdk4xVFJZeDNwcDdkZ1E?oc=5,
Conway,2026,https://news.google.com/rss/articles/CBMigAJBVV95cUxQeDlMcE9ZY2ZZeEctWERQNDh6dTFxR2tXZVZHemxzVU53M0x3NFh5aERCdElBRUtOZ21YQW9HcFJnZ1NRZXo2UTV6Ym9OUWczMi1UZXB2SlVjQ3QzdEoyMFE0MTN1ZjNYa1JWa3Y4NlNpek14bFJxaHB0MjRWcjRvMlZMR2pxZ05tZ3V1UVZUbVNGbHFEc3VnZnFmYWdrckV4UVBJM2pVeXJLcXpTb2tWMm5sNDNQMUpPQkFlQWhIaHozOUpjNThLeFRzaHN5a2xsajhiV3BQWGNkZmZTQ0hhaFdvSGpRZ1RSTjJSQ3FnTzhtWnQzQ1VDU2dDdGtEd3NI?oc=5,
Dalton,2024,https://news.google.com/rss/articles/CBMinwFBVV95cUxPRnZzVjFpOFhUUk1HV2c3S2lRbUtSUHViZGRxY0tmSnFFWDNjWUd6NV94aVBMQ2RHVTMwd3lreUVuc1BNS1ZUbGlFTmtMTW14TWdWcTlkUFFsUTBSeUF3bjQ1WUJlT2w2Q1dteEF5dDRWSURDUkdscmF5OGg1RFczUnlTRWVNenB2T2dSTm1lRnZJNHlRMkhnSVpQVVhjbjA?oc=5,
Dalton,2026,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQMGM2cmtNcXhBVW1OR3VNVDVhU21IazZGclVoLXZ4bXRLOHU3WkExS3dVSVp6YUhSZ3lCd21paVdiTmlQdDF3N3V1bGNQa0xrellQZTVZZU9VNHVWc2lPdy01MzYtdUlCSXczdzU3NXJKcWNCaFlxcHBJV21hck5JQ2UwZ1dCVDdCRTNicTFVZnlqdE1RQkxwMWJVOGxtV0RXbTIxY1VaamZiU0p5NUFZZzhkeENvOFdDeThTTFlOUF94YkZ4SzY4eUJEeWN2d1ZYVTJhTQ?oc=5,
Dalton,2026,https://news.google.com/rss/articles/CBMinwFBVV95cUxPRnZzVjFpOFhUUk1HV2c3S2lRbUtSUHViZGRxY0tmSnFFWDNjWUd6NV94aVBMQ2RHVTMwd3lreUVuc1BNS1ZUbGlFTmtMTW14TWdWcTlkUFFsUTBSeUF3bjQ1WUJlT2w2Q1dteEF5dDRWSURDUkdscmF5OGg1RFczUnlTRWVNenB2T2dSTm1lRnZJNHlRMkhnSVpQVVhjbjA?oc=5,
Douglas,2026,https://news.google.com/rss/articles/CBMirwFBVV95cUxPeGxSNldwQWIwV1FvY0xDSW9xRnFST0hjbnZ2R3ZQRDc3UURhS2xEZEM5czJDLXBHYzBXNFh6RWZPVzlRM0t4Uk9MdXQ5SXpjcmkzRDlwUm51RnhQTTFVV1Z0c0RmQXd2bk9xbk5ac3YtSUktWWJrTVBmVUMycDNveW1OVnRhczlQM0drR1FhSFlSV2RFeXh4OEhJbElpc1Q2YXNzQU9YRFE1NDFMQ1Aw?oc=5,
East Brookfield,2022,https://news.google.com/rss/articles/CBMivwFBVV95cUxNU0VQY0JxM3psSUc0OGVWaG1ZU3dsOFM0Z3NtNG1nMkRUZzhiT0lfbVJTenFCQTFHcHZBZ1d4ZXFWYzBwZzE4cmlpN2w2R2E1N2RKdnRnYmlMa0NwbEJ3VkVjaG1YSmg5dlpTVGZrQkdpNEJZcUxOWjRBdmNhZjlRalJteHlSR0J3WUhYNktZempJTkkzb3pOX3BjUEhZVXVIQTIwN21VYVpIOXZFVGNZSlZYRGtBNVJ0bXBGdWUtTQ?oc=5,
