municipality,year,url,alt_url
BerkleyElect,2022,https://web.archive.org/cdx/search/cdx?url=townofberkleyma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
BerkleyRes,2022,https://web.archive.org/cdx/search/cdx?url=townofberkleyma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
CummingtonElect,2026,https://web.archive.org/cdx/search/cdx?url=cummington-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
CummingtonRes,2026,https://web.archive.org/cdx/search/cdx?url=cummington-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
DouglasElect,2024,https://web.archive.org/cdx/search/cdx?url=douglas-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
DouglasRes,2024,https://web.archive.org/cdx/search/cdx?url=douglas-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
EastBrookfieldElect,2022,https://web.archive.org/cdx/search/cdx?url=eastbrookfieldma.civiccms.acsitefactory.com&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,https://web.archive.org/cdx/search/cdx?url=eastbrookfieldma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*
EastBrookfieldRes,2022,https://web.archive.org/cdx/search/cdx?url=eastbrookfieldma.civiccms.acsitefactory.com&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,https://web.archive.org/cdx/search/cdx?url=eastbrookfieldma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*
GosnoldElect,2021,https://web.archive.org/cdx/search/cdx?url=gosnold-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
GosnoldRes,2021,https://web.archive.org/cdx/search/cdx?url=gosnold-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
GranvilleElect,2026,https://web.archive.org/cdx/search/cdx?url=granville-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,https://web.archive.org/cdx/search/cdx?url=townofgranville.net&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*
GranvilleRes,2026,https://web.archive.org/cdx/search/cdx?url=granville-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,https://web.archive.org/cdx/search/cdx?url=townofgranville.net&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*
HampdenElect,2022,https://web.archive.org/cdx/search/cdx?url=hampdenma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
HampdenRes,2022,https://web.archive.org/cdx/search/cdx?url=hampdenma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
HancockElect,2022,https://web.archive.org/cdx/search/cdx?url=town.hancock.ma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
HancockRes,2022,https://web.archive.org/cdx/search/cdx?url=town.hancock.ma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
HollandElect,2026,https://web.archive.org/cdx/search/cdx?url=town.holland.ma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
HollandRes,2026,https://web.archive.org/cdx/search/cdx?url=town.holland.ma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
HubbardstonElect,2021,https://web.archive.org/cdx/search/cdx?url=hubbardstonma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,https://web.archive.org/cdx/search/cdx?url=hubbardstonma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*
HubbardstonRes,2021,https://web.archive.org/cdx/search/cdx?url=hubbardstonma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,https://web.archive.org/cdx/search/cdx?url=hubbardstonma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*
LeverettElect,2023,https://web.archive.org/cdx/search/cdx?url=gazettenet.com&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,https://web.archive.org/cdx/search/cdx?url=leverett.ma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*
LeverettRes,2023,https://web.archive.org/cdx/search/cdx?url=gazettenet.com&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,https://web.archive.org/cdx/search/cdx?url=leverett.ma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*
LittletonElect,2026,https://web.archive.org/cdx/search/cdx?url=littletonma.org&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
LittletonRes,2026,https://web.archive.org/cdx/search/cdx?url=littletonma.org&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
MerrimacElect,2022,https://web.archive.org/cdx/search/cdx?url=townofmerrimac.com&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
MerrimacRes,2022,https://web.archive.org/cdx/search/cdx?url=townofmerrimac.com&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
MiddlefieldElect,2021,https://web.archive.org/cdx/search/cdx?url=middlefield-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
MiddlefieldRes,2021,https://web.archive.org/cdx/search/cdx?url=middlefield-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
MillvilleElect,2026,https://web.archive.org/cdx/search/cdx?url=millvillema.org&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
MillvilleRes,2026,https://web.archive.org/cdx/search/cdx?url=millvillema.org&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
MonsonElect,2021,https://web.archive.org/cdx/search/cdx?url=monson-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
MonsonRes,2021,https://web.archive.org/cdx/search/cdx?url=monson-ma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
MontgomeryElect,2026,https://web.archive.org/cdx/search/cdx?url=montgomeryma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
MontgomeryRes,2026,https://web.archive.org/cdx/search/cdx?url=montgomeryma.gov&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
NewBraintreeElect,2021,https://web.archive.org/cdx/search/cdx?url=newbraintreema.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,
NewBraintreeRes,2021,https://web.archive.org/cdx/search/cdx?url=newbraintreema.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*([Rr]esult|BALLOT|[Bb]allot|ATE).*,
NorfolkElect,2026,https://web.archive.org/cdx/search/cdx?url=cms5.revize.com&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*,https://web.archive.org/cdx/search/cdx?url=norfolk.ma.us&matchType=domain&output=json&limit=600&collapse=urlkey&filter=statuscode:200&filter=original:.*[Ee][Ll][Ee][Cc][Tt].*
