doc_id,town,town_norm,community_type,governing_body,board,doctype,year,verdict,url,status
cf1aa5771e,Burlington,burlington,bus,Select Board,,,,CONFIRMED,https://www.burlington.org/DocumentCenter/View/13682,OK
7c37a9f14c,Cambridge,cambridge,subway or light rail,City Council,,,,CONFIRMED,https://www.cambridgema.gov/-/media/Files/CDD/ZoningDevel/OtherProjects/mbtacommunities/mbtacomm_cambridge_ActionPlan_20230131.pdf,OK
e5e629bef4,Cambridge,cambridge,subway or light rail,City Council,,,2024,CONFIRMED,https://www.cambridgema.gov/-/media/Files/CDD/ZoningDevel/Amendments/2024/multifamilyhousing/multifamily_zoning_faq_20241127.pdf,OK
6f21f34583,Canton,canton,bus,Select Board,,,2023,CONFIRMED,https://town.canton.ma.us/DocumentCenter/View/10964/REVISION-to-Section-3A-Compliance-Guidelines-August-17-2023,OK
303b7d8bbb,Canton,canton,bus,Select Board,town_meeting,warrant,,CONFIRMED,https://www.town.canton.ma.us/DocumentCenter/View/13177/PUBLIC-INFO-SESSION---Specialized-Code-Slide-Deck,OK
ca87fdc5e7,Carlisle,carlisle,MBTA adjacent,Select Board,town_meeting,warrant,,CONFIRMED,https://www.carlislema.gov/DocumentCenter/View/7281,OK
8d1d547de0,Carlisle,carlisle,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.carlislema.gov/DocumentCenter/View/5509,OK
ac8199985e,Chelmsford,chelmsford,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.chelmsfordma.gov/DocumentCenter/View/14653,OK
b9cfe1c86e,Chelmsford,chelmsford,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.chelmsfordma.gov/DocumentCenter/View/14654,OK
a0df84a3b0,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://cohassetma.org/DocumentCenter/View/5153/MBTA-Community-Multi-Family-Housing-Presentation-LLind-to-SB-32222-Final,OK
4a4b301d85,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://www.cohassetma.gov/DocumentCenter/View/11471/4c-Z3-3A-Multi-Family-Overlay-District-pdf,OK
c9447047a3,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://www.cohassetma.gov/DocumentCenter/View/11669/MBTA-Communities-Overlay-District-Article-ZBC-5,OK
bd7e61e567,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://www.cohassetma.gov/DocumentCenter/View/5153/MBTA-Community-Multi-Family-Housing-Presentation-LLind-to-SB-32222-Final,OK
dafdcc8a72,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://www.cohassetma.org/DocumentCenter/View/11447,OK
9f37c5cede,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://www.cohassetma.org/DocumentCenter/View/11471,OK
36a2a79716,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://www.cohassetma.org/DocumentCenter/View/7942,OK
e0e0a7058f,Cohasset,cohasset,commuter rail,Select Board,,,,CONFIRMED,https://www.cohassetma.gov/706/MBTA-Communities-Overlay-District-Inform,OK
e93bfef63f,Concord,concord,commuter rail,Select Board,,,,CONFIRMED,https://concordma.gov/DocumentCenter/View/43264/MBTA-Communities-Timeline-,OK
a0db64a6ce,Danvers,danvers,bus,Select Board,town_meeting,warrant,,CONFIRMED,https://www.danversma.gov/DocumentCenter/View/2268,OK
46a2fc80fa,Danvers,danvers,bus,Select Board,town_meeting,warrant,,CONFIRMED,https://www.danversma.gov/799/Town-Meeting-Warrants,OK
7ccfaacbda,Dover,dover,MBTA adjacent,Select Board,,,,CONFIRMED,https://doverma.gov/DocumentCenter/View/4231,OK
442dc1cb86,Dover,dover,MBTA adjacent,Select Board,,,,CONFIRMED,https://doverma.gov/DocumentCenter/View/4294,OK
e81c8edca1,Dover,dover,MBTA adjacent,Select Board,,,,CONFIRMED,https://doverma.gov/675/MBTA-Communities-Act,OK
bca9e8d288,Dracut,dracut,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.dracutma.gov/DocumentCenter/View/3231/MBTA-Communities-Survey-Results-PDF,OK
c85c03dd6a,Dracut,dracut,MBTA adjacent,Select Board,,,2026,CONFIRMED,https://dracutma.gov/DocumentCenter/View/5564/MBTA-Communities-Act-Frequently-Asked-Questions-2-26-2026-PDF,OK
59254a59b7,Dracut,dracut,MBTA adjacent,Select Board,,,2026,CONFIRMED,https://dracutma.gov/DocumentCenter/View/5565/MBTA-Communities-Act-Community-Input-Session-Slides-2-26-2026-PDF,OK
9b1ec5ba4b,Dracut,dracut,MBTA adjacent,Select Board,zoning,,,CONFIRMED,https://dracutma.gov/836/MBTA-Communities-Zoning,OK
699b777da8,Duxbury,duxbury,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/uploads/actionplanformbtacommunities_submission_1061750257_0.pdf,OK
6339291af8,Duxbury,duxbury,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/uploads/draft_guidelines_for_mbta_communities_1.pdf,OK
34af0456a5,Duxbury,duxbury,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/uploads/duxbury_mbtacommunities_faq_0.pdf,OK
51a32700c5,Duxbury,duxbury,MBTA adjacent,Select Board,,,2023,CONFIRMED,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/uploads/revision_to_section_3a_compliance_guidelines_august_17_2023_clean_with_appendix.pdf,OK
83ec240621,Duxbury,duxbury,MBTA adjacent,Select Board,,,2024,CONFIRMED,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/pages/mbta_communities_chronology_06-13-2024.pdf,OK
b8b82e0840,East Bridgewater,eastbridgewater,MBTA adjacent,Select Board,town_meeting,warrant,,CONFIRMED,https://eastbridgewaterma.gov/DocumentCenter/View/5088,OK
3221d9c1e6,East Bridgewater,eastbridgewater,MBTA adjacent,Select Board,town_meeting,warrant,2026,CONFIRMED,https://eastbridgewaterma.gov/DocumentCenter/View/5064/Town-Meeting---May-16-2026---Warrant,OK
4d1490052f,Fitchburg,fitchburg,commuter rail,City Council,city_council,,,PROBABLE,https://www.fitchburgma.gov/DocumentCenter/View/9707/MBTA-Communities-Council-Presentation,OK
169d16b289,Framingham,framingham,commuter rail,City Council,,,,CONFIRMED,https://framinghamma.gov/DocumentCenter/View/52911,OK
93e8788770,Freetown,freetown,MBTA adjacent,Select Board,,,,CONFIRMED,https://freetownma.gov/DocumentCenter/View/1452,OK
0cd04e3b3b,Gloucester,gloucester,commuter rail,City Council,,,,CONFIRMED,https://gloucester-ma.gov/1250/Past-MBTA-Communities-Meetings-Presentat,OK
cfb0f9cc8d,Gloucester,gloucester,commuter rail,City Council,,,,CONFIRMED,https://www.gloucester-ma.gov/1250/State-40A-3A-MBTA-Communities-Informatio,OK
e54a7a37c3,Gloucester,gloucester,commuter rail,City Council,,,2024,CONFIRMED,https://www.gloucester-ma.gov/DocumentCenter/View/10097/2024-02-20_Gloucester-MBTA-Communities-Presentation,OK
fc05c96662,Gloucester,gloucester,commuter rail,City Council,planning_board,,2024,CONFIRMED,https://www.gloucester-ma.gov/DocumentCenter/View/10499/PB-Initiation-of-40A-3A-MBTA-Communities-Compliant-Zoning-8-9-2024,OK
54de8bf67c,Grafton,grafton,commuter rail,Select Board,,,,CONFIRMED,https://grafton-ma.gov/DocumentCenter/View/9297/Grafton-Action-Plan-for-MBTA-Communities-Submission,OK
42fb531741,Halifax,halifax,commuter rail,Select Board,zoning,,,CONFIRMED,https://www.halifax-ma.org/DocumentCenter/View/1630/Frequently-Asked-Questions-FAQs-MBTA-Communities-Zoning-Requirement-PDF,OK
65413640b7,Halifax,halifax,commuter rail,Select Board,zoning,,,CONFIRMED,https://www.halifaxma.gov/DocumentCenter/View/1630/Frequently-Asked-Questions-FAQs-MBTA-Communities-Zoning-Requirement-PDF,OK
e7fad02f15,Hanson,hanson,commuter rail,Select Board,,,,CONFIRMED,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/draft_guidelines_for_mbta_communities.pdf,OK
8f2ef222a0,Harvard,harvard,MBTA adjacent,Select Board,town_meeting,minutes,,CONFIRMED,https://www.harvard-ma.gov/DocumentCenter/View/1163,OK
e0ef03cc17,Harvard,harvard,MBTA adjacent,Select Board,town_meeting,minutes,2023,CONFIRMED,https://www.harvard-ma.gov/DocumentCenter/View/1562/ATM-Minutes---October-21-2023-PDF,OK
7360d9d0d0,Harvard,harvard,MBTA adjacent,Select Board,town_meeting,minutes,2024,CONFIRMED,https://www.harvard-ma.gov/DocumentCenter/View/1563/ATM-Minutes---April-6-2024-PDF,OK
35475f7995,Hingham,hingham,bus,Select Board,,,,CONFIRMED,https://www.hingham-ma.gov/DocumentCenter/View/19965,OK
97b1066076,Hingham,hingham,bus,Select Board,,,,CONFIRMED,https://hingham-ma.gov/1013/MBTA-Communities,OK
261b2a1bbf,Hingham,hingham,bus,Select Board,,,2022,CONFIRMED,https://hingham-ma.gov/DocumentCenter/View/16747/SB-MBTA-Communities-Briefing-4-26-22?bidId=,OK
618df67ec0,Holden,holden,MBTA adjacent,Select Board,planning_board,minutes,2022,CONFIRMED,https://holdenma.gov/DocumentCenter/View/6107,OK
42149b2491,Holliston,holliston,MBTA adjacent,Select Board,town_meeting,,,CONFIRMED,https://www.townofholliston.us/DocumentCenter/View/4229/MBTA-3A-Multi-Family-Overlay-Town-Meeting-Draft-Article-PDF,OK
11f071c4a3,Holliston,holliston,MBTA adjacent,Select Board,zoning,,,CONFIRMED,https://www.townofholliston.us/392/MBTA-3A-Zoning-Maps,OK
4858de3ba9,Holliston,holliston,MBTA adjacent,Select Board,zoning,,,CONFIRMED,https://www.townofholliston.us/537/Article-9-MBTA-3A-Zoning-Overlay-Distric,OK
e016fe5e33,Holliston,holliston,MBTA adjacent,Select Board,zoning,bylaw,,CONFIRMED,https://www.townofholliston.us/538/Article-10-MBTA-3A-Zoning-by-Law-Consist,OK
156513cf3d,Holliston,holliston,MBTA adjacent,Select Board,town_meeting,minutes,2024,CONFIRMED,https://www.townofholliston.us/DocumentCenter/View/9711,OK
e88f7b54ad,Hopkinton,hopkinton,commuter rail,Select Board,planning_board,,2024,CONFIRMED,https://ehop.org/wp/wp-content/uploads/2024/10/MBTA-Communities-Presentation-PB-10-07-24.pdf,OK
2a955ed9f3,Hopkinton,hopkinton,commuter rail,Select Board,planning_board,bylaw,2024,CONFIRMED,https://ehop.org/wp/wp-content/uploads/2024/04/ARTICLE-39_MBTA-Communities-Zoning-Bylaw_Sponsor-Planning-Board_2024-1.pdf,OK
70040830d2,Hopkinton,hopkinton,commuter rail,Select Board,town_meeting,warrant,2024,CONFIRMED,https://ehop.org/wp/wp-content/uploads/2024/04/2024-05-06-ATM-Warrant-Motions-Document-FINAL.pdf,OK
7241fb31fc,Hull,hull,bus,Select Board,,,,CONFIRMED,https://www.town.hull.ma.us/DocumentCenter/View/345/Hull-Action-Plan-For-MBTA-Communities-PDF,OK
6d9c17e879,Hull,hull,bus,Select Board,,,,CONFIRMED,https://www.town.hull.ma.us/DocumentCenter/View/347/Section-3A-Compliance-Guidelines-PDF,OK
d70d90089a,Hull,hull,bus,Select Board,,,,CONFIRMED,https://www.town.hull.ma.us/625/MBTA-Communities-MGL40A3A,OK
5b24f281ab,Hull,hull,bus,Select Board,town_meeting,minutes,,CONFIRMED,https://www.town.hull.ma.us/DocumentCenter/View/1166/Most-Recent-Town-Meeting-Minutes-PDF,OK
7983b44a21,Hull,hull,bus,Select Board,town_meeting,minutes,2025,CONFIRMED,https://www.town.hull.ma.us/DocumentCenter/View/1202/2025-Annual-Town-Meeting-Minutes-PDF,OK
c9a57a7a48,Hull,hull,bus,Select Board,town_meeting,warrant,,CONFIRMED,https://www.town.hull.ma.us/DocumentCenter/View/1167/Town-Meeting-Warrant-Facsimile-PDF,OK
79a58d8bbe,Ipswich,ipswich,commuter rail,Select Board,,,,CONFIRMED,https://ipswichma.gov/978/Section-3A,OK
eb67a15d36,Ipswich,ipswich,commuter rail,Select Board,zoning,bylaw,2025,CONFIRMED,https://ipswichma.gov/DocumentCenter/View/17525/Town-of-Ipswich-3A-MBTA-MOD-Zoning-Bylaw-Article-2-5-2025---REVISED-with-Affordable-Housing-Percentages-as-per-Econ-Feasibility-Study-pdf,OK
fd4c40eb9f,Kingston,kingston,commuter rail,Select Board,,,2024,CONFIRMED,https://kingstonma.gov/DocumentCenter/View/5170/Town-of-Kingston--MBTA-Communities-Sept-5-2024,OK
4e22ff67a4,Kingston,kingston,commuter rail,Select Board,town_meeting,minutes,2024,CONFIRMED,https://kingstonma.gov/DocumentCenter/View/5637,OK
1e6f62ce84,Lakeville,lakeville,commuter rail,Select Board,,,,CONFIRMED,https://ma-lakeville.civicplus.com/DocumentCenter/View/438,OK
7b7fc34777,Lakeville,lakeville,commuter rail,Select Board,,,,CONFIRMED,https://ma-lakeville.civicplus.com/DocumentCenter/View/439,OK
192684959c,Lancaster,lancaster,MBTA adjacent,Select Board,,,,CONFIRMED,https://www.ci.lancaster.ma.us/DocumentCenter/View/3477/Re_-Lancaster---Conditional-Compliance-with-Section-3A_MBTA-Communities,OK
22d91f8117,Leicester,leicester,MBTA adjacent,Select Board,,,,CONFIRMED,https://leicesterma.org/481/MBTA-Communities-Leicester,OK
7474d98096,Leicester,leicester,MBTA adjacent,Select Board,zoning,bylaw,2025,CONFIRMED,https://leicesterma.org/DocumentCenter/View/3233/Leicester-MBTA-Zoning-Draft-02192025,OK
e913cd60f8,Lexington,lexington,bus,Select Board,,,,CONFIRMED,https://www.lexingtonma.gov/DocumentCenter/View/7029,OK
8bc5a62466,Lexington,lexington,bus,Select Board,zoning,,,CONFIRMED,https://lexingtonma.gov/DocumentCenter/View/7932/Art-34-multi-family-zoning?bidId=,OK
4cf62197cc,Lexington,lexington,bus,Select Board,zoning,,,CONFIRMED,https://lexingtonma.gov/DocumentCenter/View/8463/Art-34-village-and-multi-family-slides?bidId=%EF%BF%BD%EF%BF%BD%20;%20%EF%BF%BD%EF%BF%BD(%EF%BF%BD%EF%BF%BDhttps://www.lexingtonma.gov/1496/Zoning-Amendments---MBTA-Communities,OK
7ce25ad12b,Lexington,lexington,bus,Select Board,zoning,,,CONFIRMED,https://www.lexingtonma.gov/DocumentCenter/View/7932/Art-34-multi-family-zoning,OK
c1e56d973c,Lexington,lexington,bus,Select Board,zoning,,,CONFIRMED,https://lexingtonma.gov/1496/MBTA-Communities-Zoning,OK
f4a1d3c83b,Lexington,lexington,bus,Select Board,zoning,,2025,CONFIRMED,https://www.lexingtonma.gov/DocumentCenter/View/14478/2025-Village-Overlay-Zoning-Map-STM?bidId=,OK
94d502de30,Lincoln,lincoln,bus,Select Board,,,,CONFIRMED,http://lincolntown.org/DocumentCenter/View/72113/Draft-Guidelines-for-MBTA-Communities--12152021,OK
dc5ae920d0,Lincoln,lincoln,bus,Select Board,,,,CONFIRMED,https://lincolntown.org/DocumentCenter/View/85829/DistrictComplianceApplicationforMBTACommunities_Submission_1216484705,OK
39e65278ef,Lincoln,lincoln,bus,Select Board,,,,CONFIRMED,https://lincolntown.org/DocumentCenter/View/85832/DistrictComplianceApplicationforMBTACommunities_Submission_1216484705pdf,OK
269fb58d20,Lincoln,lincoln,bus,Select Board,,,2023,CONFIRMED,https://lincolntown.org/DocumentCenter/View/85192/2023-10-24-Lincoln-MBTA-Communities---Corrected,OK
433fa7a68a,Lincoln,lincoln,bus,Select Board,,,2023,CONFIRMED,https://www.lincolntown.org/DocumentCenter/View/85225/2023-11-08-Lincoln-MBTA-Communities-Forums---Updated?bidId=,OK
94f8594ce9,Littleton,littleton,commuter rail,Select Board,,,,CONFIRMED,https://littletonma.org/DocumentCenter/View/5205,OK
436c4ed6c6,Littleton,littleton,commuter rail,Select Board,,,,CONFIRMED,https://littletonma.org/DocumentCenter/View/5210,OK
9a5d14b3ad,Littleton,littleton,commuter rail,Select Board,,,,CONFIRMED,https://littletonma.org/DocumentCenter/View/5212,OK
5f8c2e13bd,Littleton,littleton,commuter rail,Select Board,,,,CONFIRMED,https://littletonma.org/DocumentCenter/View/7631,OK
2f9a0472db,Littleton,littleton,commuter rail,Select Board,,,2023,CONFIRMED,https://littletonma.org/DocumentCenter/View/5993/REVISION-to-Section-3A-Compliance-Guidelines-August-17-2023-REDLINE,OK
fcf1e1b021,Lowell,lowell,commuter rail,City Council,zoning,,,CONFIRMED,https://www.lowellma.gov/DocumentCenter/View/23656,OK
9659c01899,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/1149,OK
b4159369a2,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/1150,OK
be98c11c12,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/1153,OK
88f0aa1881,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/1154,OK
4421fa38da,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/2801,OK
2a693ae41c,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/2802,OK
123053c8b7,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/2805,OK
bb08a018e1,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/2809,OK
f0d79671f5,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/2822/MBTA-Communities-Information-PDF,OK
752b0b56af,Lunenburg,lunenburg,MBTA adjacent,Select Board,,,,PROBABLE,https://www.lunenburgma.gov/DocumentCenter/View/3084,OK
1593ac1039,Lynnfield,lynnfield,MBTA adjacent,Select Board,,,2024,CONFIRMED,https://www.lynnfieldma.gov/DocumentCenter/View/287/May-8-2024---Lynnfield-Villager-MBTA-Communities-Law-Committee-Formed-PDF,OK
1ee161edd8,Lynnfield,lynnfield,MBTA adjacent,Select Board,select_board,,2024,CONFIRMED,https://www.lynnfieldma.gov/DocumentCenter/View/283/May-6-2024---Lynn-Item-Select-Board-Forms-MBTA-Communities-Law-Committee-PDF,OK
531dc1782d,Lynnfield,lynnfield,MBTA adjacent,Select Board,zoning,,,CONFIRMED,https://www.lynnfieldma.gov/DocumentCenter/View/1623/3A-Zoning-Amendment-Article-PDF,OK
d3e68d5c67,Lynnfield,lynnfield,MBTA adjacent,Select Board,zoning,,,CONFIRMED,https://www.lynnfieldma.gov/DocumentCenter/View/303/The-Law---Revision-to-Section-3A-Compliance-Guidelines-for-Multi-Family-Zoning-Districts-PDF,OK
d703439814,Lynnfield,lynnfield,MBTA adjacent,Select Board,zoning,,2024,CONFIRMED,https://www.lynnfieldma.gov/DocumentCenter/View/284/July-24-2024---Lynnfield-Villager-MBTA-Communities-Zoning-Locations-Proposed-PDF,OK
ca851a1acc,Malden,malden,subway or light rail,City Council,,,,CONFIRMED,https://cityofmalden.org/DocumentCenter/View/6750/DHCD-Section-3A-Compliance-Guidelines-81022,OK
6064caea32,Malden,malden,subway or light rail,City Council,,,,CONFIRMED,https://cityofmalden.org/DocumentCenter/View/6750/DHCD-Section-3A-Compliance-Guidelines-81022?bidId=,OK
3481a58c0f,Malden,malden,subway or light rail,City Council,,,2022,CONFIRMED,https://cityofmalden.org/DocumentCenter/View/6748/DHCD-Section-3A-Compliance-Guidelines-with-Appendices-Revised-October-21-2022-,OK
b50314d0f2,Malden,malden,subway or light rail,City Council,,,2022,CONFIRMED,https://cityofmalden.org/DocumentCenter/View/6748/DHCD-Section-3A-Compliance-Guidelines-with-Appendices-Revised-October-21-2022-?bidId=,OK
0e43ff57b1,Malden,malden,subway or light rail,City Council,,,2023,CONFIRMED,https://www.cityofmalden.org/DocumentCenter/View/7339/REVISION-to-Section-3A-Compliance-Guidelines-August-17-2023,OK
8e145c0e94,Malden,malden,subway or light rail,City Council,,,2023,CONFIRMED,https://www.cityofmalden.org/DocumentCenter/View/7339/REVISION-to-Section-3A-Compliance-Guidelines-August-17-2023?bidId=,OK
7217b8767c,Malden,malden,subway or light rail,City Council,,,2025,CONFIRMED,https://cityofmalden.org/DocumentCenter/View/11092/EOHLC-Malden---Determination-of-Compliance-2025611,OK
aef1e9aab4,Manchester,manchester,commuter rail,Select Board,,,,CONFIRMED,http://manchester.ma.us/DocumentCenter/View/4709/MBTACommunities-Draft-Compliance-Guidelines-c40A-Sect-3A,OK
4e5d3cb533,Manchester,manchester,commuter rail,Select Board,,,,CONFIRMED,http://manchester.ma.us/DocumentCenter/View/6290/Section-3A-Compliance-Guidelines-81723,OK
e74e7a1849,Manchester,manchester,commuter rail,Select Board,,,,CONFIRMED,http://manchester.ma.us/DocumentCenter/View/6290/Section-3A-Compliance-Guidelines-81723?bidId=,OK
beb35f8f61,Manchester,manchester,commuter rail,Select Board,,,,CONFIRMED,http://www.manchester.ma.us/DocumentCenter/View/8884/MBTS---Section-3A-Determination-of-Compliance,OK
66bd147537,Manchester,manchester,commuter rail,Select Board,,,2022,CONFIRMED,http://manchester.ma.us/DocumentCenter/View/4710/MBTACommunitiesFAQ-Updated_03-01-22,OK
78d4ba00bf,Manchester,manchester,commuter rail,Select Board,,,2022,CONFIRMED,http://manchester.ma.us/DocumentCenter/View/4759/MAPC-MBTA-TOD-Section3A_FinalComments_3_21_22,OK
6a1db0a165,Mansfield,mansfield,commuter rail,Select Board,,,,CONFIRMED,https://mansfieldma.com/DocumentCenter/View/6097/MBTA-Communities-FAQ---Updated-03102022,OK
d2bd8809ae,Mansfield,mansfield,commuter rail,Select Board,,,2024,CONFIRMED,https://mansfieldma.com/DocumentCenter/View/9181,OK
c09c15b23c,Mansfield,mansfield,commuter rail,Select Board,zoning,,,CONFIRMED,https://mansfieldma.com/705/MGL-Chapter-40A-Section-3A-3A-MBTA-Zonin,OK
04cea1e7ca,Marblehead,marblehead,bus,Select Board,,,,CONFIRMED,https://marbleheadma.gov/event/3a-multifamily-overlay-district-information-session/,OK
50aea912f0,Marblehead,marblehead,bus,Select Board,,,2025,CONFIRMED,https://marbleheadma.gov/wp-content/uploads/2025/03/mbta_communities_-_public_presentation.pdf.pdf,OK
6399e4708f,Marblehead,marblehead,bus,Select Board,,,2025,CONFIRMED,https://marbleheadma.gov/wp-content/uploads/2025/04/MBTA-Communities-3A-Compliance.pdf,OK
3381050f2c,Marshfield,marshfield,MBTA adjacent,Select Board,select_board,,,CONFIRMED,https://marshfield-ma.gov/government/select_board/mbta_communities_act_information.php,OK
a07a9b7117,Maynard,maynard,MBTA adjacent,Select Board,town_meeting,minutes,2024,CONFIRMED,https://townofmaynard-ma.gov/DocumentCenter/View/3037/Official-Minutes-of-ATM-5-20-2024,OK
aee66059eb,Medfield,medfield,MBTA adjacent,Select Board,,,2023,CONFIRMED,https://town.medfield.net/DocumentCenter/View/6767/Action-Plan-for-MBTA-Communities-01-17-23-Submission-pdf,OK
709985b850,Medfield,medfield,MBTA adjacent,Select Board,zoning,,,CONFIRMED,https://town.medfield.net/2178/MBTA-Communities-Multi-Family-Zoning-Req,OK
d54b9d344c,Medway,medway,MBTA adjacent,Select Board,,notice,,CONFIRMED,https://medwayma.gov/news-and-notices/have-you-heard-of-the-mbta-communities-law,OK
a544330b1e,Medway,medway,MBTA adjacent,Select Board,,notice,,CONFIRMED,https://medwayma.gov/news-and-notices/mbta-communities-law-compliance-in-medway-barrett-planning-group-presentation,OK
9135748b18,Medway,medway,MBTA adjacent,Select Board,,notice,,CONFIRMED,https://medwayma.gov/news-and-notices/mbta-communities-law-pedb-special-meeting-862024-2,OK
222eff625f,Medway,medway,MBTA adjacent,Select Board,,notice,,CONFIRMED,https://medwayma.gov/news-and-notices/mbta-communities-public-information-flyer,OK
fb9c04a53b,Melrose,melrose,subway or light rail,City Council,,,,CONFIRMED,https://www.cityofmelrose.org/DocumentCenter/View/2647/MBTA-Communities-Compliance-Letter,OK
0191a3a83a,Merrimac,merrimac,MBTA adjacent,Select Board,,,,CONFIRMED,https://townofmerrimac.com/event/mbta-communities-workshop-with-mvpc/,OK
a2e80430c7,Merrimac,merrimac,MBTA adjacent,Select Board,,bylaw,,CONFIRMED,https://townofmerrimac.com/event/mbta-communities-by-law-meeting/,OK
7b1d93f747,Methuen,methuen,MBTA adjacent,City Council,zoning,,,CONFIRMED,https://cityofmethuen.net/838/MBTA-Communities-Multi-Family-Zoning,OK
f9e45206b5,Middleborough,middleborough,commuter rail,Select Board,zoning,,,CONFIRMED,https://www.middleboroughma.gov/DocumentCenter/View/4873,OK
e31e802228,Middleton,middleton,MBTA adjacent,Select Board,,,2024,PROBABLE,https://www.middletonma.gov/DocumentCenter/View/4379,OK
84303d4a43,Millbury,millbury,MBTA adjacent,Select Board,town_meeting,warrant,,CONFIRMED,https://millburyma.gov/DocumentCenter/View/373/Annual-Town-Meeting-Warrant,OK
b1770595f8,Millbury,millbury,MBTA adjacent,Select Board,town_meeting,warrant,,CONFIRMED,https://millburyma.gov/DocumentCenter/View/385/Signed-Warrant,OK
b8537cfb70,Milton,milton,subway or light rail,Select Board,town_meeting,warrant,,CONFIRMED,https://www.miltonma.gov/DocumentCenter/View/6120,OK
4f391f02c8,Milton,milton,subway or light rail,Select Board,town_meeting,warrant,,CONFIRMED,https://www.townofmilton.org/DocumentCenter/View/6120/MBTA-Communities-Warrant-Articles-1-and-2,OK
70c4aabed1,Milton,milton,subway or light rail,Select Board,,,,CONFIRMED,https://www.miltonma.gov/DocumentCenter/View/3138,OK
0be6865f0c,Milton,milton,subway or light rail,Select Board,,,,CONFIRMED,https://www.miltonma.gov/DocumentCenter/View/3139,OK
c5ea348ccf,Milton,milton,subway or light rail,Select Board,,,,CONFIRMED,https://www.miltonma.gov/DocumentCenter/View/3146,OK
317f00e16a,Milton,milton,subway or light rail,Select Board,,,,CONFIRMED,https://www.miltonma.gov/DocumentCenter/View/3261,OK
1bd91dde5d,Nahant,nahant,bus,Select Board,,,2022,CONFIRMED,https://nahant.org/wp-content/uploads/2022/11/MBTACommunitiesInformationForm_Submission_963837223.pdf,OK
793fdc8421,Nahant,nahant,bus,Select Board,zoning,,2025,CONFIRMED,https://nahant.org/wp-content/uploads/2025/03/MBTA-Communities-mandatory-zoning-comment-letter.pdf,OK
ab0ee0056a,Needham,needham,bus,Select Board,,,,CONFIRMED,http://www.needhamma.gov/DocumentCenter/View/24936/MBTACommunitiesFAQ-FINALIteration101-11-22,OK
18c09d4ad3,Needham,needham,bus,Select Board,,,,CONFIRMED,https://needhamma.gov/DocumentCenter/View/47397,OK
31d36ca717,Needham,needham,bus,Select Board,,,,CONFIRMED,https://needhamma.gov/DocumentCenter/View/59237,OK
da289fec42,Needham,needham,bus,Select Board,,,,CONFIRMED,https://needhamma.gov/DocumentCenter/View/59242,OK
f9d38b9927,Needham,needham,bus,Select Board,,,,CONFIRMED,https://www.needhamma.gov/DocumentCenter/View/43813/ActionPlanforMBTACommunities_Submission_1061884882,OK
ebc719ad3b,Needham,needham,bus,Select Board,,,,CONFIRMED,https://www.needhamchannel.org/tag/mbta-communities-act/,FAIL:URLError
57ffee8974,Needham,needham,bus,Select Board,,,,CONFIRMED,https://www.needhamchannel.org/tag/mbta-communities-law/,FAIL:URLError
d4c03165ec,Needham,needham,bus,Select Board,,,,CONFIRMED,https://www.needhamchannel.org/tag/mbta-communities/,FAIL:URLError
